rc_building_id,simstadt_building_id,annual_rc_kwh,annual_simstadt_kwh,annual_diff_kwh,annual_diff_pct
DEBW_522100050wu,DEBW_522100050wu,10506.837800605195,12616.800000000001,-2109.962199394806,-16.72343382945601
DEBW_522100050y5,DEBW_522100050y5,7114.141049245487,7662.0,-547.858950754513,-7.150338694264069
DEBW_5221000518C,DEBW_5221000518C,10870.115881645006,13394.599999999999,-2524.4841183549925,-18.847028790370693
DEBW_522100051DN,DEBW_522100051DN,4371.098547398091,5323.0,-951.9014526019091,-17.882800161598894
DEBW_522100051Hd,DEBW_522100051Hd,5849.586546020577,8086.900000000001,-2237.3134539794237,-27.665897364619614
DEBW_522100053Xz,DEBW_522100053Xz,1152.6405369750082,2183.7000000000003,-1031.059463024992,-47.21616811031698
DEBW_522100054BV,DEBW_522100054BV,5675.291877621384,6633.700000000001,-958.408122378617,-14.44756504482592
DEBW_522100054Ih,DEBW_522100054Ih,17374.527941403918,18775.9,-1401.3720585960837,-7.463674490150051
DEBW_52210005J24,DEBW_52210005J24,10780.944135562579,12834.7,-2053.755864437422,-16.001588384905155
DEBW_52210005JLO,DEBW_52210005JLO,7026.253610380676,8451.0,-1424.746389619324,-16.858908882017793
DEBW_52210005JMk,DEBW_52210005JMk,8127.47315590937,8311.3,-183.8268440906295,-2.2117700490973675
DEBW_52210005JOp,DEBW_52210005JOp,8550.66338839344,11152.6,-2601.936611606561,-23.330314111566462
DEBW_52210005JfZ,DEBW_52210005JfZ,11182.289636207695,12113.699999999999,-931.4103637923035,-7.688900697493777
DEBW_52210005Jkv,DEBW_52210005Jkv,6044.244983733047,8359.8,-2315.5550162669524,-27.698689158436242
DEBW_52210005JtI,DEBW_52210005JtI,13945.52106094917,17461.1,-3515.578939050829,-20.133777018921084
DEBW_52210005K5d,DEBW_52210005K5d,5228.901282205093,5634.1,-405.1987177949077,-7.19189786824706
DEBW_52210005K93,DEBW_52210005K93,10265.875296303762,13204.099999999999,-2938.2247036962362,-22.25236633845727
DEBW_52210005KEF,DEBW_52210005KEF,41958.49002953701,50136.6,-8178.109970462989,-16.311656495380596
DEBW_52210005KUx,DEBW_52210005KUx,9077.19004830797,11261.099999999999,-2183.9099516920287,-19.39339808448579
DEBW_52210005KXK,DEBW_52210005KXK,4806.674809431151,6108.4,-1301.725190568849,-21.31041173742468
DEBW_52210005Kf7,DEBW_52210005Kf7,7320.900196997014,7592.200000000001,-271.29980300298666,-3.573401688614455
DEBW_52210005KyO,DEBW_52210005KyO,11721.1558202148,12689.2,-968.0441797852,-7.628882670185669
DEBW_52210005L39,DEBW_52210005L39,12634.761896488442,13398.4,-763.6381035115573,-5.699472351262519
DEBW_52210005L4M,DEBW_52210005L4M,6354.457460116069,7096.4,-741.9425398839303,-10.455196154161692
DEBW_52210005LJS,DEBW_52210005LJS,7419.347550544235,8884.6,-1465.2524494557656,-16.49204746928129
DEBW_52210005LZh,DEBW_52210005LZh,9332.924145357503,10009.1,-676.1758546424971,-6.755610940469143
DEBW_52210005M2x,DEBW_52210005M2x,10133.08834280302,12848.099999999999,-2715.0116571969793,-21.131619906421804
DEBW_52210005MRo,DEBW_52210005MRo,4510.337549162701,5344.999999999999,-834.6624508372979,-15.615761474972837
