rc_building_id,simstadt_building_id,match_type,annual_rc_cooling_kwh,annual_simstadt_cooling_kwh,annual_diff_cooling_kwh,annual_diff_cooling_pct,hours_compared,mae_kwh_h,rmse_kwh_h,bias_kwh_h,corr,annual_rc_kwh,annual_simstadt_kwh,annual_diff_kwh,annual_diff_pct
DEBW_52210005fRo,DEBW_52210005fRo,exact,3590.547259520973,7348.0,-3757.452740479027,-51.135720474673754,8760,0.6175993896536796,1.0045630085644108,-0.3217753520488349,0.9636092039661592,25279.347916052204,28098.1,-2818.7520839477947,-10.03182451463905
DEBW_52210005fiS,DEBW_52210005fiS,exact,1950.6000121075522,5613.0,-3662.399987892448,-65.24852998204966,8760,0.4489508381185003,0.7411290071419743,-0.13021615745402054,0.9659999189986258,21016.10646070278,22156.8,-1140.693539297219,-5.14827745566697
DEBW_52210005g5H,DEBW_52210005g5H,exact,1049.0315170764588,3037.0,-1987.9684829235412,-65.45829709988611,8760,0.20128572179236362,0.3348490190444542,-0.04305202602083439,0.9610622031598736,8878.664252057491,9255.8,-377.1357479425078,-4.074588343984397
DEBW_52210005gBZ,DEBW_52210005gBZ,exact,2841.483035834892,7291.0,-4449.516964165108,-61.027526596696035,8760,0.5297282834406778,0.9164163020001179,-0.02747173777966802,0.9608616965251263,24862.347577050106,25103.000000000004,-240.6524229498973,-0.9586600125478918
DEBW_52210005gOD,DEBW_52210005gOD,exact,4121.067869168854,10446.0,-6324.932130831146,-60.54884291433225,8760,0.8610390250691937,1.3665268934839818,-0.4548253132616914,0.9646626429307099,34179.130255827586,38163.4,-3984.269744172416,-10.440028257892157
DEBW_52210005gvh,DEBW_52210005gvh,exact,2412.972741290391,6512.0,-4099.02725870961,-62.945750287309735,8760,0.5525785841841342,0.8861787364541153,-0.28360635508476234,0.971362022387992,25528.008329457487,28012.399999999998,-2484.391670542511,-8.868899739195896
DEBW_52210005gwl,DEBW_52210005gwl,exact,1497.6323479377993,2344.0,-846.3676520622007,-36.10783498558877,8760,0.2089137249337884,0.3669000096801727,-0.032162287580639916,0.9401854772356266,7710.358360793594,7992.0999999999985,-281.7416392064042,-3.525251676110212
DEBW_52210005gxN,DEBW_52210005gxN,exact,2554.5309620808625,7148.0,-4593.469037919138,-64.26229767654083,8760,0.3685069365063593,0.6549069069255122,0.08015731896215285,0.9540822402624896,15937.27811410846,15235.1,702.1781141084593,4.608949820535863
DEBW_52210005hG5,DEBW_52210005hG5,exact,2569.152511863374,8127.0,-5557.8474881366255,-68.38744294495663,8760,0.5315737519353163,0.9029673280382322,-0.0648613044820322,0.9667284343776166,26562.4149727374,27130.600000000002,-568.1850272626034,-2.0942589816023363
DEBW_52210005hJf,DEBW_52210005hJf,exact,2875.3037461565013,8193.0,-5317.696253843498,-64.90536133093492,8760,0.5653807846006434,1.0018572526511114,0.15795322149903834,0.9538693851910303,24861.870220331577,23478.2,1383.6702203315763,5.893425476959802
