rc_building_id,simstadt_building_id,match_type,annual_rc_cooling_kwh,annual_simstadt_cooling_kwh,annual_diff_cooling_kwh,annual_diff_cooling_pct,hours_compared,mae_kwh_h,rmse_kwh_h,bias_kwh_h,corr,annual_rc_kwh,annual_simstadt_kwh,annual_diff_kwh,annual_diff_pct
DEBW_00000001aab,Basis_DEBW_01aab,suffix_fallback,1956.145232522699,2542.7550740975557,-586.6098415748568,-23.069852364095638,8760,0.4287422659092263,0.8403403808918186,0.008740773104625952,0.9699810007623791,22430.945191279825,22354.376018883304,76.56917239652103,0.34252431081879053
DEBW_00000002aac,Basis_DEBW_02aac,suffix_fallback,1382.3610035399497,1125.2415889515592,257.11941458839055,22.85015210182205,8760,0.4592902899615156,0.8845272065879388,0.026876642075658378,0.9664942301172587,22177.899975398897,21942.460590816132,235.43938458276534,1.0729853363907005
DEBW_00000003aad,Basis_DEBW_03aad,suffix_fallback,3334.6661676407775,3079.105940157355,255.56022748342275,8.299819247867859,8760,0.14172782602532538,0.307257576263507,-0.04175499651377436,0.9712917691241406,6561.395493506845,6927.169262967507,-365.77376946066215,-5.280277636870815
DEBW_00000004aae,Basis_DEBW_04aae,suffix_fallback,2756.347472766557,1726.3453304117395,1030.0021423548176,59.66373727260921,8760,0.15449355218032024,0.3465522559307586,-0.023780656081255926,0.9609444359298306,6380.962097741884,6589.280645013685,-208.31854727180144,-3.1614763203240193
