GMLId;ParentGMLId;Latitude;Longitude;X-coordinate;Y-coordinate;LOD;Year of construction;Year of refurbishment;Refurbishment Variant;ALKIS code;PrimaryUsageZoneType;PrimaryUsageZoneArea;SecondaryUsageZoneType;SecondaryUsageZoneArea;BuildingType;Footprint area;Total wall thermal area above ground;Total wall thermal area below ground;Total outwall area;Total shared wall area;Total roof area;Gross volume;Is Gross volume approximated?;Heated volume;Ridge/mean Height;Eaves/mean Height;Storey number;Average Storey Height;Number of households;Number of occupants;Attic Heating;Basement Heating;Basement ceiling height above ground;Surface area to volume ratio;Heated area;Mean Uvalue;Specific domestic hot water demand;Domestic hot water demand;Specific space heating demand;Yearly Heating demand;Total Yearly Heating + DHW demand;January Heating demand;February Heating demand;March Heating demand;April Heating demand;May Heating demand;June Heating demand;July Heating demand;August Heating demand;September Heating demand;October Heating demand;November Heating demand;December Heating demand;Specific space Cooling demand;Yearly Cooling demand;January Cooling demand;February Cooling demand;March Cooling demand;April Cooling demand;May Cooling demand;June Cooling demand;July Cooling demand;August Cooling demand;September Cooling demand;October Cooling demand;November Cooling demand;December Cooling demand
[-];[-];[°];[°];[?];[?];LOD;[YYYY];[YYYY];[-];[-];[-];[m²];[-];[m²];[-];[m²];[m²];[m²];[m²];[m²];[m²];[m³];[0/1];[m³];[m];[m];[-];[m];[-];[-];[-];[-];[m];[m⁻¹];[m²];[W/(m²·K)];[kWh/(m²·a)];[kWh/a];[kWh/(m²·a)];[kWh/a];[kWh/a];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh/(m²·a)];[kWh/a];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh];[kWh]
DEBW_52210004dCH;;48,77193;9,20881;515342,52;5402124,20;LOD_2;1980;;Original;31001_2463;garage;42,2;none;0,0;EFH;52,7;67,2;0,0;67,2;11,3;52,7;131,8;false;131,8;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,310;42,2;0,74;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004d07;;48,77141;9,21192;515571,24;5402066,39;LOD_2;1980;;Original;31001_1010;residential;34,4;none;0,0;MFH;10,8;77,7;0,0;80,9;57,3;19,2;111,4;false;107,4;12,9;8,25;5;2,5;0;0;HEATED;NOT_HEATED;0,4;0,996;34,4;1,08;15,8;544,0;150,3;5162;5706;1246;950;588;190;29;0;0;0;11;232;764;1153;62,1;2132;2;7;37;108;211;455;602;453;204;45;7;2
DEBW_52210004dF4;;48,77298;9,20530;515084,06;5402240,09;LOD_2;1980;;Original;31001_1010;residential;136,9;none;0,0;RH;50,2;173,3;0,0;173,6;47,2;65,6;428,6;false;427,9;10,0;6,98;4;2,5;2;5;HEATED;NOT_HEATED;0,0;0,675;136,9;1,10;15,8;2169,0;114,8;15716;17885;3728;2859;1808;590;95;0;0;0;49;768;2351;3469;45,8;6267;3;12;69;250;612;1458;1886;1351;514;97;11;3
DEBW_52210004dFS;;48,77157;9,20497;515060,33;5402083,56;LOD_2;1980;;Original;31001_2463;garage;66,6;none;0,0;EFH;83,3;104,0;0,0;104,0;0,0;83,3;208,3;false;208,3;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,300;66,6;0,73;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004dHR;;48,77232;9,20841;515313,05;5402167,40;LOD_2;1980;;Original;31001_2463;garage;19,4;none;0,0;RH;23,7;29,5;0,0;31,7;32,7;24,7;78,4;false;60,5;3,8;2,72;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,2;1,022;19,4;0,84;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004dGw;;48,77258;9,20702;515210,67;5402196,10;LOD_2;1980;;Original;31001_1010;residential;410,5;none;0,0;MFH;102,3;310,3;0,0;330,3;21,5;158,1;1341,8;true;1282,7;13,1;7,02;5;2,5;3;6;HEATED;NOT_HEATED;0,6;0,440;410,5;0,98;15,8;6502,0;83,7;34335;40837;7740;6153;4184;1488;269;2;0;0;155;1984;5123;7237;22,9;9399;1;4;34;206;712;2316;3207;2208;644;63;5;1
DEBW_52210004dLm;;48,77337;9,20680;515194,22;5402282,98;LOD_2;1980;;Original;31001_2463;garage;36,3;none;0,0;RH;19,6;30,7;0,0;30,7;37,6;19,6;73,8;false;73,8;3,8;3,76;2;1,9;0;0;NO_ROOM;NO_ROOM;0,0;0,948;36,3;0,89;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004dNl;;48,77148;9,20724;515227,13;5402074,01;LOD_2;1980;;Original;31001_1010;residential;304,0;none;0,0;EFH;99,2;360,4;0,0;372,5;15,3;109,1;980,9;false;950,1;10,3;7,14;4;2,5;1;1;HEATED;NOT_HEATED;0,3;0,592;304,0;0,98;15,8;4816,0;104,3;31717;36533;7154;5674;3856;1386;258;1;0;0;146;1823;4731;6688;26,7;8117;2;6;42;216;654;1962;2747;1854;563;64;6;2
DEBW_52210004dQ2;;48,77108;9,21170;515555,44;5402029,96;LOD_2;1980;;Original;31001_1010;residential;191,4;none;0,0;EFH;77,4;215,7;0,0;218,7;0,0;118,9;604,8;false;598,1;10,1;5,88;4;2,5;1;5;HEATED;NOT_HEATED;0,1;0,686;191,4;0,93;15,8;3032,0;111,0;21238;24270;4802;3805;2582;937;175;1;0;0;97;1199;3157;4484;28,3;5407;1;5;32;151;441;1313;1819;1215;373;50;5;1
DEBW_52210004dQC;;48,77239;9,20822;515299,16;5402175,20;LOD_2;1980;;Original;31001_1010;residential;863,1;none;0,0;MFH;259,5;574,9;0,0;637,2;20,7;346,2;2956,8;false;2697,3;14,1;7,97;5;2,6;6;13;HEATED;NOT_HEATED;1,0;0,420;863,1;0,94;15,8;13672,0;80,2;69207;82879;15560;12394;8470;2981;517;3;0;1;319;4065;10350;14546;22,2;19127;2;6;57;389;1453;4786;6581;4499;1237;108;8;2
DEBW_52210004djO;;48,77155;9,20661;515181,16;5402080,69;LOD_2;1980;;Original;31001_2463;garage;59,1;none;0,0;EFH;73,0;96,4;0,0;115,3;22,4;73,8;274,0;false;184,8;4,3;3,14;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,6;0,957;59,1;0,76;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004dsq;;48,77256;9,20743;515241,21;5402193,43;LOD_2;1980;;Original;31001_2463;garage;17,3;none;0,0;RH;21,5;40,2;0,0;42,9;14,8;27,5;74,3;false;54,1;4,2;2,71;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,2;1,237;17,3;0,93;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004dlz;;48,77176;9,21093;515498,63;5402104,94;LOD_2;1980;;Original;31001_2463;garage;74,6;none;0,0;RH;40,6;72,3;0,0;72,3;40,9;40,6;164,5;false;164,5;4,1;4,05;2;2,0;0;0;NO_ROOM;NO_ROOM;0,0;0,934;74,6;0,92;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004dvl;;48,77232;9,20752;515247,53;5402166,64;LOD_2;1980;;Original;31001_1010;residential;448,1;none;0,0;MFH;132,4;444,3;0,0;488,1;7,8;188,7;1532,7;false;1400,3;14,3;8,09;5;2,7;3;4;HEATED;NOT_HEATED;1,0;0,528;448,1;1,00;15,8;7098,0;97,1;43521;50619;9909;7830;5228;1795;317;2;0;0;184;2457;6526;9273;29,0;12975;2;8;66;358;1086;3179;4297;2942;920;104;9;2
DEBW_52210004e4u;;48,77455;9,20505;515065,09;5402414,27;LOD_2;1980;;Original;31001_2463;garage;29,8;none;0,0;EFH;37,3;61,1;0,0;61,1;0,0;37,3;93,1;false;93,1;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,457;29,8;0,78;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004e9B;;48,77196;9,21149;515539,09;5402127,43;LOD_2;1980;;Original;31001_2463;garage;53,0;none;0,0;EFH;66,2;81,8;0,0;113,8;0,0;66,2;230,3;false;165,6;3,5;3,48;1;2,5;0;0;NO_ROOM;NOT_HEATED;1,0;1,069;53,0;0,78;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004eBR;;48,77129;9,21094;515499,51;5402053,46;LOD_2;1980;;Original;31001_1010;residential;20,1;none;0,0;RH;15,8;37,3;0,0;49,2;57,8;33,1;78,6;false;62,8;6,7;2,99;2;2,9;1;1;HEATED;NOT_HEATED;1,0;1,248;20,1;0,99;15,8;318,0;176,8;3553;3871;870;661;393;113;13;0;0;0;4;154;536;809;90,7;1822;2;6;32;101;205;410;507;368;153;32;5;2
DEBW_52210004e9F;;48,77490;9,20640;515164,37;5402453,94;LOD_2;1980;;Original;31001_1010;residential;496,2;none;0,0;MFH;142,1;499,1;0,0;545,0;48,9;157,2;1692,6;false;1550,5;13,6;9,98;5;2,5;4;10;HEATED;NOT_HEATED;1,0;0,499;496,2;1,02;15,8;7859,0;95,0;47133;54992;10722;8469;5678;1970;354;2;0;0;200;2665;7056;10017;27,5;13668;3;9;68;369;1124;3288;4536;3158;991;111;10;3
DEBW_52210004ei8;;48,77449;9,20499;515061,20;5402408,02;LOD_2;1980;;Original;31001_1010;residential;17,7;none;0,0;RH;11,1;55,6;0,0;64,7;47,4;11,1;64,3;false;55,2;5,8;5,82;2;2,5;1;1;NOT_HEATED;NOT_HEATED;0,8;1,350;17,7;1,14;15,8;280,0;203,4;3595;3875;880;673;401;109;9;0;0;0;3;154;546;819;111,1;1964;2;6;33;111;237;463;552;374;149;30;5;2
DEBW_52210004eFK;;48,77434;9,20478;515045,75;5402391,42;LOD_2;1980;;Original;31001_1010;residential;805,1;none;0,0;MFH;263,8;653,3;0,0;725,7;0,0;292,5;2779,6;false;2515,8;12,1;8,34;4;2,8;6;12;HEATED;NOT_HEATED;1,0;0,461;805,1;0,97;15,8;12752,0;85,9;69172;81924;15708;12445;8339;2819;475;3;0;0;290;3981;10410;14702;25,9;20877;3;9;81;511;1728;5136;6987;4835;1440;135;10;3
DEBW_52210004edl;;48,77313;9,20783;515270,06;5402257,44;LOD_2;1980;;Original;31001_1010;residential;237,7;none;0,0;EFH;89,6;280,7;0,0;286,2;0,0;112,7;757,1;false;743,0;10,2;6,71;4;2,5;1;3;HEATED;NOT_HEATED;0,2;0,645;237,7;0,95;15,8;3766,0;109,0;25924;29690;5847;4647;3154;1122;205;1;0;0;117;1499;3868;5464;28,3;6731;2;5;36;186;558;1635;2271;1520;459;53;5;2
DEBW_52210004enR;;48,77294;9,20794;515278,19;5402236,09;LOD_2;1980;;Original;31001_2463;garage;20,5;none;0,0;RH;25,6;25,7;0,0;25,7;28,2;25,6;64,1;false;64,1;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,200;20,5;0,77;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004egW;;48,77499;9,20580;515120,28;5402463,86;LOD_2;1980;;Original;31001_1131;residential;146,0;industry;73,6;EFH;92,0;209,6;0,0;235,6;33,0;130,0;760,4;false;686,3;10,8;5,72;4;2,5;1;2;HEATED;NOT_HEATED;0,8;0,602;219,6;0,91;21,5;4732,0;82,8;18179;22911;4323;3403;2172;640;72;0;0;0;32;836;2702;4000;27,5;6033;3;6;36;169;510;1461;2004;1351;422;61;8;3
DEBW_52210004esI;;48,77291;9,20788;515273,58;5402232,42;LOD_2;1980;;Original;31001_2463;garage;47,3;none;0,0;RH;59,2;63,0;0,0;63,0;14,9;59,2;147,8;false;147,8;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,227;47,3;0,78;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004ewn;;48,77375;9,20412;514997,08;5402325,04;LOD_2;1980;;Original;31001_1010;residential;7,7;none;0,0;RH;9,6;23,5;0,0;27,2;11,4;9,6;29,5;false;24,0;3,2;2,92;1;2,5;0;0;NOT_HEATED;NOT_HEATED;0,4;1,570;7,7;0,99;15,9;122,0;194,8;1497;1619;383;283;158;41;3;0;0;0;1;51;222;355;148,5;1141;2;7;30;76;132;240;289;214;112;32;6;2
DEBW_52210004ewN;;48,77353;9,20447;515023,01;5402300,71;LOD_2;1980;;Original;31001_1010;residential;227,8;none;0,0;MFH;79,4;200,6;0,0;225,6;89,2;113,4;791,4;false;712,0;12,3;7,64;4;2,8;2;2;HEATED;NOT_HEATED;1,0;0,529;227,8;0,96;15,8;3609,0;99,0;22545;26154;5033;4035;2746;952;159;1;0;0;112;1372;3410;4725;27,0;6158;1;2;21;143;519;1601;2126;1357;355;30;2;1
DEBW_52210004evV;;48,77273;9,20456;515029,86;5402211,56;LOD_2;1980;;Original;31001_1010;residential;445,0;none;0,0;MFH;111,2;424,5;0,0;455,4;51,7;165,6;1484,9;false;1390,7;15,8;9,74;6;2,5;3;6;HEATED;NOT_HEATED;0,8;0,493;445,0;1,01;15,8;7049,0;93,7;41706;48755;9428;7484;5089;1831;336;2;0;0;191;2341;6203;8802;25,3;11275;2;7;53;280;902;2742;3806;2578;797;97;8;2
DEBW_52210004eyQ;;48,77475;9,20438;515016,52;5402436,37;LOD_2;1980;;Original;31001_1123;residential;226,2;commercial;64,3;RH;80,3;159,3;0,0;159,3;203,5;80,3;767,1;false;767,1;9,6;9,55;4;2,4;3;5;NOT_HEATED;NO_ROOM;0,0;0,417;290,5;0,93;28,5;8274,0;68,7;19951;28225;4456;3585;2449;825;125;1;0;0;96;1218;3015;4180;22,4;6508;0;1;14;122;543;1671;2210;1517;400;28;2;0
DEBW_52210004f2t;;48,77344;9,20820;515297,26;5402291,98;LOD_2;1980;;Original;31001_2463;garage;17,5;none;0,0;RH;20,8;34,0;0,0;46,9;22,0;20,8;75,4;false;54,6;3,6;3,63;1;2,6;0;0;NO_ROOM;NOT_HEATED;1,0;1,173;17,5;0,91;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004f3W;;48,77314;9,20391;514982,30;5402257,76;LOD_2;1980;;Original;31001_1010;residential;211,9;none;0,0;MFH;58,7;332,2;0,0;358,2;26,0;70,3;712,7;false;662,1;13,4;10,19;5;2,5;2;2;HEATED;NOT_HEATED;0,9;0,684;211,9;1,08;15,8;3356,0;122,6;25975;29331;5995;4696;3085;1073;186;0;0;0;97;1375;3877;5591;37,6;7972;3;11;70;278;722;1896;2535;1735;611;98;11;3
DEBW_52210004f8s;;48,77176;9,20961;515401,21;5402105,53;LOD_2;1980;;Original;31001_2463;garage;17,6;none;0,0;EFH;19,0;32,9;0,0;32,9;3,3;19,0;38,1;false;35,6;2,1;1,87;1;1,9;0;0;NOT_HEATED;NO_ROOM;0,0;1,862;17,6;0,79;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004fK1;;48,77229;9,20937;515383,59;5402163,65;LOD_2;1980;;Original;31001_1010;residential;272,8;none;0,0;MFH;103,3;291,0;0,0;329,4;0,0;160,1;956,0;false;852,6;11,9;5,53;4;2,7;2;2;HEATED;NOT_HEATED;1,0;0,620;272,8;0,97;15,8;4322,0;106,9;29172;33494;6704;5275;3455;1164;200;1;0;0;113;1604;4388;6268;33,9;9257;2;8;61;295;825;2231;2990;2062;687;86;8;2
DEBW_52210004fgD;;48,77260;9,20880;515341,24;5402198,24;LOD_2;1980;;Original;31001_1010;residential;205,6;none;0,0;MFH;73,7;254,5;0,0;287,6;0,0;110,5;716,0;false;642,3;12,0;7,68;4;2,7;2;2;HEATED;NOT_HEATED;1,0;0,659;205,6;1,00;15,8;3256,0;112,6;23150;26406;5345;4188;2740;918;157;0;0;0;85;1253;3472;4991;36,6;7520;2;8;56;257;685;1788;2395;1663;576;79;8;2
DEBW_52210004ien;;48,77124;9,21217;515589,91;5402047,47;LOD_2;1980;;Original;31001_2463;garage;30,2;none;0,0;EFH;37,7;64,1;0,0;64,1;0,0;37,7;94,4;false;94,4;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,478;30,2;0,79;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004xfl;;48,77327;9,20391;514982,30;5402272,10;LOD_2;1980;;Original;31001_1010;residential;401,0;none;0,0;MFH;121,9;405,9;0,0;439,5;0,0;170,3;1350,6;false;1253,1;13,3;8,65;5;2,5;3;6;HEATED;NOT_HEATED;0,8;0,542;401,0;1,00;15,8;6352,0;98,6;39518;45870;9016;7101;4756;1694;304;1;0;0;171;2168;5889;8418;28,5;11439;3;9;66;313;950;2780;3788;2577;829;112;10;3
DEBW_52210004xpD;;48,77172;9,21333;515674,81;5402101,12;LOD_2;1980;;Original;31001_2463;garage;13,2;none;0,0;RH;14,4;16,3;0,0;16,3;15,8;14,4;30,4;false;30,4;2,1;2,10;1;2,1;0;0;NOT_HEATED;NO_ROOM;0,0;1,488;13,2;0,80;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004xqb;;48,77340;9,21132;515526,40;5402287,43;LOD_2;1980;;Original;31001_1010;residential;12,6;none;0,0;RH;4,6;41,7;0,0;41,7;27,0;4,7;30,8;false;30,4;6,8;6,59;3;2,2;1;1;NOT_HEATED;NO_ROOM;0,0;1,654;12,6;1,23;15,9;200,0;182,2;2298;2498;583;434;241;63;6;0;0;0;1;83;344;542;136,6;1723;3;8;41;111;198;374;449;322;166;41;7;2
DEBW_52210004xrW;;48,77171;9,21240;515606,29;5402100,65;LOD_2;1980;;Original;31001_2463;garage;16,9;none;0,0;RH;18,7;43,1;0,0;43,1;9,1;18,7;46,9;false;46,9;2,5;2,50;1;2,5;0;0;NO_ROOM;NO_ROOM;0,0;1,717;16,9;0,98;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004xrI;;48,77372;9,20763;515255,26;5402322,24;LOD_2;1980;;Original;31001_1010;residential;297,4;none;0,0;MFH;122,3;241,6;0,0;276,8;61,9;159,8;1051,7;false;929,4;11,6;4,37;4;2,6;2;4;HEATED;NOT_HEATED;1,0;0,531;297,4;0,92;15,8;4711,0;97,6;29033;33744;6455;5180;3589;1314;245;1;0;0;150;1745;4321;6033;23,7;7060;1;4;27;161;549;1755;2454;1612;448;45;4;1
DEBW_52210004xsG;;48,77335;9,20760;515253,27;5402281,67;LOD_2;1980;;Original;31001_1010;residential;162,4;none;0,0;EFH;58,3;237,8;0,0;240,1;10,1;76,1;512,0;false;507,4;10,1;7,43;4;2,5;1;3;HEATED;NOT_HEATED;0,1;0,731;162,4;0,98;15,8;2572,0;121,3;19690;22262;4464;3541;2388;854;157;0;0;0;83;1110;2929;4165;31,1;5048;2;5;35;159;429;1197;1671;1130;365;49;5;2
DEBW_52210004xx4;;48,77340;9,20691;515202,18;5402286,79;LOD_2;1980;;Original;31001_1010;residential;245,4;none;0,0;RH;93,6;220,8;0,0;237,6;63,8;122,4;818,1;false;766,9;10,5;6,90;4;2,5;3;4;HEATED;NOT_HEATED;0,5;0,554;245,4;1,03;15,8;3887,0;97,6;23947;27834;5615;4364;2777;881;143;1;0;0;78;1238;3614;5237;37,6;9239;3;10;70;324;866;2179;2869;2048;754;104;10;3
DEBW_52210004xqq;;48,77174;9,21166;515552,07;5402102,90;LOD_2;1980;;Original;31001_1010;residential;551,2;none;0,0;MFH;116,5;314,6;0,0;326,8;23,5;184,4;1755,5;true;1722,5;12,8;5,05;5;2,5;4;6;HEATED;NOT_HEATED;0,3;0,358;551,2;0,96;15,8;8731,0;71,2;39240;47971;8781;7030;4838;1731;303;2;0;0;180;2315;5856;8204;18,8;10377;1;2;23;176;722;2593;3636;2508;663;51;3;1
DEBW_52210004y9B;;48,77213;9,20977;515413,09;5402146,81;LOD_2;1980;;Original;31001_1010;residential;388,6;none;0,0;MFH;122,8;370,4;0,0;385,6;7,7;182,4;1260,8;false;1214,5;12,9;7,56;5;2,5;3;9;HEATED;NOT_HEATED;0,4;0,548;388,6;0,98;15,8;6156,0;98,0;38067;44223;8678;6860;4557;1552;270;1;0;0;157;2143;5725;8122;29,7;11535;2;7;60;325;981;2816;3803;2611;828;92;8;2
DEBW_52210004yU8;;48,77294;9,20683;515197,02;5402235,88;LOD_2;1980;;Original;31001_1010;residential;44,1;none;0,0;RH;23,8;39,3;0,0;39,3;34,1;23,8;89,4;false;89,4;3,8;3,76;2;1,9;1;2;NO_ROOM;NO_ROOM;0,0;0,972;44,1;0,90;15,8;698,0;97,5;4296;4994;974;772;520;183;34;0;0;0;19;244;641;910;27,1;1192;0;1;6;33;99;285;396;274;88;10;1;0
DEBW_52210004yVr;;48,77482;9,20513;515071,23;5402444,51;LOD_2;1980;;Original;31001_2140;building for stockpiling;45,5;none;0,0;MFH;10,1;146,8;0,0;146,8;7,0;10,1;120,8;false;120,8;12,0;12,00;5;2,4;0;0;NOT_HEATED;NO_ROOM;0,0;1,382;45,5;1,15;218,8;9958,0;0,0;0;9958;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004ySh;;48,77352;9,20718;515222,39;5402299,75;LOD_2;1980;;Original;31001_2463;garage;56,1;none;0,0;RH;30,9;49,9;0,0;49,9;60,4;31,0;152,7;false;144,3;5,2;4,67;2;2,3;0;0;NOT_HEATED;NO_ROOM;0,0;0,732;56,1;0,88;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004yBG;;48,77155;9,20933;515380,90;5402081,86;LOD_2;1980;;Original;31001_1010;residential;541,5;none;0,0;MFH;165,3;495,1;0,0;547,3;0,0;215,3;1857,7;false;1692,3;13,6;8,41;5;2,5;4;6;HEATED;NOT_HEATED;1,0;0,500;541,5;0,99;15,8;8578,0;93,0;50377;58955;11458;9048;6078;2116;373;2;0;0;218;2841;7531;10712;27,2;14749;3;9;70;383;1214;3614;4920;3371;1035;118;10;3
DEBW_52210004yYT;;48,77227;9,21112;515512,11;5402161,61;LOD_2;1980;;Original;31001_2112;company building;46,8;none;0,0;EFH;29,3;110,6;0,0;123,2;0,0;29,3;163,1;false;146,3;5,6;5,57;2;2,5;0;0;NO_ROOM;NOT_HEATED;0,6;1,115;46,8;0,95;32,9;1539,0;90,6;4244;5783;1145;862;448;78;1;0;0;0;0;80;601;1030;48,4;2268;5;9;38;108;224;497;659;464;199;50;11;5
DEBW_52210004ygI;;48,77186;9,20879;515340,74;5402116,48;LOD_2;1980;;Original;31001_2463;garage;33,2;none;0,0;EFH;41,5;58,4;0,0;58,4;11,3;41,5;103,8;false;103,8;2,5;2,50;1;2,5;0;0;NOT_HEATED;NO_ROOM;0,0;1,362;33,2;0,75;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004ygz;;48,77162;9,21001;515430,95;5402090,01;LOD_2;1980;;Original;31001_2463;garage;34,3;none;0,0;RH;21,4;46,3;0,0;48,7;55,9;21,5;116,3;false;107,1;5,6;5,26;2;2,5;0;0;NOT_HEATED;NOT_HEATED;0,3;0,787;34,3;0,96;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004ylt;;48,77168;9,20994;515425,28;5402095,88;LOD_2;1980;;Original;31001_1010;residential;586,1;none;0,0;MFH;142,9;394,8;0,0;435,7;45,9;185,4;1974,3;true;1831,4;13,8;8,78;5;2,6;4;7;HEATED;NOT_HEATED;1,0;0,387;586,1;0,97;15,8;9283,0;77,4;45356;54639;10112;8084;5618;2057;370;3;0;1;227;2695;6739;9451;19,6;11479;1;3;29;205;819;2872;4033;2734;715;62;4;1
DEBW_52210004yr8;;48,77098;9,21145;515536,90;5402018,92;LOD_2;1980;;Original;31001_1010;residential;202,2;none;0,0;MFH;73,8;255,4;0,0;288,5;0,0;103,4;705,7;false;631,9;11,5;7,79;4;2,6;1;4;HEATED;NOT_HEATED;1,0;0,660;202,2;1,00;15,8;3203,0;113,4;22929;26132;5297;4142;2719;935;162;0;0;0;87;1216;3426;4944;36,0;7282;3;9;58;245;656;1744;2323;1597;552;85;9;3
DEBW_52210004z2V;;48,77421;9,20425;515006,82;5402376,65;LOD_2;1980;;Original;31001_2463;garage;14,8;none;0,0;RH;18,5;21,6;0,0;24,4;28,0;18,5;52,1;false;46,1;2,8;2,82;1;2,5;0;0;NO_ROOM;NOT_HEATED;0,3;1,180;14,8;0,84;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004z8O;;48,77214;9,20427;515008,83;5402146,54;LOD_2;1980;;Original;31001_2463;garage;33,8;none;0,0;EFH;42,2;61,7;0,0;65,8;6,2;42,2;112,6;false;105,6;2,7;2,67;1;2,5;0;0;NO_ROOM;NOT_HEATED;0,2;1,334;33,8;0,80;0,0;0,0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0;0;0;0;0;0;0;0;0;0;0;0;0;0
DEBW_52210004zBB;;48,77245;9,20424;515006,86;5402180,81;LOD_2;1980;;Original;31001_1010;residential;17,0;none;0,0;RH;6,2;44,3;0,0;44,3;21,7;6,2;39,1;false;38,8;6,4;6,27;3;2,1;1;2;NOT_HEATED;NO_ROOM;0,0;1,449;17,0;1,19;15,8;269,0;160,3;2726;2995;675;510;296;82;9;0;0;0;3;113;410;627;98,8;1680;2;6;31;97;192;378;462;325;150;33;5;2
DEBW_52210004zAp;;48,77278;9,20907;515361,34;5402218,20;LOD_2;1980;;Original;31001_1010;residential;155,0;none;0,0;MFH;56,6;140,1;0,0;158,1;114,7;69,1;541,1;false;484,5;11,2;7,93;4;2,5;1;2;HEATED;NOT_HEATED;1,0;0,524;155,0;0,96;15,8;2456,0;95,6;14823;17279;3369;2661;1791;630;116;1;0;0;64;836;2213;3143;27,0;4179;1;3;21;111;335;1003;1394;967;307;34;3;1
