Building ID;Primary Usage;Secondary Usage;Other Usages;Air change rate [vol/h];Building Parent ID
DEBW_52210003u5D;UsageZoneName [name=shed];No usage;No other usages;0,30;DEBW_52210003u5D
DEBW_52210005PFV;UsageZoneName [name=residential];No usage;No other usages;0,47;DEBW_52210005PFV
DEBW_52210005gFu;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210005gFu
DEBW_52210005JMk;UsageZoneName [name=residential];No usage;No other usages;0,48;DEBW_52210005JMk
DEBW_522100050K3;UsageZoneName [name=industry];UsageZoneName [name=residential];No other usages;0,46;DEBW_522100050K3
DEBW_522100060KX;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_522100060KX
DEBW_52210004zL4;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210004zL4
DEBW_52210004f8s;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210004f8s
DEBW_52210005diH;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210005diH
DEBW_52210004HJa;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004HJa
DEBW_52210005zec;UsageZoneName [name=residential];No usage;No other usages;0,38;DEBW_52210005zec
DEBW_52210004IsB;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210004IsB
DEBW_52210005PUw;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210005PUw
DEBW_52210005g5H;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210005g5H
DEBW_52210006I8X;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210006I8X
DEBW_52210004dHR;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210004dHR
DEBW_52210005dt0;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210005dt0
DEBW_52210005gxN;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005gxN
DEBW_52210003rFb;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210003rFb
DEBW_5221000502w;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_5221000502w
DEBW_52210004zaj;UsageZoneName [name=residential];No usage;No other usages;0,48;DEBW_52210004zaj
DEBW_52210006Hwg;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210006Hwg
DEBW_52210003uss;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210003uss
DEBW_52210005yi4;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005yi4
DEBW_52210004e4u;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210004e4u
DEBW_52210006Hkl;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210006Hkl
DEBW_52210005KQH;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210005KQH
DEBW_52210004f2t;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210004f2t
DEBW_52210003uZg;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210003uZg
DEBW_52210005yjZ;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210005yjZ
DEBW_52210003yB9;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210003yB9
DEBW_52210004HHd;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210004HHd
DEBW_522100050wu;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_522100050wu
DEBW_52210005J24;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210005J24
DEBW_52210005yBC;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005yBC
DEBW_52210005eVZ;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210005eVZ
DEBW_52210005J6o;UsageZoneName [name=residential];No usage;No other usages;0,50;DEBW_52210005J6o
DEBW_52210005JOp;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210005JOp
DEBW_52210005g46;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210005g46
DEBW_52210005PRs;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005PRs
DEBW_52210004FOx;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210004FOx
DEBW_52210004FT7;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210004FT7
DEBW_522100060vu;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_522100060vu
DEBW_52210004zDZ;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210004zDZ
DEBW_52210003rIo;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210003rIo
DEBW_52210004z2V;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210004z2V
DEBW_52210005Q4u;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210005Q4u
DEBW_52210006JX6;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210006JX6
DEBW_52210005gBZ;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005gBZ
DEBW_52210005ynV;UsageZoneName [name=residential];No usage;No other usages;0,50;DEBW_52210005ynV
DEBW_52210003vBM;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210003vBM
DEBW_52210004yBG;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004yBG
DEBW_52210004d1s;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210004d1s
DEBW_52210004HrR;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210004HrR
DEBW_52210005xRe;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210005xRe
DEBW_52210005ela;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210005ela
DEBW_52210005yqw;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210005yqw
DEBW_52210005doZ;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210005doZ
DEBW_52210004bZV;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210004bZV
DEBW_52210006JRe;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210006JRe
DEBW_52210005gwl;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210005gwl
DEBW_52210003t7f;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210003t7f
DEBW_52210003vBz;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210003vBz
DEBW_52210003tI1;UsageZoneName [name=restaurant];No usage;No other usages;4,76;DEBW_52210003tI1
DEBW_52210005hqW;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210005hqW
DEBW_52210005xO2;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210005xO2
DEBW_522100063eT;UsageZoneName [name=residential];No usage;No other usages;0,44;DEBW_522100063eT
DEBW_52210005K93;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210005K93
DEBW_52210003xLl;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210003xLl
DEBW_52210004IuQ;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210004IuQ
DEBW_52210005eml;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210005eml
DEBW_52210004zyP;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210004zyP
DEBW_52210005zIy;UsageZoneName [name=residential];UsageZoneName [name=commercial];No other usages;0,53;DEBW_52210005zIy
DEBW_52210005enf;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210005enf
DEBW_52210005xzK;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005xzK
DEBW_5221000642o;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_5221000642o
DEBW_52210004eBR;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004eBR
DEBW_52210006JsB;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210006JsB
DEBW_52210003uKC;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210003uKC
DEBW_52210004zDV;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210004zDV
DEBW_52210006Ie0;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210006Ie0
DEBW_52210005Kf7;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210005Kf7
DEBW_52210004I7k;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004I7k
DEBW_52210004zBB;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004zBB
DEBW_52210005ykq;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005ykq
DEBW_52210005xM5;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210005xM5
DEBW_52210005MRo;UsageZoneName [name=residential];No usage;No other usages;0,38;DEBW_52210005MRo
DEBW_52210003tNq;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210003tNq
DEBW_522100051Hd;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_522100051Hd
DEBW_52210005evc;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210005evc
DEBW_52210005JfZ;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210005JfZ
DEBW_52210005hG5;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210005hG5
DEBW_522100050H1;UsageZoneName [name=residential];No usage;No other usages;0,50;DEBW_522100050H1
DEBW_52210006Jto;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210006Jto
DEBW_52210004dNl;UsageZoneName [name=residential];No usage;No other usages;0,44;DEBW_52210004dNl
DEBW_52210004dQC;UsageZoneName [name=residential];No usage;No other usages;0,44;DEBW_52210004dQC
DEBW_52210004edl;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210004edl
DEBW_522100054Ih;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_522100054Ih
DEBW_52210005em7;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005em7
DEBW_52210003v4C;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210003v4C
DEBW_52210004xfl;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210004xfl
DEBW_52210003qwF;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210003qwF
DEBW_52210005JtI;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210005JtI
DEBW_522100054BV;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_522100054BV
DEBW_52210005y86;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210005y86
DEBW_52210006GkA;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210006GkA
DEBW_52210004f3W;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210004f3W
DEBW_52210004yU8;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210004yU8
DEBW_52210006I9r;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210006I9r
DEBW_52210004ylt;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210004ylt
DEBW_52210005N87;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210005N87
DEBW_522100053Xz;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_522100053Xz
DEBW_52210005LJS;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210005LJS
DEBW_52210004L5J;UsageZoneName [name=residential];No usage;No other usages;0,44;DEBW_52210004L5J
DEBW_52210006JHB;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210006JHB
DEBW_52210006Jqm;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210006Jqm
DEBW_52210005fRo;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210005fRo
DEBW_52210005k39;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210005k39
DEBW_52210005LZl;UsageZoneName [name=residential];No usage;No other usages;0,48;DEBW_52210005LZl
DEBW_5221000619W;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_5221000619W
DEBW_52210006Iag;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210006Iag
DEBW_52210005eg5;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210005eg5
DEBW_52210004FV9;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210004FV9
DEBW_52210004zCV;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210004zCV
DEBW_5221000614V;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_5221000614V
DEBW_52210005Mki;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210005Mki
DEBW_52210005k3y;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005k3y
DEBW_52210004ewn;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004ewn
DEBW_52210005zg6;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005zg6
DEBW_52210004H6b;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210004H6b
DEBW_52210003snr;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210003snr
DEBW_52210005xhl;UsageZoneName [name=shed];No usage;No other usages;0,30;DEBW_52210005xhl
DEBW_52210005zd7;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210005zd7
DEBW_52210004eFK;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210004eFK
DEBW_52210004cUQ;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210004cUQ
DEBW_52210005yG0;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005yG0
DEBW_52210006JuH;UsageZoneName [name=greenhouse];No usage;No other usages;0,30;DEBW_52210006JuH
DEBW_522100060Xf;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_522100060Xf
DEBW_522100051DN;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_522100051DN
DEBW_52210004ei8;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210004ei8
DEBW_52210003udj;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210003udj
DEBW_52210005KXK;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005KXK
DEBW_52210004FnA;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004FnA
DEBW_52210004GyF;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210004GyF
DEBW_52210004zTI;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210004zTI
DEBW_522100050uW;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_522100050uW
DEBW_52210003uBM;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210003uBM
DEBW_52210005hJf;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005hJf
DEBW_52210004xrI;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004xrI
DEBW_52210005JtN;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210005JtN
DEBW_52210004HpC;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210004HpC
DEBW_522Ue00002q;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_522Ue00002q
DEBW_52210004GG6;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210004GG6
DEBW_52210005yrw;UsageZoneName [name=residential];No usage;No other usages;0,44;DEBW_52210005yrw
DEBW_52210005MSz;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210005MSz
DEBW_522100050y5;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_522100050y5
DEBW_522100060XU;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_522100060XU
DEBW_5221000629z;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_5221000629z
DEBW_52210003sTZ;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210003sTZ
DEBW_52210005Kn6;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210005Kn6
DEBW_52210006KbP;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210006KbP
DEBW_52210006KVn;UsageZoneName [name=residential];No usage;No other usages;0,48;DEBW_52210006KVn
DEBW_52210005dnU;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210005dnU
DEBW_522100064GG;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_522100064GG
DEBW_52210004IgO;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210004IgO
DEBW_52210004ewN;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004ewN
DEBW_52210004zAp;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004zAp
DEBW_52210005fyh;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210005fyh
DEBW_52210005M2x;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210005M2x
DEBW_52210005ej5;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210005ej5
DEBW_52210005ely;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210005ely
DEBW_52210004Lja;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004Lja
DEBW_52210005fiS;UsageZoneName [name=residential];No usage;No other usages;0,44;DEBW_52210005fiS
DEBW_52210005elC;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210005elC
DEBW_52210005dgg;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210005dgg
DEBW_52210003t47;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210003t47
DEBW_52210003tEX;UsageZoneName [name=residential];No usage;No other usages;0,48;DEBW_52210003tEX
DEBW_52210004zVF;UsageZoneName [name=residential];No usage;No other usages;0,44;DEBW_52210004zVF
DEBW_52210004I04;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210004I04
DEBW_52210004HxR;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004HxR
DEBW_52210003rgE;UsageZoneName [name=residential];No usage;No other usages;0,44;DEBW_52210003rgE
DEBW_52210004xsG;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210004xsG
DEBW_52210004eyQ;UsageZoneName [name=residential];UsageZoneName [name=commercial];No other usages;0,54;DEBW_52210004eyQ
DEBW_52210004HIN;UsageZoneName [name=residential];No usage;No other usages;0,44;DEBW_52210004HIN
DEBW_52210006Id7;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210006Id7
DEBW_52210004fK1;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210004fK1
DEBW_52210005djN;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210005djN
DEBW_52210005MV3;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210005MV3
DEBW_52210006J9b;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210006J9b
DEBW_52210004y9B;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210004y9B
DEBW_52210005gOD;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210005gOD
DEBW_52210004Faf;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004Faf
DEBW_52210003qpi;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210003qpi
DEBW_52210004bkK;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210004bkK
DEBW_52210004Ewo;UsageZoneName [name=residential];No usage;No other usages;0,41;DEBW_52210004Ewo
DEBW_52210005zmV;UsageZoneName [name=residential];No usage;No other usages;0,42;DEBW_52210005zmV
DEBW_52210004Gqv;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210004Gqv
DEBW_52210004GPg;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004GPg
DEBW_52210006IbZ;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210006IbZ
DEBW_52210004HiD;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210004HiD
DEBW_522100060Oq;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_522100060Oq
DEBW_52210004egW;UsageZoneName [name=residential];UsageZoneName [name=industry];No other usages;0,45;DEBW_52210004egW
DEBW_52210005MY8;UsageZoneName [name=residential];No usage;No other usages;0,49;DEBW_52210005MY8
DEBW_52210005yIg;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210005yIg
DEBW_52210004dGw;UsageZoneName [name=residential];No usage;No other usages;0,40;DEBW_52210004dGw
DEBW_52210003xN2;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210003xN2
DEBW_52210004d1D;UsageZoneName [name=community hall];No usage;No other usages;0,60;DEBW_52210004d1D
DEBW_52210006I9N;UsageZoneName [name=residential];No usage;No other usages;0,48;DEBW_52210006I9N
DEBW_52210005KUx;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210005KUx
DEBW_52210004dvl;UsageZoneName [name=residential];No usage;No other usages;0,43;DEBW_52210004dvl
DEBW_52210003uzO;UsageZoneName [name=residential];No usage;No other usages;0,39;DEBW_52210003uzO
DEBW_52210004IeC;UsageZoneName [name=garage];No usage;No other usages;0,30;DEBW_52210004IeC
DEBW_52210004yYT;UsageZoneName [name=company building];No usage;No other usages;0,47;DEBW_52210004yYT
DEBW_52210005gcQ;UsageZoneName [name=residential];No usage;No other usages;0,45;DEBW_52210005gcQ
DEBW_52210005fRL;UsageZoneName [name=residential];No usage;No other usages;0,46;DEBW_52210005fRL
