Surface ID;Building ID;Surface Type;Surface Construction Type;Window Ratio;Wall area (without window);Window area;Wall U-Value (without window);Window Construction Type;Window U-Value;Building Parent ID
UUID_567abd22-b35e-4b84-8585-55b1acea9b8d;DEBW_52210005dnU;WALL;199;0,14;43,54;7,09;0,83;;2,57;DEBW_52210005dnU
UUID_8857a030-4ac2-43fe-ab47-05b1d41944eb;DEBW_52210005dnU;ROOF;226;0,10;10,06;1,12;0,43;;2,57;DEBW_52210005dnU
UUID_24ab3fd7-4398-4476-8686-f3de45215383;DEBW_52210005dnU;WALL;199;0,14;54,12;8,81;0,83;;2,57;DEBW_52210005dnU
UUID_1b8e3b59-e655-4030-9bed-41ebd91d12da;DEBW_52210005dnU;WALL;199;0,14;1,99;0,32;0,83;;2,57;DEBW_52210005dnU
UUID_5f55e24a-dcfe-476d-a112-98d2c1d9a83e;DEBW_52210005dnU;WALL;199;0,14;1,92;0,31;0,83;;2,57;DEBW_52210005dnU
UUID_263efc85-5604-4b89-9dce-963bfe545c34;DEBW_52210005LMR;WALL;199;0,14;10,98;1,79;0,83;;2,57;DEBW_52210005LMR
UUID_2b8243f8-8274-48fc-9080-f29fc3dc3b22;DEBW_52210005LMR;ROOF;226;0,10;10,57;1,17;0,43;;2,57;DEBW_52210005LMR
UUID_a21c38e0-5d1a-4293-b8fb-a032674e7fbf;DEBW_52210005LMR;WALL;199;0,14;15,19;2,47;0,83;;2,57;DEBW_52210005LMR
UUID_3bace3b6-f06b-49ad-a933-34c1ad47c1e4;DEBW_52210005LMR;WALL;199;0,14;15,29;2,49;0,83;;2,57;DEBW_52210005LMR
UUID_7a96279c-05ad-42e6-99cb-5a4b6787ddfc;DEBW_52210005LMR;WALL;199;0,14;11,35;1,85;0,83;;2,57;DEBW_52210005LMR
UUID_62a2c3e3-79fb-41af-8c33-970467b63362;DEBW_52210005LMR;GROUND;150;0,00;11,75;0,00;0,62;;;DEBW_52210005LMR
UUID_55800e22-2197-4e73-baf3-a7fbdfc7518b;DEBW_52210005fnv;WALL;199;0,27;1,20;0,44;0,83;;2,57;DEBW_52210005fnv
UUID_a04c6b8a-f168-4421-b0b0-ba9e0cfb08e5;DEBW_52210005fnv;WALL;199;0,27;1,54;0,57;0,83;;2,57;DEBW_52210005fnv
UUID_32090d7f-f9bb-4ffd-922b-3040e76d092b;DEBW_52210005fnv;WALL;199;0,27;1,42;0,53;0,83;;2,57;DEBW_52210005fnv
UUID_43d1ff97-7ae4-4df1-a246-d988f0c5e8a6;DEBW_52210005fnv;WALL;199;0,27;26,76;9,90;0,83;;2,57;DEBW_52210005fnv
UUID_86ef3d6a-4d0e-49ef-af1d-9a422aedecef;DEBW_52210005fnv;WALL;199;0,27;0,02;0,01;0,83;;2,57;DEBW_52210005fnv
UUID_3724e2c0-adde-4881-b029-4058dff48efa;DEBW_52210005fnv;ROOF;226;0,10;21,92;2,44;0,43;;2,57;DEBW_52210005fnv
UUID_66c6f170-2bf8-4c1d-b232-4ef3f5104eb7;DEBW_52210005fnv;WALL;199;0,27;19,16;7,09;0,83;;2,57;DEBW_52210005fnv
UUID_f0a6eb7d-b4f4-465d-98dd-dfae9533f7b9;DEBW_52210005fnv;WALL;199;0,27;23,70;8,76;0,83;;2,57;DEBW_52210005fnv
UUID_0b2e455a-576e-430b-ae1b-5303ffa7f176;DEBW_52210005fnv;GROUND;150;0,00;24,35;0,00;0,62;;;DEBW_52210005fnv
UUID_d4e726e8-1db7-44ab-87ca-41ec53ec3881;DEBW_52210005fnv;WALL;199;0,27;9,25;3,42;0,83;;2,57;DEBW_52210005fnv
UUID_713b68c5-09a2-43e9-9541-5f51e7625ead;DEBW_52210005fnv;WALL;199;0,27;0,06;0,02;0,83;;2,57;DEBW_52210005fnv
UUID_2422a936-f5c5-4b3c-bc0d-4ded9f0af2dd;DEBW_52210004Hy9;ROOF;226;0,10;10,42;1,16;0,43;;2,57;DEBW_52210004Hy9
UUID_1bb25261-3d9b-4ea6-9ece-32911d62ad94;DEBW_52210004Hy9;WALL;199;0,14;12,34;2,01;0,83;;2,57;DEBW_52210004Hy9
UUID_1a351606-b07e-4e5f-a08e-0d0f39a28e4e;DEBW_52210004Hy9;WALL;199;0,14;9,19;1,50;0,83;;2,57;DEBW_52210004Hy9
UUID_446a22fa-81c5-4e76-ab0b-d6363af638d4;DEBW_52210004Hy9;WALL;199;0,14;11,46;1,87;0,83;;2,57;DEBW_52210004Hy9
UUID_0da66518-19c1-462d-bfea-fc1e0cc296b3;DEBW_52210004Hy9;WALL;199;0,14;12,23;1,99;0,83;;2,57;DEBW_52210004Hy9
UUID_7759dac8-3144-482d-9d73-888068e7f663;DEBW_52210004Hy9;GROUND;150;0,00;11,39;0,00;0,62;;;DEBW_52210004Hy9
UUID_ac8f0375-cb25-40af-998e-af2ca921068b;DEBW_52210005J6o;WALL;199;0,27;5,47;2,02;0,83;;2,57;DEBW_52210005J6o
UUID_60a1f786-828d-437f-a9a0-00bb6dd934ea;DEBW_52210005J6o;WALL;199;0,27;17,09;6,32;0,83;;2,57;DEBW_52210005J6o
UUID_76c0c860-9e15-4d28-b641-1f1fcee8490b;DEBW_52210005J6o;GROUND;150;0,00;39,25;0,00;0,62;;;DEBW_52210005J6o
UUID_a22c4182-5210-4908-9d51-46e01c0f6735;DEBW_52210005J6o;WALL;199;0,27;3,22;1,19;0,83;;2,57;DEBW_52210005J6o
UUID_b59e02b7-a60d-4449-9bca-d6382ec6eb29;DEBW_52210005J6o;ROOF;100;0,00;39,25;0,00;0,40;;2,57;DEBW_52210005J6o
UUID_7bbd0d03-292a-44c2-ae95-3816d97d5973;DEBW_52210005J6o;WALL;199;0,27;5,47;2,02;0,83;;2,57;DEBW_52210005J6o
UUID_3fcfe872-1ba7-45b8-b89a-60a672c6f9a5;DEBW_52210005dt0;WALL;199;0,14;29,33;4,77;0,83;;2,57;DEBW_52210005dt0
UUID_b5d9024f-5ddf-43e4-906f-09b81dc7d43d;DEBW_52210005dt0;ROOF;226;0,10;66,24;7,36;0,43;;2,57;DEBW_52210005dt0
UUID_6c89e687-838b-4cbe-8c2d-31187bd75a62;DEBW_52210005dt0;WALL;199;0,14;29,04;4,73;0,83;;2,57;DEBW_52210005dt0
UUID_1a30e30e-ff6a-401d-bea8-6bf02903b20a;DEBW_52210005dt0;WALL;199;0,14;26,58;4,33;0,83;;2,57;DEBW_52210005dt0
UUID_0a6f3cc3-9f58-4c5b-ad78-ef8881e5a35f;DEBW_52210005dt0;WALL;199;0,14;27,00;4,40;0,83;;2,57;DEBW_52210005dt0
UUID_c1c90c15-784f-4821-945d-bd18432d8635;DEBW_52210005dt0;WALL;199;0,14;2,66;0,43;0,83;;2,57;DEBW_52210005dt0
UUID_1d398595-57d3-4a3d-b9fe-01dd5298c289;DEBW_52210005dt0;WALL;199;0,14;56,07;9,13;0,83;;2,57;DEBW_52210005dt0
UUID_da5fdfd0-d090-4379-a052-6f9c174706fd;DEBW_52210005dt0;GROUND;150;0,00;73,60;0,00;0,62;;;DEBW_52210005dt0
UUID_71e65574-48ab-4984-84b7-284aae81b871;DEBW_52210004caM;WALL;199;0,27;0,09;0,04;0,83;;2,57;DEBW_52210004caM
UUID_96a3ce32-d44b-49ea-94f9-4d096591c901;DEBW_52210004caM;WALL;199;0,27;67,70;25,04;0,83;;2,57;DEBW_52210004caM
UUID_1e65300a-ee35-4fac-a4fb-361c67ac170e;DEBW_52210004caM;WALL;199;0,27;25,49;9,43;0,83;;2,57;DEBW_52210004caM
UUID_eec723e1-9358-4984-b161-57802d352bc4;DEBW_52210004caM;WALL;199;0,27;67,16;24,84;0,83;;2,57;DEBW_52210004caM
UUID_4f357504-9c22-4d72-8847-142d09500b73;DEBW_52210004caM;WALL;199;0,27;25,22;9,33;0,83;;2,57;DEBW_52210004caM
UUID_6093a92e-9115-44ec-a893-35270d6a194e;DEBW_52210004caM;WALL;199;0,27;80,64;29,83;0,83;;2,57;DEBW_52210004caM
UUID_6d47e6e2-72af-4385-8280-4e42988e37e1;DEBW_52210004caM;GROUND;150;0,00;244,65;0,00;0,62;;;DEBW_52210004caM
UUID_b78ace1e-59f5-497f-84f0-8f25e408dd8b;DEBW_52210004caM;WALL;199;0,27;25,38;9,39;0,83;;2,57;DEBW_52210004caM
UUID_f29880ca-f8be-4182-b18b-0fd85cec9e94;DEBW_52210004caM;WALL;199;0,27;10,95;4,05;0,83;;2,57;DEBW_52210004caM
UUID_09fd2447-8e53-4a2f-a393-13af9c52a364;DEBW_52210004caM;WALL;199;0,27;0,11;0,04;0,83;;2,57;DEBW_52210004caM
UUID_9ea0f578-fdd2-4679-a4ec-9401ac0ff566;DEBW_52210004caM;ROOF;226;0,10;220,19;24,47;0,43;;2,57;DEBW_52210004caM
UUID_f4003c5c-4762-438b-96f7-a2caec13a198;DEBW_52210004caM;WALL;199;0,27;8,28;3,06;0,83;;2,57;DEBW_52210004caM
UUID_a2675f84-a6c6-485b-a297-20d2e33251ce;DEBW_52210004caM;WALL;199;0,27;54,47;20,15;0,83;;2,57;DEBW_52210004caM
UUID_758da6d6-6c68-4e44-bd77-046c832092bf;DEBW_52210004caM;WALL;199;0,27;66,99;24,78;0,83;;2,57;DEBW_52210004caM
UUID_2a4dfcc9-a85c-4567-ad4d-90c9f79958c7;DEBW_52210005LJS;ROOF;226;0,10;0,22;0,02;0,43;;2,57;DEBW_52210005LJS
UUID_9f3fa6e0-463a-4084-b224-a34d15270846;DEBW_52210005LJS;ROOF;226;0,10;24,01;2,67;0,43;;2,57;DEBW_52210005LJS
UUID_7113e17e-d4c5-4bf2-999c-98ab23a52069;DEBW_52210005LJS;WALL;199;0,18;0,54;0,12;0,83;;2,57;DEBW_52210005LJS
UUID_b3103f12-f7e4-4c83-800e-c60f577a10a2;DEBW_52210005LJS;WALL;199;0,18;0,40;0,09;0,83;;2,57;DEBW_52210005LJS
UUID_d6d22745-0976-4f97-ad85-7d055cbbde31;DEBW_52210005LJS;ROOF;226;0,10;29,54;3,28;0,43;;2,57;DEBW_52210005LJS
UUID_7e7728f5-3805-46b2-8308-68ef4353630c;DEBW_52210005LJS;GROUND;150;0,00;90,32;0,00;0,62;;;DEBW_52210005LJS
UUID_bb8343e6-9d89-4b4c-b1c2-aa2302816598;DEBW_52210005LJS;WALL;199;0,18;0,00;0,00;0,83;;2,57;DEBW_52210005LJS
UUID_e9dbd6ae-8920-470b-b3bd-a8dfb14cc867;DEBW_52210005LJS;WALL;199;0,18;82,55;18,12;0,83;;2,57;DEBW_52210005LJS
UUID_7248526c-d1a5-4941-81e6-ba6c8fd0f446;DEBW_52210005LJS;ROOF;226;0,10;0,18;0,02;0,43;;2,57;DEBW_52210005LJS
UUID_f2b39dec-d14d-41b6-9cb1-4fbe14bddb2d;DEBW_52210005LJS;WALL;199;0,18;73,46;16,13;0,83;;2,57;DEBW_52210005LJS
UUID_44e7b92c-3684-4e02-95cd-7ba0bea8b40e;DEBW_52210005LJS;WALL;199;0,18;37,25;8,18;0,83;;2,57;DEBW_52210005LJS
UUID_6b095ade-1b77-423b-83f6-f20b846e4291;DEBW_52210005LJS;WALL;199;0,18;0,70;0,15;0,83;;2,57;DEBW_52210005LJS
UUID_4b3af4a9-f89f-4ad1-9966-66d633c6b97e;DEBW_52210005LJS;WALL;199;0,18;82,23;18,05;0,83;;2,57;DEBW_52210005LJS
UUID_c6ebebf2-7940-4b0d-b14e-af69237f345d;DEBW_52210005LJS;ROOF;226;0,10;29,35;3,26;0,43;;2,57;DEBW_52210005LJS
UUID_a3089b8d-3162-456f-895c-2b31e4c7bdff;DEBW_52210005LJS;ROOF;226;0,10;0,13;0,01;0,43;;2,57;DEBW_52210005LJS
UUID_09da8f1d-4bd7-49e0-9dd7-7475c9c81792;DEBW_52210005LJS;ROOF;226;0,10;23,61;2,62;0,43;;2,57;DEBW_52210005LJS
UUID_696ce7bf-708e-4114-acc1-23bc756335ca;DEBW_52210005JKc;WALL;199;0,27;20,97;7,76;0,83;;2,57;DEBW_52210005JKc
UUID_17b47e1f-c0c8-47c1-9a93-4859e0ed1c4f;DEBW_52210005JKc;WALL;199;0,27;6,19;2,29;0,83;;2,57;DEBW_52210005JKc
UUID_6cb990fe-bab3-4395-8fe2-660a59feca62;DEBW_52210005JKc;WALL;199;0,27;5,98;2,21;0,83;;2,57;DEBW_52210005JKc
UUID_47c517ba-969f-47a3-b1c4-589b33bc8a17;DEBW_52210005JKc;WALL;199;0,27;0,45;0,17;0,83;;2,57;DEBW_52210005JKc
UUID_86b303bd-de1d-4ce1-8db7-da5c68ab3ffd;DEBW_52210005JKc;ROOF;226;0,10;4,63;0,51;0,43;;2,57;DEBW_52210005JKc
UUID_e997618d-b2e3-4273-887f-55ea10224bfe;DEBW_52210005JKc;GROUND;150;0,00;3,90;0,00;0,62;;;DEBW_52210005JKc
UUID_03050436-e813-42af-9c24-849457ffd0e3;DEBW_52210004Hxc;ROOF;226;0,10;58,89;6,54;0,43;;2,57;DEBW_52210004Hxc
UUID_3e5b2580-7f04-4145-af41-98ff6e1f64ba;DEBW_52210004Hxc;WALL;199;0,18;29,80;6,54;0,83;;2,57;DEBW_52210004Hxc
UUID_dc2f3d7f-5973-469a-a811-408e32faa6b1;DEBW_52210004Hxc;WALL;199;0,18;25,83;5,67;0,83;;2,57;DEBW_52210004Hxc
UUID_246e1e48-2dd7-4188-b010-5efd5675ea12;DEBW_52210004Hxc;WALL;199;0,18;46,61;10,23;0,83;;2,57;DEBW_52210004Hxc
UUID_1701680e-aaa8-40b5-a202-db175194e735;DEBW_52210004Hxc;WALL;199;0,18;37,47;8,23;0,83;;2,57;DEBW_52210004Hxc
UUID_b486ef9e-f4e8-44a2-9e8b-828e492a08b4;DEBW_52210004Hxc;WALL;199;0,18;12,75;2,80;0,83;;2,57;DEBW_52210004Hxc
UUID_57377893-3197-4852-a21f-5426fa5f5bac;DEBW_52210004Hxc;WALL;199;0,18;11,19;2,46;0,83;;2,57;DEBW_52210004Hxc
UUID_5cee5dba-16ff-41f5-9b8d-c3c1c9dea49a;DEBW_52210004Hxc;WALL;199;0,18;43,59;9,57;0,83;;2,57;DEBW_52210004Hxc
UUID_d44316b0-d81c-43c7-a14f-0a5d4cdde225;DEBW_52210004Hxc;ROOF;226;0,10;68,42;7,60;0,43;;2,57;DEBW_52210004Hxc
UUID_3d07979e-3547-4713-af1a-9856836b4db9;DEBW_52210004Hxc;WALL;199;0,18;84,41;18,53;0,83;;2,57;DEBW_52210004Hxc
UUID_182a66c2-9ee6-40e1-a244-c3422101c5f3;DEBW_52210004Hxc;GROUND;150;0,00;113,85;0,00;0,62;;;DEBW_52210004Hxc
UUID_aca5cf2b-bf97-4dae-be8c-d37d1d27ce13;DEBW_52210005fiS;WALL;199;0,14;2,50;0,41;0,83;;2,57;DEBW_52210005fiS
UUID_bddf303c-7b02-4067-b215-187c5d89f045;DEBW_52210005fiS;WALL;199;0,14;0,19;0,03;0,83;;2,57;DEBW_52210005fiS
UUID_111a112b-a593-4ce0-9f3b-d9aa48fc3a9f;DEBW_52210005fiS;WALL;199;0,14;35,48;5,78;0,83;;2,57;DEBW_52210005fiS
UUID_8ed0fa30-f94b-4481-a0b7-5c25d71b1739;DEBW_52210005fiS;WALL;199;0,14;36,53;5,95;0,83;;2,57;DEBW_52210005fiS
UUID_1b311ea5-406d-4d0b-b1ca-175462759f21;DEBW_52210005fiS;ROOF;226;0,10;57,26;6,36;0,43;;2,57;DEBW_52210005fiS
UUID_70433168-7b2e-48fd-bab7-e9bab554a05a;DEBW_52210005fiS;WALL;199;0,14;1,52;0,25;0,83;;2,57;DEBW_52210005fiS
UUID_fbc75075-6782-417a-a048-3daaac25e304;DEBW_52210005fiS;WALL;199;0,14;7,03;1,14;0,83;;2,57;DEBW_52210005fiS
UUID_77d12fd0-0623-4b78-8a56-5a4266a18b3c;DEBW_52210005fiS;WALL;199;0,14;1,54;0,25;0,83;;2,57;DEBW_52210005fiS
UUID_3f52a8b2-e4b1-4afb-8dc1-3967f64d4e60;DEBW_52210005fiS;WALL;199;0,14;9,66;1,57;0,83;;2,57;DEBW_52210005fiS
UUID_e5aa4de4-1ee8-41aa-81b1-36099fa0cfb2;DEBW_52210005fiS;GROUND;150;0,00;83,71;0,00;0,62;;;DEBW_52210005fiS
UUID_88203cef-e76d-4451-9368-00f3ecced565;DEBW_52210005fiS;WALL;199;0,14;28,79;4,69;0,83;;2,57;DEBW_52210005fiS
UUID_3356f4d8-f90d-4396-8f57-a4e024a56010;DEBW_52210005fiS;WALL;199;0,14;21,81;3,55;0,83;;2,57;DEBW_52210005fiS
UUID_afdc5f50-e9ac-4a77-b081-59db0ac2ecb5;DEBW_52210005fiS;WALL;199;0,14;28,62;4,66;0,83;;2,57;DEBW_52210005fiS
UUID_4241d5f9-eb18-4c0f-a468-add1d4a488bf;DEBW_52210005fiS;ROOF;226;0,10;55,24;6,14;0,43;;2,57;DEBW_52210005fiS
UUID_705d7a7a-c0da-4cf2-92be-00f70d80bdaa;DEBW_52210005fiS;WALL;199;0,14;28,42;4,63;0,83;;2,57;DEBW_52210005fiS
UUID_5d3eef97-ec76-4a46-95eb-d96468cf76fd;DEBW_52210005LZl;WALL;199;0,27;0,18;0,07;0,83;;2,57;DEBW_52210005LZl
UUID_18b7d87c-adc1-49b5-ac0d-b73f9f3eea66;DEBW_52210005LZl;WALL;199;0,27;1,01;0,37;0,83;;2,57;DEBW_52210005LZl
UUID_f55fc394-a8ec-497c-89a4-13d5c029cd93;DEBW_52210005LZl;WALL;199;0,27;2,70;1,00;0,83;;2,57;DEBW_52210005LZl
UUID_0e5f9ad3-e2fe-4d7c-968a-7b51608e69ac;DEBW_52210005LZl;WALL;199;0,27;7,06;2,61;0,83;;2,57;DEBW_52210005LZl
UUID_f35d38b2-a7d7-4177-b535-1a48f70bc643;DEBW_52210005LZl;GROUND;150;0,00;22,31;0,00;0,62;;;DEBW_52210005LZl
UUID_9167765c-ea59-4076-8797-f68a50841795;DEBW_52210005LZl;WALL;199;0,27;7,68;2,84;0,83;;2,57;DEBW_52210005LZl
UUID_e020d363-0f67-465a-a673-8bece11e7b23;DEBW_52210005LZl;WALL;199;0,27;0,00;0,00;0,83;;2,57;DEBW_52210005LZl
UUID_57b8f524-74f7-4cfd-ae58-58df70c29381;DEBW_52210005LZl;WALL;199;0,27;2,24;0,83;0,83;;2,57;DEBW_52210005LZl
UUID_3bdeaf05-7565-477e-8bbd-1502c707cf81;DEBW_52210005LZl;ROOF;226;0,10;20,07;2,23;0,43;;2,57;DEBW_52210005LZl
UUID_feedd0d7-e91a-4fd9-bfd1-3bc4e57fa711;DEBW_52210004ceJ;WALL;199;0,14;0,12;0,02;0,83;;2,57;DEBW_52210004ceJ
UUID_db7f6275-2c1b-4102-98db-6b6d71c78bb6;DEBW_52210004ceJ;WALL;199;0,14;19,39;3,16;0,83;;2,57;DEBW_52210004ceJ
UUID_e67ffcc9-5e6e-4e3f-ad9b-cb45128d5f2c;DEBW_52210004ceJ;WALL;199;0,14;1,67;0,27;0,83;;2,57;DEBW_52210004ceJ
UUID_da5efa5b-0afe-4637-9df8-8bdd547f580a;DEBW_52210004ceJ;WALL;199;0,14;13,65;2,22;0,83;;2,57;DEBW_52210004ceJ
UUID_1cbfad3a-ba8d-47f6-aa78-0bdbeaf76087;DEBW_52210004ceJ;WALL;199;0,14;16,40;2,67;0,83;;2,57;DEBW_52210004ceJ
UUID_03347b04-06e2-473c-8c17-d0e0ff4fe8ce;DEBW_52210004ceJ;WALL;199;0,14;20,14;3,28;0,83;;2,57;DEBW_52210004ceJ
UUID_c2858b4b-f9cb-4903-aa74-b8e33950ec8c;DEBW_52210004ceJ;WALL;199;0,14;2,76;0,45;0,83;;2,57;DEBW_52210004ceJ
UUID_c6e0dbcf-ad3f-40d1-b124-58ad0bf1619d;DEBW_52210004ceJ;ROOF;94;0,00;46,65;0,00;0,43;;2,57;DEBW_52210004ceJ
UUID_1640b4ec-4837-4693-8f9e-dafa5c202e5c;DEBW_52210004ceJ;GROUND;150;0,00;46,65;0,00;0,62;;;DEBW_52210004ceJ
UUID_3f9a7ae9-b220-47cf-a6e9-c08954d73b4b;DEBW_52210005fu9;WALL;199;0,27;0,55;0,20;0,83;;2,57;DEBW_52210005fu9
UUID_d19867de-286f-4bc5-92e8-a63e2d4241b3;DEBW_52210005fu9;WALL;199;0,27;10,78;3,99;0,83;;2,57;DEBW_52210005fu9
UUID_7de1b2a7-a325-47bd-bd57-14ecc9306647;DEBW_52210005fu9;WALL;199;0,27;6,98;2,58;0,83;;2,57;DEBW_52210005fu9
UUID_f884bd00-4f7f-4df4-9556-f9f9f1c6e32e;DEBW_52210005fu9;WALL;199;0,27;7,23;2,67;0,83;;2,57;DEBW_52210005fu9
UUID_3b250f02-bd53-474c-8715-d24a938bba41;DEBW_52210005fu9;GROUND;150;0,00;23,01;0,00;0,62;;;DEBW_52210005fu9
UUID_9d626d82-e2c7-40cb-8707-05ba00e5f1de;DEBW_52210005fu9;ROOF;226;0,10;20,71;2,30;0,43;;2,57;DEBW_52210005fu9
UUID_b93b2c31-7025-4f23-b706-86d0c4e46248;DEBW_52210005djN;WALL;199;0,18;64,81;14,23;0,83;;2,57;DEBW_52210005djN
UUID_e1dbb418-5e07-4b6a-b4d6-95ee10ad819d;DEBW_52210005djN;WALL;199;0,18;33,02;7,25;0,83;;2,57;DEBW_52210005djN
UUID_769b6679-651d-4905-ab24-0fefaff42685;DEBW_52210005djN;ROOF;226;0,10;75,20;8,36;0,43;;2,57;DEBW_52210005djN
UUID_4c63708b-64e5-474e-9553-fe38d5f035f1;DEBW_52210005djN;WALL;199;0,18;12,02;2,64;0,83;;2,57;DEBW_52210005djN
UUID_8ece69ce-ed7e-4413-918c-45b1a3fe30a6;DEBW_52210005djN;WALL;199;0,18;29,38;6,45;0,83;;2,57;DEBW_52210005djN
UUID_7693a24e-83fc-4b94-8325-96ac05666cd8;DEBW_52210005djN;WALL;199;0,18;31,90;7,00;0,83;;2,57;DEBW_52210005djN
UUID_e765a213-87ba-4a5e-8672-86abbbbb830c;DEBW_52210005djN;WALL;199;0,18;10,35;2,27;0,83;;2,57;DEBW_52210005djN
UUID_eaa6137d-7f5c-4986-8ef0-fc720f6ff30c;DEBW_52210005djN;WALL;199;0,18;6,08;1,34;0,83;;2,57;DEBW_52210005djN
UUID_9bee096f-efae-4962-82ef-168faa9ac3a2;DEBW_52210005djN;ROOF;226;0,10;90,89;10,10;0,43;;2,57;DEBW_52210005djN
UUID_e7ce37f5-d7ff-42b6-ad6e-713b812aa29b;DEBW_52210005djN;GROUND;150;0,00;141,35;0,00;0,62;;;DEBW_52210005djN
UUID_900374e6-b4ae-4f9c-9bc9-bb52a1847f97;DEBW_52210005djN;WALL;199;0,18;45,06;9,89;0,83;;2,57;DEBW_52210005djN
UUID_3b354608-2259-4728-8a13-1023c02aae3c;DEBW_52210005djN;WALL;199;0,18;58,47;12,84;0,83;;2,57;DEBW_52210005djN
UUID_1ce131b4-d960-44f2-bb55-9d6ced8a612d;DEBW_52210005djN;WALL;199;0,18;45,11;9,90;0,83;;2,57;DEBW_52210005djN
UUID_663c2eb3-31cd-4c36-8f3a-ec0d212169f0;DEBW_52210005djN;WALL;199;0,18;1,30;0,28;0,83;;2,57;DEBW_52210005djN
UUID_becdd1e0-1236-4185-982b-25832030cd91;DEBW_52210004d1s;WALL;199;0,27;5,55;2,05;0,83;;2,57;DEBW_52210004d1s
UUID_f2975e47-2915-4172-9f38-8da8ce24a8ba;DEBW_52210004d1s;ROOF;226;0,10;6,99;0,78;0,43;;2,57;DEBW_52210004d1s
UUID_b0328bdf-f286-4d31-9efa-991e7ca1d67d;DEBW_52210004d1s;WALL;199;0,27;13,48;4,99;0,83;;2,57;DEBW_52210004d1s
UUID_b929beb6-9a14-46b4-8de0-1c895b1922eb;DEBW_52210004d1s;WALL;199;0,27;0,57;0,21;0,83;;2,57;DEBW_52210004d1s
UUID_5539e152-9d1b-4396-8266-4b3ea4ddec39;DEBW_52210004d1s;WALL;199;0,27;5,75;2,12;0,83;;2,57;DEBW_52210004d1s
UUID_4cd167ad-fbbb-4b0f-8b7d-e48b1f6053db;DEBW_52210004d1s;GROUND;150;0,00;7,74;0,00;0,62;;;DEBW_52210004d1s
UUID_8f29cc6a-53ab-4f45-afcc-5ace87d5c3da;DEBW_52210004HxR;WALL;199;0,18;30,62;6,72;0,83;;2,57;DEBW_52210004HxR
UUID_ac90e639-7a1f-4aa3-a1e0-e36677667304;DEBW_52210004HxR;ROOF;226;0,10;47,98;5,33;0,43;;2,57;DEBW_52210004HxR
UUID_2fb71608-cb75-4a3a-95c0-ca3a9c3fda20;DEBW_52210004HxR;ROOF;226;0,10;17,86;1,98;0,43;;2,57;DEBW_52210004HxR
UUID_b122eadd-21c5-4c82-9946-a0c4142d419e;DEBW_52210004HxR;WALL;199;0,18;65,65;14,41;0,83;;2,57;DEBW_52210004HxR
UUID_04f18baa-92d7-4079-84a8-c7fd9c6b269a;DEBW_52210004HxR;WALL;199;0,18;29,62;6,50;0,83;;2,57;DEBW_52210004HxR
UUID_c1636b9c-3775-4180-9557-e243d6f925f1;DEBW_52210004HxR;WALL;199;0,18;22,99;5,05;0,83;;2,57;DEBW_52210004HxR
UUID_9ee01764-13d2-4bb7-9ff4-c95ce34e7c8d;DEBW_52210004HxR;WALL;199;0,18;0,88;0,19;0,83;;2,57;DEBW_52210004HxR
UUID_37da27e7-ad24-46a8-bc16-2028507c6a8c;DEBW_52210004HxR;WALL;199;0,18;0,17;0,04;0,83;;2,57;DEBW_52210004HxR
UUID_f43bcf9a-6c60-4e92-bb42-bdad0e2be3dd;DEBW_52210004HxR;WALL;199;0,18;1,08;0,24;0,83;;2,57;DEBW_52210004HxR
UUID_aa782cf7-c859-4818-a759-5d2fa8cdd2c7;DEBW_52210004HxR;WALL;199;0,18;2,02;0,44;0,83;;2,57;DEBW_52210004HxR
UUID_2826f8d8-5ce7-46e7-8dda-8b22a4caadd0;DEBW_52210004HxR;WALL;199;0,18;64,13;14,08;0,83;;2,57;DEBW_52210004HxR
UUID_d98cfb00-9fd1-494b-8c1c-4a225f539d23;DEBW_52210004HxR;ROOF;226;0,10;50,96;5,66;0,43;;2,57;DEBW_52210004HxR
UUID_42c31876-1efe-420b-8b7a-e019e8b9e456;DEBW_52210004HxR;GROUND;150;0,00;88,51;0,00;0,62;;;DEBW_52210004HxR
UUID_9f7053d6-250d-40fe-bb4e-a52d46590205;DEBW_52210005JLB;ROOF;226;0,10;68,88;7,65;0,43;;2,57;DEBW_52210005JLB
UUID_6b421759-98e5-49e2-8bf4-1ee30387c18a;DEBW_52210005JLB;WALL;199;0,14;12,24;1,99;0,83;;2,57;DEBW_52210005JLB
UUID_c4d5c2c3-64b5-4294-9b51-c4eb28d3c9e6;DEBW_52210005JLB;WALL;199;0,14;0,31;0,05;0,83;;2,57;DEBW_52210005JLB
UUID_ddf36578-9046-41cc-9296-d1db444ad125;DEBW_52210005JLB;WALL;199;0,14;2,05;0,33;0,83;;2,57;DEBW_52210005JLB
UUID_21aa4074-d505-4c4a-b178-b1d19508ca0e;DEBW_52210005JLB;WALL;199;0,14;2,60;0,42;0,83;;2,57;DEBW_52210005JLB
UUID_d5f781e2-d8f8-4df0-a302-214817b11d41;DEBW_52210005JLB;GROUND;150;0,00;76,53;0,00;0,62;;;DEBW_52210005JLB
UUID_efc70151-71f7-42ca-8fdd-00b49c6fbe71;DEBW_52210005JLB;WALL;199;0,14;5,84;0,95;0,83;;2,57;DEBW_52210005JLB
UUID_2aa6aa02-eb5d-470b-8e10-45cd874de245;DEBW_52210005JLB;WALL;199;0,14;15,37;2,50;0,83;;2,57;DEBW_52210005JLB
