matched_buildings,mean_mae_kwh_h,mean_rmse_kwh_h,mean_bias_kwh_h,mean_corr,sum_annual_rc_kwh,sum_annual_simstadt_kwh,sum_annual_diff_kwh,sum_annual_rc_cooling_kwh,sum_annual_simstadt_cooling_kwh,sum_annual_diff_cooling_kwh
205,0.7059133761906836,1.3224273781014522,-0.22425921487584918,0.7384171890394139,1717698.10192595,2120422.8,-402724.6980740499,1338509.6668511312,2024003.0,-685493.3331488685
