Building ID,Building ID [filename],Thermal class,Thermal class index,Thermal capacitance [J/m2K],Annual Solar Gains [kWh],Annual Heating Demand Sim [kWh],Annual Cooling Demand Sim [kWh],Heated area [m2],Internal gains [W/m2],Usage type,Window area [m2],Heated area [m2]_snapshot,Heated volume [m3],U walls [W/m2K],U windows [W/m2K],Window-to-Wall ratio [-],GMLId,compactness,BuildingType,usage_type,building_type,annual_heat_kwh,heated_area_m2,heated_volume_m3,window_area_m2,u_walls_w_m2k,u_windows_w_m2k,window_to_wall,window_to_heated,is_outlier
DEBW_52210004xrI,DEBW_52210004xrI,medium,3,165000,19680.68808786472,26292.04338018896,3297.5513405261786,297.4,4.2,residential,65.8,297.4,929.4,0.6748345603106545,2.57,0.2247421271944805,DEBW_52210004xrI,1.8832391713747645,MFH,residential,MFH,26292.04338018896,297.4,929.4,65.8,0.6748345603106545,2.57,0.2247421271944805,0.22125084061869538,False
DEBW_52210004xsG,DEBW_52210004xsG,medium,3,165000,11828.479371011928,18413.375970735167,1625.2619850133235,162.4,4.2,residential,41.22,162.4,507.4,0.7303636892638928,2.57,0.1664176995437845,DEBW_52210004xsG,1.3679890560875514,EFH,residential,EFH,18413.375970735167,162.4,507.4,41.22,0.7303636892638928,2.57,0.1664176995437845,0.2538177339901478,False
DEBW_52210004xx4,DEBW_52210004xx4,medium,3,165000,21483.74660282185,23587.08771313472,3915.684262574656,245.4,4.2,residential,76.38999999999999,245.4,766.9,0.6746630699248914,2.5700000000000003,0.3057434460676405,DEBW_52210004xx4,1.8050541516245486,RH,residential,RH,23587.08771313472,245.4,766.9,76.38999999999999,0.6746630699248914,2.5700000000000003,0.3057434460676405,0.31128769356153213,False
DEBW_52210004y9B,DEBW_52210004y9B,medium,3,165000,24995.913626630503,34075.2273664656,3975.975576823904,388.6,4.2,residential,87.64000000000001,388.6,1214.5,0.6932775418436173,2.5699999999999994,0.2170327629330626,DEBW_52210004y9B,1.824817518248175,MFH,residential,MFH,34075.2273664656,388.6,1214.5,87.64000000000001,0.6932775418436173,2.5699999999999994,0.2170327629330626,0.22552753474009266,False
DEBW_52210004yBG,DEBW_52210004yBG,medium,3,165000,34153.88524637147,48077.98674747999,5275.07573755248,541.5,4.2,residential,120.05,541.5,1692.3,0.709358162264797,2.569999999999999,0.2110620791504773,DEBW_52210004yBG,2.0,MFH,residential,MFH,48077.98674747999,541.5,1692.3,120.05,0.709358162264797,2.569999999999999,0.2110620791504773,0.22169898430286242,False
DEBW_52210004ylt,DEBW_52210004ylt,medium,3,165000,28053.662800448103,42279.07931165828,4506.629699995096,586.1,4.2,residential,96.97,586.1,1831.4,0.7026422834029727,2.57,0.2134868565893179,DEBW_52210004ylt,2.5839793281653747,MFH,residential,MFH,42279.07931165828,586.1,1831.4,96.97,0.7026422834029727,2.57,0.2134868565893179,0.16544958198259682,False
DEBW_52210004yr8,DEBW_52210004yr8,medium,3,165000,17351.573812756447,23573.01088719477,2598.487521812005,202.2,4.2,residential,62.28,202.2,631.9,0.7170628203961537,2.57,0.2083849165188878,DEBW_52210004yr8,1.5151515151515151,MFH,residential,MFH,23573.01088719477,202.2,631.9,62.28,0.7170628203961537,2.57,0.2083849165188878,0.3080118694362018,False
DEBW_52210004zAp,DEBW_52210004zAp,medium,3,165000,9602.362677200435,14474.055340247916,1529.2457022114827,155.0,4.2,residential,35.36,155.0,484.5,0.7002883061362808,2.57,0.214342001576044,DEBW_52210004zAp,1.9083969465648853,MFH,residential,MFH,14474.055340247916,155.0,484.5,35.36,0.7002883061362808,2.57,0.214342001576044,0.22812903225806452,False
DEBW_52210004zCV,DEBW_52210004zCV,medium,3,165000,6924.7256851836055,5143.55363605231,1797.7038424907316,52.4,4.2,residential,20.14,52.4,96.1,0.5921111349495816,2.57,0.3477209944751381,DEBW_52210004zCV,0.8695652173913044,RH,residential,RH,5143.55363605231,52.4,96.1,20.14,0.5921111349495816,2.57,0.3477209944751381,0.384351145038168,True
DEBW_52210004zDV,DEBW_52210004zDV,medium,3,165000,13787.85190613706,20717.894094332903,2001.5443501752463,191.0,4.2,residential,46.48,191.0,596.9,0.704557780230175,2.57,0.175947306658591,DEBW_52210004zDV,1.5220700152207,EFH,residential,EFH,20717.894094332903,191.0,596.9,46.48,0.704557780230175,2.57,0.175947306658591,0.24335078534031412,False
DEBW_52210004zE4,DEBW_52210004zE4,medium,3,165000,15224.630777311537,19378.458891129558,2603.841750136715,213.3,4.2,residential,50.05,213.3,666.4,0.6909706480674223,2.57,0.2179403440017417,DEBW_52210004zE4,1.8518518518518516,MFH,residential,MFH,19378.458891129558,213.3,666.4,50.05,0.6909706480674223,2.57,0.2179403440017417,0.23464603844350676,False
DEBW_52210004zH7,DEBW_52210004zH7,medium,3,165000,18206.02117528748,25652.15316962323,2972.907669366365,301.4,4.2,residential,63.99999999999999,301.4,941.9,0.6807721575649058,2.5700000000000003,0.222152799472387,DEBW_52210004zH7,1.9880715705765408,MFH,residential,MFH,25652.15316962323,301.4,941.9,63.99999999999999,0.6807721575649058,2.5700000000000003,0.222152799472387,0.212342402123424,False
DEBW_52210004zVF,DEBW_52210004zVF,medium,3,165000,34661.090793241674,49705.17754805856,5385.773488148153,578.0,4.2,residential,121.32999999999998,578.0,1806.2,0.7222763207428786,2.57,0.2066387356086927,DEBW_52210004zVF,2.141327623126338,MFH,residential,MFH,49705.17754805856,578.0,1806.2,121.32999999999998,0.7222763207428786,2.57,0.2066387356086927,0.20991349480968854,False
DEBW_52210004zyP,DEBW_52210004zyP,medium,3,165000,25706.764452824827,35269.47564831504,4099.440782759316,412.4,4.2,residential,90.25,412.4,1288.8,0.7200056750110349,2.5699999999999994,0.207380684298812,DEBW_52210004zyP,1.8939393939393938,MFH,residential,MFH,35269.47564831504,412.4,1288.8,90.25,0.7200056750110349,2.5699999999999994,0.207380684298812,0.2188409311348206,False
DEBW_522100050H1,DEBW_522100050H1,medium,3,165000,5286.286628894896,7453.205051838722,806.6024761154863,53.9,4.2,residential,18.25,53.9,116.1,0.7168322779672024,2.57,0.1712328767123287,DEBW_522100050H1,0.8453085376162299,EFH,residential,EFH,7453.205051838722,53.9,116.1,18.25,0.7168322779672024,2.57,0.1712328767123287,0.3385899814471243,False
DEBW_522100050Oj,DEBW_522100050Oj,medium,3,165000,15502.966234397907,19327.35138224192,2318.010925025355,216.4,4.2,residential,50.650000000000006,216.4,676.1,0.7028474885844749,2.57,0.2133709663830146,DEBW_522100050Oj,1.8867924528301885,MFH,residential,MFH,19327.35138224192,216.4,676.1,50.650000000000006,0.7028474885844749,2.57,0.2133709663830146,0.2340573012939002,False
DEBW_522100050uW,DEBW_522100050uW,medium,3,165000,17879.20121982139,26391.55544518404,2950.7631425606414,367.1,4.2,residential,60.63,367.1,906.4,0.7395249962617753,2.57,0.1633659364643117,DEBW_522100050uW,1.6103059581320451,EFH,residential,EFH,26391.55544518404,367.1,906.4,60.63,0.7395249962617753,2.57,0.1633659364643117,0.1651593571233996,False
DEBW_522100050wu,DEBW_522100050wu,medium,3,165000,26664.380226714053,38069.88792726896,4183.226483501401,430.5,4.2,residential,96.83,430.5,1345.2,0.731953125,2.5699999999999994,0.2035954583683768,DEBW_522100050wu,2.0366598778004072,MFH,residential,MFH,38069.88792726896,430.5,1345.2,96.83,0.731953125,2.5699999999999994,0.2035954583683768,0.22492450638792102,False
DEBW_522100050y5,DEBW_522100050y5,medium,3,165000,19508.10363911502,26454.330610458637,2977.921320749216,244.4,4.2,residential,69.32,244.4,763.7,0.725593182946335,2.57,0.2055204719973909,DEBW_522100050y5,1.6447368421052633,MFH,residential,MFH,26454.330610458637,244.4,763.7,69.32,0.725593182946335,2.57,0.2055204719973909,0.283633387888707,False
DEBW_5221000518C,DEBW_5221000518C,medium,3,165000,24246.391355519256,42307.62723797922,3196.1415704500946,548.3,4.2,residential,98.42000000000002,548.3,1482.5,0.7383061049011178,2.57,0.1800025604916144,DEBW_5221000518C,1.8761726078799248,MFH,residential,MFH,42307.62723797922,548.3,1482.5,98.42000000000002,0.7383061049011178,2.57,0.1800025604916144,0.1795002735728616,False
DEBW_522100051DN,DEBW_522100051DN,medium,3,165000,11986.012026003044,15422.031432293154,2105.2469041448426,163.8,4.2,residential,39.17,163.8,511.8,0.7101623299116734,2.5700000000000007,0.2107386883305536,DEBW_522100051DN,1.8621973929236497,MFH,residential,MFH,15422.031432293154,163.8,511.8,39.17,0.7101623299116734,2.5700000000000007,0.2107386883305536,0.23913308913308912,False
DEBW_522100051Hd,DEBW_522100051Hd,medium,3,165000,11839.826201158248,16124.219473018142,2607.96676961958,311.1,4.2,residential,35.989999999999995,311.1,972.2,0.6136089015997854,2.5700000000000007,0.2594621872972388,DEBW_522100051Hd,2.9154518950437316,MFH,residential,MFH,16124.219473018142,311.1,972.2,35.989999999999995,0.6136089015997854,2.5700000000000007,0.2594621872972388,0.1156862745098039,True
DEBW_522100053Xz,DEBW_522100053Xz,medium,3,165000,5187.977702678579,5819.215487635172,923.0581544974714,69.2,4.2,residential,19.83,69.2,142.7,0.6532106766256591,2.57,0.270016339869281,DEBW_522100053Xz,0.9624639076034649,RH,residential,RH,5819.215487635172,69.2,142.7,19.83,0.6532106766256591,2.57,0.270016339869281,0.28656069364161846,False
DEBW_522100054BV,DEBW_522100054BV,medium,3,165000,15613.201893764755,19528.6520125078,2795.851378243537,216.2,4.2,residential,49.56,216.2,675.7,0.6848245135479178,2.57,0.2205411178355286,DEBW_522100054BV,1.8691588785046729,MFH,residential,MFH,19528.6520125078,216.2,675.7,49.56,0.6848245135479178,2.57,0.2205411178355286,0.2292321924144311,False
DEBW_522100054Ih,DEBW_522100054Ih,medium,3,165000,32470.18381177313,48940.96849562487,5396.820195581615,697.1,4.2,residential,109.72,697.1,2178.5,0.6734692790626362,2.57,0.2253625272152158,DEBW_522100054Ih,2.463054187192118,MFH,residential,MFH,48940.96849562487,697.1,2178.5,109.72,0.6734692790626362,2.57,0.2253625272152158,0.15739492181896428,False
DEBW_52210005J24,DEBW_52210005J24,medium,3,165000,31314.69867749347,44212.52035980291,5013.698046702826,559.7,4.2,residential,116.68,559.7,1553.9,0.7654038987569683,2.57,0.1941366343882067,DEBW_52210005J24,1.9455252918287937,MFH,residential,MFH,44212.52035980291,559.7,1553.9,116.68,0.7654038987569683,2.57,0.1941366343882067,0.2084688225835269,False
DEBW_52210005JLO,DEBW_52210005JLO,medium,3,165000,19826.367309835427,26939.675323188505,2984.63136980897,251.3,4.2,residential,71.78,251.3,785.4,0.7268137908950205,2.5700000000000003,0.2051736458482206,DEBW_52210005JLO,1.5822784810126582,MFH,residential,MFH,26939.675323188505,251.3,785.4,71.78,0.7268137908950205,2.5700000000000003,0.2051736458482206,0.28563469956227616,False
DEBW_52210005JMk,DEBW_52210005JMk,medium,3,165000,16017.39914336638,27133.83756336094,2068.654034415347,255.3,4.2,residential,55.55,255.3,797.9,0.7403489574827155,2.57,0.1630993276373352,DEBW_52210005JMk,1.6181229773462784,EFH,residential,EFH,27133.83756336094,255.3,797.9,55.55,0.7403489574827155,2.57,0.1630993276373352,0.21758715236976103,False
DEBW_52210005JOp,DEBW_52210005JOp,medium,3,165000,21585.48323213222,29666.808471152173,3586.6789266854694,371.7,4.2,residential,74.65999999999998,371.7,1161.6,0.6976965462953851,2.5700000000000003,0.2153322565759113,DEBW_52210005JOp,2.044989775051125,MFH,residential,MFH,29666.808471152173,371.7,1161.6,74.65999999999998,0.6976965462953851,2.5700000000000003,0.2153322565759113,0.20086090933548556,False
DEBW_52210005JfZ,DEBW_52210005JfZ,medium,3,165000,25913.00688403614,36623.49884814414,3992.111281145282,400.9,4.2,residential,90.07000000000001,400.9,1253.0,0.7056782405974704,2.5699999999999994,0.2123641336382713,DEBW_52210005JfZ,1.976284584980237,MFH,residential,MFH,36623.49884814414,400.9,1253.0,90.07000000000001,0.7056782405974704,2.5699999999999994,0.2123641336382713,0.22466949363931157,False
DEBW_52210005Jkv,DEBW_52210005Jkv,medium,3,165000,11667.416479582149,24716.554473676293,1167.7682859996555,253.5,4.2,residential,46.42,253.5,792.2,0.7430177027583368,2.5700000000000003,0.1400132714001327,DEBW_52210005Jkv,1.6474464579901154,EFH,residential,EFH,24716.554473676293,253.5,792.2,46.42,0.7430177027583368,2.5700000000000003,0.1400132714001327,0.1831163708086785,False
DEBW_52210005JtI,DEBW_52210005JtI,medium,3,165000,35728.00583581161,49198.08797103821,5775.061388197476,601.6,4.2,residential,124.79,601.6,1880.0,0.7177965998969665,2.5699999999999994,0.2081081982522847,DEBW_52210005JtI,2.044989775051125,MFH,residential,MFH,49198.08797103821,601.6,1880.0,124.79,0.7177965998969665,2.5699999999999994,0.2081081982522847,0.20743018617021278,False
DEBW_52210005K5d,DEBW_52210005K5d,medium,3,165000,13107.648300458368,19951.71794589339,1900.1536482150384,183.4,4.2,residential,44.13999999999999,183.4,573.2,0.7156184823793715,2.5700000000000003,0.1716908475631101,DEBW_52210005K5d,1.547987616099071,EFH,residential,EFH,19951.71794589339,183.4,573.2,44.13999999999999,0.7156184823793715,2.5700000000000003,0.1716908475631101,0.2406761177753544,False
DEBW_52210005K93,DEBW_52210005K93,medium,3,165000,27946.975176555115,37749.520543046936,4477.240341670246,426.0,4.2,residential,98.3,426.0,1331.4,0.7084816853292846,2.57,0.2113387655064176,DEBW_52210005K93,1.824817518248175,MFH,residential,MFH,37749.520543046936,426.0,1331.4,98.3,0.7084816853292846,2.57,0.2113387655064176,0.23075117370892018,False
DEBW_52210005KEF,DEBW_52210005KEF,medium,3,165000,83643.19360336543,123751.74704539598,14866.617098776442,2050.4,4.2,residential,282.49999999999994,2050.4,6407.4,0.7029434577816794,2.5700000000000003,0.2133524658258439,DEBW_52210005KEF,2.824858757062147,MFH,residential,MFH,123751.74704539598,2050.4,6407.4,282.49999999999994,0.7029434577816794,2.5700000000000003,0.2133524658258439,0.13777799453765116,True
DEBW_52210005KUx,DEBW_52210005KUx,medium,3,165000,25584.60426052908,34600.36531424891,3924.2727557361886,352.9,4.2,residential,91.74,352.9,1102.9,0.7199818001323627,2.57,0.2074298505437854,DEBW_52210005KUx,1.7361111111111112,MFH,residential,MFH,34600.36531424891,352.9,1102.9,91.74,0.7199818001323627,2.57,0.2074298505437854,0.25996032870501556,False
DEBW_52210005KXK,DEBW_52210005KXK,medium,3,165000,12918.231856999531,17055.617645230664,2176.3983806719984,176.3,4.2,residential,43.45,176.3,550.8,0.719765290986825,2.5700000000000003,0.2073985680190931,DEBW_52210005KXK,1.7391304347826089,MFH,residential,MFH,17055.617645230664,176.3,550.8,43.45,0.719765290986825,2.5700000000000003,0.2073985680190931,0.24645490640952922,False
DEBW_52210005Kf7,DEBW_52210005Kf7,medium,3,165000,20928.262541045584,28658.95664604339,3051.0659036368625,232.7,4.2,residential,76.74000000000001,232.7,727.1,0.7523707687931526,2.5699999999999994,0.1975798146240989,DEBW_52210005Kf7,1.4903129657228018,MFH,residential,MFH,28658.95664604339,232.7,727.1,76.74000000000001,0.7523707687931526,2.5699999999999994,0.1975798146240989,0.3297808336914483,False
DEBW_52210005KyO,DEBW_52210005KyO,medium,3,165000,27728.66412827738,39085.25548435647,4200.803591059768,406.1,4.2,residential,97.44,406.1,1269.1,0.7097498465316144,2.5699999999999994,0.2109045258760633,DEBW_52210005KyO,1.8761726078799248,MFH,residential,MFH,39085.25548435647,406.1,1269.1,97.44,0.7097498465316144,2.5699999999999994,0.2109045258760633,0.2399409012558483,False
DEBW_52210005L39,DEBW_52210005L39,medium,3,165000,30881.448398765868,42766.47715847963,4786.988433401192,457.2,4.2,residential,107.13,457.2,1428.9,0.7143933884878185,2.57,0.2092791560851729,DEBW_52210005L39,1.9011406844106462,MFH,residential,MFH,42766.47715847963,457.2,1428.9,107.13,0.7143933884878185,2.57,0.2092791560851729,0.23431758530183727,False
DEBW_52210005L4M,DEBW_52210005L4M,medium,3,165000,16790.325069324088,22456.37198819606,2681.192189212455,226.6,4.2,residential,57.56,226.6,708.0,0.7051507724062307,2.5699999999999994,0.2125161528521321,DEBW_52210005L4M,1.7605633802816902,MFH,residential,MFH,22456.37198819606,226.6,708.0,57.56,0.7051507724062307,2.5699999999999994,0.2125161528521321,0.2540158870255958,False
DEBW_52210005LJS,DEBW_52210005LJS,medium,3,165000,20406.47481489009,27867.5826387004,3244.4231090675185,300.0,4.2,residential,72.72,300.0,937.3,0.7185493401358773,2.57,0.207860511647849,DEBW_52210005LJS,1.8796992481203008,MFH,residential,MFH,27867.5826387004,300.0,937.3,72.72,0.7185493401358773,2.57,0.207860511647849,0.2424,False
DEBW_52210005LZh,DEBW_52210005LZh,medium,3,165000,21247.12374380447,30591.847108180787,3171.753503684074,313.7,4.2,residential,75.4,313.7,980.2,0.7061984612349576,2.57,0.2121493486395993,DEBW_52210005LZh,1.8656716417910446,MFH,residential,MFH,30591.847108180787,313.7,980.2,75.4,0.7061984612349576,2.57,0.2121493486395993,0.24035702900860698,False
DEBW_52210005M2x,DEBW_52210005M2x,medium,3,165000,26464.887307485213,35823.9377253339,4270.520560936749,415.8,4.2,residential,91.99,415.8,1299.2,0.6940878492424393,2.5699999999999994,0.2167173180672368,DEBW_52210005M2x,1.8214936247723132,MFH,residential,MFH,35823.9377253339,415.8,1299.2,91.99,0.6940878492424393,2.5699999999999994,0.2167173180672368,0.22123617123617123,False
DEBW_52210005MRo,DEBW_52210005MRo,medium,3,165000,15329.66450700455,16550.46725114031,2893.496406965299,163.5,4.2,residential,57.42,163.5,511.0,0.6635555758516759,2.57,0.3099093264248704,DEBW_52210005MRo,1.5432098765432098,RH,residential,RH,16550.46725114031,163.5,511.0,57.42,0.6635555758516759,2.57,0.3099093264248704,0.3511926605504587,False
DEBW_52210005MSz,DEBW_52210005MSz,medium,3,165000,16598.58384786059,24844.13086096202,2565.9296376888733,267.2,4.2,residential,59.95,267.2,835.1,0.6840237130421732,2.57,0.2207940483205657,DEBW_52210005MSz,1.9083969465648853,MFH,residential,MFH,24844.13086096202,267.2,835.1,59.95,0.6840237130421732,2.57,0.2207940483205657,0.22436377245508984,False
DEBW_52210005MV3,DEBW_52210005MV3,medium,3,165000,45455.15792892587,62742.64192644108,7238.170881905317,701.9,4.2,residential,158.6,701.9,2193.4,0.7351128242092532,2.57,0.2025646265454173,DEBW_52210005MV3,2.0202020202020203,MFH,residential,MFH,62742.64192644108,701.9,2193.4,158.6,0.7351128242092532,2.57,0.2025646265454173,0.22595811369140903,False
DEBW_52210005Mki,DEBW_52210005Mki,medium,3,165000,29220.94354771727,39465.54467018463,4687.468049921029,451.2,4.2,residential,102.59,451.2,1409.9,0.709159006098116,2.57,0.2110992221902136,DEBW_52210005Mki,1.8761726078799248,MFH,residential,MFH,39465.54467018463,451.2,1409.9,102.59,0.709159006098116,2.57,0.2110992221902136,0.22737145390070923,False
DEBW_52210005N87,DEBW_52210005N87,medium,3,165000,20956.42433710784,28487.6237663178,3248.808816911717,297.1,4.2,residential,75.08,297.1,928.5,0.7109886026386014,2.5700000000000003,0.2104555010511563,DEBW_52210005N87,1.6528925619834711,MFH,residential,MFH,28487.6237663178,297.1,928.5,75.08,0.7109886026386014,2.5700000000000003,0.2104555010511563,0.25270952541231906,False
DEBW_52210005PFV,DEBW_52210005PFV,medium,3,165000,13936.341668034507,21841.025506749036,2036.6913091219287,220.9,4.2,residential,52.09,220.9,690.4,0.7075084030608595,2.57,0.2116533257486489,DEBW_52210005PFV,1.8726591760299625,MFH,residential,MFH,21841.025506749036,220.9,690.4,52.09,0.7075084030608595,2.57,0.2116533257486489,0.2358080579447714,False
DEBW_52210005PRs,DEBW_52210005PRs,medium,3,165000,40518.2568470071,50194.7453088801,6989.759815763928,364.1,4.2,residential,136.97,364.1,1137.7,0.6826100468116911,2.57,0.2214229133998286,DEBW_52210005PRs,1.203369434416366,MFH,residential,MFH,50194.7453088801,364.1,1137.7,136.97,0.6826100468116911,2.57,0.2214229133998286,0.37618786047789066,False
DEBW_52210005Q4u,DEBW_52210005Q4u,medium,3,165000,20356.41153151584,23939.87925204212,3597.981991388833,256.6,4.2,residential,75.84,256.6,802.0,0.6639910003461406,2.57,0.3097533082829603,DEBW_52210005Q4u,1.8832391713747645,RH,residential,RH,23939.87925204212,256.6,802.0,75.84,0.6639910003461406,2.57,0.3097533082829603,0.2955572876071707,False
DEBW_52210005dgg,DEBW_52210005dgg,medium,3,165000,13243.854818142156,17203.403755212516,2179.555623236929,165.1,4.2,residential,44.06,165.1,515.8,0.6784468024786361,2.5699999999999994,0.2231790092189241,DEBW_52210005dgg,1.6286644951140066,MFH,residential,MFH,17203.403755212516,165.1,515.8,44.06,0.6784468024786361,2.5699999999999994,0.2231790092189241,0.2668685645063598,False
DEBW_52210005diH,DEBW_52210005diH,medium,3,165000,28732.48545120822,39013.79668506276,4504.626749157476,420.5,4.2,residential,101.48,420.5,1314.0,0.7099071446995098,2.57,0.210845626428423,DEBW_52210005diH,1.7064846416382253,MFH,residential,MFH,39013.79668506276,420.5,1314.0,101.48,0.7099071446995098,2.57,0.210845626428423,0.24133174791914389,False
DEBW_52210005djN,DEBW_52210005djN,medium,3,165000,26905.26120064436,36039.98758001248,4502.361425120499,440.9,4.2,residential,92.55,440.9,1377.7,0.6980752199209675,2.57,0.2152075340076735,DEBW_52210005djN,1.9841269841269842,MFH,residential,MFH,36039.98758001248,440.9,1377.7,92.55,0.6980752199209675,2.57,0.2152075340076735,0.20991154456792924,False
DEBW_52210005dnU,DEBW_52210005dnU,medium,3,165000,12245.73006106369,18457.73543281344,1751.5937822785982,157.6,4.2,residential,41.54,157.6,492.4,0.7135153110218018,2.5700000000000003,0.1724868164265249,DEBW_52210005dnU,1.430615164520744,EFH,residential,EFH,18457.73543281344,157.6,492.4,41.54,0.7135153110218018,2.5700000000000003,0.1724868164265249,0.2635786802030457,False
DEBW_52210005doZ,DEBW_52210005doZ,medium,3,165000,21976.149659501105,29964.676395652124,3477.740286543412,324.2,4.2,residential,77.62,324.2,1013.1,0.7128760826438284,2.5700000000000003,0.2098234801178601,DEBW_52210005doZ,1.8903591682419658,MFH,residential,MFH,29964.676395652124,324.2,1013.1,77.62,0.7128760826438284,2.5700000000000003,0.2098234801178601,0.23942011104256633,False
DEBW_52210005eg5,DEBW_52210005eg5,medium,3,165000,21498.021044601675,28916.239445561045,3435.622682770129,310.4,4.2,residential,74.52000000000001,310.4,970.0,0.7131841448347158,2.5699999999999994,0.209744152664021,DEBW_52210005eg5,1.8656716417910446,MFH,residential,MFH,28916.239445561045,310.4,970.0,74.52000000000001,0.7131841448347158,2.5699999999999994,0.209744152664021,0.24007731958762893,False
DEBW_52210005ej5,DEBW_52210005ej5,medium,3,165000,22976.162671931317,31195.009107462836,3705.996240954971,348.9,4.2,residential,78.85000000000001,348.9,1090.4,0.687325074558385,2.57,0.2194728198847663,DEBW_52210005ej5,1.9011406844106462,MFH,residential,MFH,31195.009107462836,348.9,1090.4,78.85000000000001,0.687325074558385,2.57,0.2194728198847663,0.2259959873889367,False
DEBW_52210005elC,DEBW_52210005elC,medium,3,165000,21628.581424332693,29808.579263711817,3588.159613075485,355.5,4.2,residential,72.02,355.5,1111.0,0.7033864746721522,2.57,0.2131904564561009,DEBW_52210005elC,2.1459227467811157,MFH,residential,MFH,29808.579263711817,355.5,1111.0,72.02,0.7033864746721522,2.57,0.2131904564561009,0.20258790436005625,False
DEBW_52210005ela,DEBW_52210005ela,medium,3,165000,22471.431761557207,30626.45300289705,3471.744937225784,301.5,4.2,residential,79.31,301.5,942.2,0.7077916186805179,2.57,0.2116118359614717,DEBW_52210005ela,1.718213058419244,MFH,residential,MFH,30626.45300289705,301.5,942.2,79.31,0.7077916186805179,2.57,0.2116118359614717,0.2630514096185738,False
DEBW_52210005ely,DEBW_52210005ely,medium,3,165000,10306.563751552356,14769.463113571312,1575.876924699854,99.3,4.2,residential,33.38,99.3,355.9,0.6864182328796715,2.5699999999999994,0.1836588720770289,DEBW_52210005ely,1.2674271229404308,EFH,residential,EFH,14769.463113571312,99.3,355.9,33.38,0.6864182328796715,2.5699999999999994,0.1836588720770289,0.33615307150050355,False
DEBW_52210005em7,DEBW_52210005em7,medium,3,165000,42520.48075206006,60527.76086845528,7152.993579671251,831.7,4.2,residential,143.68,831.7,2599.0,0.6746600982788848,2.57,0.2248231833260311,DEBW_52210005em7,2.3696682464454977,MFH,residential,MFH,60527.76086845528,831.7,2599.0,143.68,0.6746600982788848,2.57,0.2248231833260311,0.17275459901406756,False
DEBW_52210005enf,DEBW_52210005enf,medium,3,165000,35433.080901327354,55858.40317257047,5959.060523985183,863.9,4.2,residential,124.56,863.9,2699.8,0.7233246971191357,2.57,0.215718194728274,DEBW_52210005enf,2.8985507246376816,GMH,residential,GMH,55858.40317257047,863.9,2699.8,124.56,0.7233246971191357,2.57,0.215718194728274,0.14418335455492534,True
DEBW_52210005evc,DEBW_52210005evc,medium,3,165000,24560.59223570728,32758.07323796229,4250.412134271881,411.7,4.2,residential,81.05,411.7,1286.5,0.7043872016112421,2.57,0.2128581558421094,DEBW_52210005evc,2.2172949002217295,MFH,residential,MFH,32758.07323796229,411.7,1286.5,81.05,0.7043872016112421,2.57,0.2128581558421094,0.19686665047364585,False
DEBW_52210005fBS,DEBW_52210005fBS,medium,3,165000,20776.76321658386,27385.78315367162,3590.5868539294497,363.3,4.2,residential,73.41,363.3,936.4,0.7520258364412734,2.5700000000000003,0.197710746027471,DEBW_52210005fBS,1.7889087656529514,MFH,residential,MFH,27385.78315367162,363.3,936.4,73.41,0.7520258364412734,2.5700000000000003,0.197710746027471,0.20206440957886043,False
DEBW_52210005fRL,DEBW_52210005fRL,medium,3,165000,14308.3215740612,22355.878897570165,2039.3520674902177,215.2,4.2,residential,47.8,215.2,672.4,0.6811639083290782,2.5700000000000003,0.1861008370644345,DEBW_52210005fRL,1.6051364365971108,EFH,residential,EFH,22355.878897570165,215.2,672.4,47.8,0.6811639083290782,2.5700000000000003,0.1861008370644345,0.22211895910780668,False
DEBW_52210005fRo,DEBW_52210005fRo,medium,3,165000,19676.69946875379,25279.347916052207,3590.547259520973,325.1,4.2,residential,63.08,325.1,1016.0,0.6660169844309382,2.57,0.2288077188146106,DEBW_52210005fRo,2.0964360587002098,MFH,residential,MFH,25279.347916052207,325.1,1016.0,63.08,0.6660169844309382,2.57,0.2288077188146106,0.1940326053521993,False
DEBW_52210005fiS,DEBW_52210005fiS,medium,3,165000,13604.890876503525,21016.106460702777,1950.600012107552,208.6,4.2,residential,45.41,208.6,652.0,0.6869566737658539,2.5700000000000007,0.1834747474747474,DEBW_52210005fiS,1.5772870662460567,EFH,residential,EFH,21016.106460702777,208.6,652.0,45.41,0.6869566737658539,2.5700000000000007,0.1834747474747474,0.2176893576222435,False
DEBW_52210005g5H,DEBW_52210005g5H,medium,3,165000,6450.494400480502,8878.664252057491,1049.031517076459,85.5,4.2,residential,21.11,85.5,196.5,0.7121900566393958,2.57,0.1730327868852459,DEBW_52210005g5H,0.9823182711198428,EFH,residential,EFH,8878.664252057491,85.5,196.5,21.11,0.7121900566393958,2.57,0.1730327868852459,0.24690058479532162,False
DEBW_52210005gBZ,DEBW_52210005gBZ,medium,3,165000,18377.655817749477,24862.34757705011,2841.4830358348927,233.5,4.2,residential,64.45,233.5,729.6,0.6991266350602616,2.57,0.2148118521481185,DEBW_52210005gBZ,1.6313213703099512,MFH,residential,MFH,24862.34757705011,233.5,729.6,64.45,0.6991266350602616,2.57,0.2148118521481185,0.27601713062098504,False
