hour,simstadt_heating_demand_kwh_h
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,9.34771698146111
9,12.88725367958913
10,12.175203182229298
11,11.778528191968247
12,11.825525179137637
13,11.839688588939008
14,12.089035928574456
15,12.545800221687895
16,13.162658167783714
17,13.838828387017056
18,14.260006534713758
19,14.50481259460832
20,14.579782824726037
21,14.600308916347803
22,14.62022398802476
23,14.766664709276407
24,15.08971162259713
25,2.66054390144743
26,0.09887357520161849
27,1.1598125440552474
28,1.9118231296305424
29,2.504907639692691
30,3.0079111037859954
31,3.493576069683234
32,17.179373117172734
33,21.941626650889276
34,20.94604144919676
35,20.255170656558413
36,19.70798923979139
37,19.316556889070352
38,19.09827377719902
39,19.034412644248423
40,19.110732957368544
41,19.34758851397566
42,19.461910490481387
43,19.515943977760447
44,19.564536964311817
45,19.661170524208597
46,19.791745692778115
47,19.99439044080015
48,20.28422296597272
49,6.30349207401721
50,3.74953770124288
51,4.83364603007943
52,5.585557559113642
53,6.205174932380581
54,6.7875193664608044
55,7.315145631826704
56,22.7534629702296
57,27.258735691200055
58,21.70151660999001
59,19.12729097031327
60,17.140412750175454
61,16.577241507341185
62,15.108683414308059
63,13.949422520525095
64,14.838384544527637
65,18.674722513620615
66,19.691443744841227
67,20.19481175093817
68,20.50106679701893
69,20.798520578396264
70,21.108517576564086
71,21.497821267029696
72,21.903829811333907
73,7.442350208748232
74,4.933632158753842
75,6.031181213268848
76,6.836393946481273
77,7.494411826577391
78,8.079348996306063
79,8.611329037342811
80,24.630303550936535
81,28.73712436402305
82,23.982653500638783
83,21.134847216722353
84,20.242311061562617
85,19.285635807804674
86,17.87374805339878
87,16.176457522626507
88,16.379766114858697
89,19.303069507130942
90,21.216380410599232
91,22.075734787053047
92,22.75731449080769
93,23.313329057166587
94,23.801090699488437
95,24.117468134619944
96,24.371167221861377
97,8.981321156092115
98,6.493674658393971
99,7.732239145942828
100,8.652771660849867
101,9.292511220522577
102,9.70677720768798
103,10.026324143610687
104,26.431260227634702
105,31.884562860560806
106,29.29798592933016
107,27.90539675109696
108,26.87580026016793
109,23.933082360291962
110,23.739202100992074
111,24.00116302506164
112,25.336159862463624
113,26.30041754079908
114,26.659538064407418
115,26.81102018667987
116,26.989544074438736
117,27.23167512301946
118,27.460755348556006
119,27.572824941638622
120,27.61568814205357
121,10.979072975691516
122,8.246517859928321
123,9.202231081471425
124,9.850196469141565
125,10.31500969047519
126,10.631299351344925
127,10.865132421457552
128,27.51793706455238
129,32.83054414176991
130,30.95390121992308
131,29.465099221618246
132,28.316794823737524
133,27.431796229054655
134,26.869379291994207
135,26.63080577294981
136,26.53248372971999
137,26.410220035873742
138,26.069967969564598
139,25.664956453795988
140,25.323192172932153
141,25.15285565955293
142,25.00986033222958
143,24.827046534611753
144,24.592624522304064
145,8.737849190670385
146,5.8523352051020545
147,6.65657785916296
148,7.167501630281768
149,7.529076297252273
