hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
8073,783.0976326401146,754.3000000000002,28.797632640114443
8074,726.007621131111,731.4999999999995,-5.4923788688885224
8075,597.0635709386286,681.5000000000001,-84.43642906137154
8076,468.973549502688,665.9999999999999,-197.02645049731188
8077,391.2469996665524,647.9999999999999,-256.75300033344746
8078,371.7248192818637,662.3999999999997,-290.67518071813606
8079,372.3697416695167,661.7999999999998,-289.4302583304831
8080,434.6405075519988,675.2000000000004,-240.5594924480016
8081,500.0815360476727,689.5,-189.41846395232727
8082,545.413890342091,691.5999999999999,-146.1861096579089
8083,596.6095895581013,709.9999999999998,-113.39041044189844
8084,648.6253724437405,736.9999999999997,-88.37462755625916
8085,649.4658976234975,712.7999999999998,-63.3341023765023
8086,677.5297268478504,726.0999999999998,-48.57027315214941
8087,686.9424741957707,721.7999999999998,-34.85752580422911
8088,704.1594947041076,728.9999999999995,-24.840505295891944
8089,726.1055751907335,742.4999999999998,-16.394424809266297
8090,742.882945367537,753.1000000000004,-10.217054632463373
8091,779.7851045454462,782.4999999999999,-2.714895454553698
8092,783.1956796450158,777.3,5.895679645015889
8093,824.9553281803156,813.3999999999999,11.555328180315769
8094,845.7175656865473,826.5000000000002,19.21756568654712
8095,820.3480493152766,791.8,28.54804931527667
8096,816.6041028054027,785.4999999999999,31.104102805402817
8097,817.4901691469831,785.3999999999999,32.09016914698327
8098,787.729019987731,782.4999999999999,5.229019987731135
8099,669.1044024095119,740.1999999999997,-71.09559759048784
8100,580.316405441465,747.9000000000001,-167.58359455853508
8101,483.7610611748696,727.2999999999997,-243.53893882513012
8102,406.8185390569111,728.0999999999997,-321.2814609430886
8103,415.24351589309526,773.9,-358.6564841069047
8104,441.5980533170813,785.6999999999998,-344.10194668291854
8105,513.6809424564045,800.1000000000005,-286.41905754359595
8106,617.481214177713,831.3000000000001,-213.81878582228705
8107,704.5434394148295,856.5,-151.95656058517045
8108,756.947047493905,858.7999999999995,-101.85295250609454
8109,823.0534004168186,886.1000000000006,-63.046599583182
8110,858.8300787047772,889.6000000000003,-30.76992129522307
8111,885.7947026230353,891.2000000000004,-5.405297376965109
8112,935.818785909914,921.3,14.518785909914072
8113,935.4520371629002,903.3000000000003,32.15203716289989
8114,919.9860095664652,875.1999999999996,44.78600956646562
8115,905.0966336387046,853.8,51.296633638704634
8116,865.5252777836419,810.5,55.025277783641855
8117,866.0538354060785,812.8,53.253835406078565
8118,877.1391021068418,825.5000000000002,51.63910210684162
8119,842.4212997684126,789.6999999999999,52.72129976841268
8120,825.0276671615977,776.1999999999999,48.82766716159779
8121,806.6060677534844,762.1999999999999,44.40606775348442
8122,777.2367197044356,740.8999999999997,36.336719704435836
8123,701.3880436174018,710.5999999999999,-9.211956382598146
8124,632.3882369947831,682.5999999999999,-50.21176300521677
8125,563.156716282863,665.4,-102.24328371713693
8126,432.2556928097496,618.0000000000001,-185.74430719025054
8127,360.9151636087259,605.2,-244.28483639127415
8128,354.88612813041084,609.9,-255.01387186958914
8129,378.9069990796641,603.2000000000002,-224.29300092033606
8130,403.2073098797136,587.0000000000001,-183.79269012028652
8131,446.6300036744904,600.0000000000001,-153.3699963255097
8132,459.18227070205546,587.0000000000001,-127.81772929794465
8133,466.5388322246969,576.5000000000001,-109.96116777530324
8134,446.09037749195215,543.4,-97.30962250804782
8135,441.84148274254665,532.3000000000001,-90.45851725745342
8136,446.3448706346042,533.4000000000002,-87.055129365396
8137,433.3608941933472,517.2,-83.83910580665287
8138,419.2183607487369,501.8999999999999,-82.681639251263
8139,412.35705806794414,496.30000000000007,-83.94294193205593
8140,430.0331829953426,515.7,-85.66681700465745
8141,436.4087419205099,520.7,-84.29125807949015
8142,419.02830536403815,501.8999999999999,-82.87169463596177
8143,418.8595287935813,502.59999999999985,-83.74047120641853
8144,418.9987481383593,503.59999999999985,-84.60125186164055
8145,396.4295162706716,481.2000000000003,-84.77048372932865
8146,360.9850756483154,465.10000000000014,-104.11492435168475
8147,299.4237420048416,447.3,-147.87625799515843
8148,262.8560483094866,452.50000000000006,-189.64395169051346
8149,183.0388816461272,422.9999999999997,-239.9611183538725
8150,145.61595752434323,400.4,-254.78404247565675
8151,110.486415716496,363.89999999999986,-253.41358428350387
8152,128.65882788886097,369.3,-240.64117211113904
8153,166.03021213942557,392.1000000000002,-226.06978786057462
8154,190.87204231119944,396.59999999999997,-205.72795768880053
8155,186.345461150704,374.5000000000001,-188.1545388492961
8156,212.2052303347963,391.00000000000017,-178.79476966520386
8157,253.4764926679816,422.2999999999998,-168.82350733201818
8158,292.23986235520084,449.9000000000001,-157.66013764479925
8159,320.1241931554507,467.7000000000001,-147.5758068445494
8160,337.4240518968417,474.6000000000001,-137.17594810315836
8161,336.72501913365375,464.8000000000001,-128.07498086634638
8162,368.8316445870494,491.30000000000007,-122.46835541295064
8163,401.5975371553344,517.3000000000001,-115.70246284466566
8164,424.1037431436034,532.1000000000001,-107.99625685639671
8165,444.27408419388297,544.4999999999999,-100.22591580611692
8166,459.66584738400286,552.8000000000001,-93.13415261599721
8167,464.8978283960028,551.3000000000001,-86.40217160399726
