hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
1751,0.0765123010417529,212.6,-212.52348769895823
1752,1.7958113351889275,224.60000000000008,-222.80418866481116
1753,10.09086723429588,230.80000000000004,-220.70913276570417
1754,33.20962425046675,240.79999999999995,-207.5903757495332
1755,68.76054943339965,248.1,-179.33945056660036
1756,96.50843972551432,244.09999999999997,-147.59156027448563
1757,156.33111507783156,258.7,-102.36888492216843
1758,176.85193843457563,254.09999999999994,-77.24806156542431
1759,208.18304008077803,255.9,-47.71695991922198
1760,238.9667243053974,265.40000000000026,-26.433275694602855
1761,216.48263287954015,265.80000000000024,-49.31736712046009
1762,133.98881456574856,246.49999999999994,-112.51118543425139
1763,25.73886947953192,216.80000000000007,-191.06113052046814
1764,0.6936934555285629,202.39999999999986,-201.7063065444713
1765,0.0,179.3,-179.3
1766,0.0,172.0,-172.0
1767,0.0,153.70000000000005,-153.70000000000005
1768,0.0,154.20000000000007,-154.20000000000007
1769,0.0,174.4,-174.4
1770,0.0,193.59999999999982,-193.59999999999982
1771,0.0,222.90000000000006,-222.90000000000006
1772,0.0,248.2,-248.2
1773,0.0,263.40000000000015,-263.40000000000015
1774,4.036930078961002,291.50000000000006,-287.46306992103905
1775,24.895103572925493,308.2000000000001,-283.3048964270746
1776,80.17177111147441,330.79999999999967,-250.62822888852526
1777,160.2133786208576,344.40000000000003,-184.18662137914242
1778,207.88939205857224,340.80000000000007,-132.91060794142783
1779,252.6640061861867,336.2999999999999,-83.6359938138132
1780,297.41634758974067,335.89999999999986,-38.4836524102592
1781,344.2320032616686,340.0,4.232003261668581
1782,378.7577194909576,337.3999999999999,41.35771949095766
1783,406.22688720184175,333.7999999999997,72.42688720184202
1784,418.876204293539,331.7999999999997,87.07620429353926
1785,400.94107085293217,330.49999999999966,70.44107085293251
1786,351.74619556447675,320.69999999999976,31.04619556447699
1787,273.42228977741206,293.50000000000006,-20.077710222587996
1788,261.63987505623845,284.00000000000006,-22.360124943761605
1789,232.45417865556928,272.80000000000024,-40.34582134443096
1790,151.98899759441218,265.0000000000002,-113.01100240558804
1791,67.36386959075533,258.0,-190.63613040924469
1792,44.04655194226899,261.70000000000005,-217.65344805773105
1793,41.43095492338452,270.70000000000016,-229.26904507661564
1794,50.07232698436524,270.70000000000016,-220.6276730156349
1795,112.21895742940406,283.40000000000003,-171.181042570596
1796,161.7599018167679,285.10000000000014,-123.34009818323224
1797,227.57739758180088,298.9000000000001,-71.32260241819921
1798,290.2492823902495,311.20000000000016,-20.950717609750654
1799,337.8663922162065,317.9999999999999,19.866392216206634
1800,382.5920109975029,324.4999999999996,58.09201099750328
1801,435.73169359736806,334.9999999999998,100.73169359736829
1802,454.2297054113984,330.3999999999997,123.82970541139872
1803,468.5473229669895,326.5999999999996,141.94732296698987
1804,457.97530938681336,309.3000000000001,148.67530938681324
