hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
1498,3016.4299440325103,1656.1999999999994,1360.229944032511
1499,2794.3698804588003,1538.0000000000002,1256.3698804588
1500,2555.648762953288,1462.1000000000006,1093.5487629532875
1501,2304.437389517288,1345.6000000000004,958.8373895172876
1502,2105.7960771893613,1287.6000000000001,818.1960771893612
1503,2013.275079483337,1304.1,709.1750794833372
1504,2011.880042090305,1329.4999999999995,682.3800420903056
1505,1991.1157412800355,1446.8999999999996,544.2157412800359
1506,2013.577216931124,1531.8000000000002,481.7772169311238
1507,2068.745027739358,1590.8,477.94502773935824
1508,2138.228310330165,1695.0000000000002,443.22831033016496
1509,2147.64546676239,1688.3,459.34546676238983
1510,2188.768372002049,1737.4999999999984,451.2683720020507
1511,2227.198815312624,1776.2000000000005,450.9988153126235
1512,2230.1443631861807,1755.8999999999999,474.24436318618086
1513,66.31007805741976,1545.8999999999996,-1479.5899219425798
1514,201.23710943818637,1579.9,-1378.6628905618138
1515,342.229346197235,1574.7999999999997,-1232.5706538027648
1516,462.03641884669526,1539.000000000001,-1076.9635811533058
1517,562.513432764679,1493.8999999999999,-931.3865672353209
1518,660.2017401928791,1467.900000000001,-807.6982598071219
1519,758.0707756119226,1456.8000000000006,-698.729224388078
1520,3129.9955206258032,1708.4000000000012,1421.595520625802
1521,3007.67640583688,1666.4,1341.2764058368798
1522,2885.0923395113878,1611.3000000000002,1273.7923395113876
1523,2707.0857873083683,1514.6999999999991,1192.3857873083691
1524,2471.037828298766,1418.9000000000005,1052.1378282987653
1525,2273.26026571952,1349.3000000000006,923.9602657195192
1526,2101.632739102832,1326.3000000000002,775.332739102832
1527,2032.486207079964,1306.9999999999995,725.4862070799645
1528,1935.8418065023611,1320.7999999999995,615.0418065023616
1529,1921.873338928444,1319.4999999999995,602.3733389284444
1530,1916.254237036592,1381.6000000000004,534.6542370365917
1531,1902.9610879387355,1361.0,541.9610879387355
1532,1872.4710911736197,1323.8999999999999,548.5710911736198
1533,1858.9774131925456,1320.6999999999996,538.277413192546
1534,1850.9955332170923,1325.6,525.3955332170924
1535,1829.7290220129933,1305.8999999999996,523.8290220129936
1536,1826.6450591239152,1317.1999999999996,509.4450591239156
1537,0.0648208394787035,1019.8,-1019.7351791605213
1538,0.4841271816784591,980.4,-979.9158728183215
1539,8.423944827679716,1028.3999999999999,-1019.9760551723201
1540,33.99951789308635,1083.8000000000004,-1049.8004821069142
