hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_kwh_h
1475,1390.4222212983968,465.2999999999999,925.1222212983969
1476,1267.4578052628985,462.99999999999994,804.4578052628985
1477,1160.0769682775822,459.49999999999994,700.5769682775822
1478,1086.1995303243286,470.09999999999985,616.0995303243287
1479,977.8464020923313,468.69999999999993,509.1464020923314
1480,911.0984967204315,471.6,439.4984967204315
1481,898.781146446021,490.79999999999995,407.98114644602106
1482,913.7211770373984,491.9,421.82117703739846
1483,934.0609593026139,490.59999999999997,443.46095930261396
1484,941.505611232372,484.29999999999995,457.205611232372
1485,966.9406882460045,489.90000000000003,477.04068824600444
1486,993.2409744650538,496.40000000000003,496.84097446505376
1487,1010.224241519627,499.80000000000007,510.4242415196269
1488,996.4971025841077,485.09999999999997,511.3971025841077
1489,0.0,400.6,-400.6
1490,0.0,394.8999999999998,-394.8999999999998
1491,0.0,401.79999999999995,-401.79999999999995
1492,0.0617432784274672,391.5999999999999,-391.53825672157245
1493,0.5739491717856926,397.2,-396.6260508282143
1494,1.2106975715269244,394.1999999999999,-392.98930242847297
1495,3.338204195341492,388.29999999999984,-384.9617958046583
1496,1930.1109462146069,460.1,1470.010946214607
1497,1730.9114301771945,445.7000000000001,1285.2114301771944
1498,1488.5688489814409,423.40000000000003,1065.1688489814408
1499,1226.4655908570826,393.5999999999999,832.8655908570827
1500,959.7178502810665,374.29999999999995,585.4178502810665
1501,690.5244041711331,344.50000000000006,346.0244041711331
1502,484.24965600560927,329.7999999999996,154.44965600560965
1503,389.5087976047661,333.1999999999997,56.30879760476637
1504,404.0618270020282,341.80000000000007,62.261827002028156
1505,422.42474070744214,370.5000000000001,51.92474070744203
1506,462.5671709119358,392.69999999999993,69.86717091193589
1507,540.6515418668964,407.9999999999999,132.65154186689654
1508,636.382929057849,434.1000000000002,202.28292905784878
1509,675.6621069822746,433.1000000000001,242.56210698227454
1510,734.1077258852441,445.50000000000006,288.60772588524407
1511,784.3726980700764,455.19999999999993,329.1726980700764
1512,801.5985334592376,449.3,352.2985334592376
1513,0.0,395.39999999999986,-395.39999999999986
1514,0.0,405.4999999999998,-405.4999999999998
1515,0.0,404.2999999999997,-404.2999999999997
1516,0.0,393.6999999999999,-393.6999999999999
1517,0.3894814272567062,383.2,-382.81051857274326
1518,0.8101409581039789,375.99999999999983,-375.18985904189583
1519,1.5371611464409525,372.5000000000001,-370.96283885355916
1520,1773.2543859613522,437.8000000000001,1335.454385961352
1521,1585.731809710886,426.50000000000006,1159.231809710886
1522,1410.5863644641977,413.0999999999999,997.4863644641978
1523,1204.3962048053497,389.2999999999999,815.0962048053498
1524,952.0123247811124,364.20000000000005,587.8123247811124
1525,731.177364380017,346.00000000000006,385.17736438001697
1526,548.337962058696,340.50000000000006,207.83796205869595
1527,471.7964808650877,333.7999999999997,137.99648086508796
1528,402.79866065355355,337.99999999999994,64.79866065355361
1529,407.4964005350209,337.0999999999999,70.39640053502097
1530,437.94762000824124,353.7000000000001,84.24762000824114
1531,460.22250790807357,348.7000000000001,111.52250790807346
1532,474.4687401563887,339.09999999999997,135.36874015638875
1533,498.9263383907826,337.8999999999999,161.02633839078266
1534,522.8044143242942,340.3,182.50441432429415
1535,531.8527473222491,333.69999999999976,198.15274732224935
1536,552.1078569377969,336.79999999999995,215.30785693779694
1537,0.0,261.20000000000005,-261.20000000000005
1538,0.0,251.29999999999995,-251.29999999999995
1539,0.0,264.1000000000002,-264.1000000000002
1540,0.0,277.30000000000007,-277.30000000000007
1541,0.0,279.80000000000007,-279.80000000000007
1542,0.0,292.90000000000003,-292.90000000000003
1543,0.0,288.29999999999995,-288.29999999999995
1544,1259.038607628269,357.5000000000003,901.5386076282687
1545,1114.8076418592186,348.60000000000014,766.2076418592185
1546,967.6448705603096,337.79999999999995,629.8448705603097
1547,745.5836732608569,303.5000000000002,442.0836732608567
1548,553.8897073110514,296.6,257.2897073110514
1549,376.24164710359736,283.1000000000001,93.14164710359728
1550,232.38126012425636,278.1000000000001,-45.71873987574372
1551,151.6603863980768,257.00000000000006,-105.33961360192325
1552,134.85002745644593,276.10000000000014,-141.2499725435542
1553,150.47562991386644,288.69999999999993,-138.2243700861335
1554,191.6450745971158,301.7000000000002,-110.05492540288441
1555,296.8207636896034,331.3999999999997,-34.57923631039631
1556,353.83077709302216,334.69999999999976,19.130777093022402
1557,409.6588953119474,342.49999999999994,67.15889531194745
1558,437.1427610122702,335.89999999999986,101.24276101227036
1559,484.8811972583283,346.1,138.7811972583283
1560,514.4491487933312,347.1000000000001,167.34914879333115
1561,0.0,280.6000000000001,-280.6000000000001
1562,0.0,273.8000000000002,-273.8000000000002
1563,0.0,263.8000000000001,-263.8000000000001
1564,0.0,256.20000000000005,-256.20000000000005
1565,0.0,251.49999999999994,-251.49999999999994
1566,0.0,257.40000000000003,-257.40000000000003
1567,0.0,262.10000000000014,-262.10000000000014
1568,1152.7256053492704,336.4999999999999,816.2256053492705
1569,1072.9178987660623,344.70000000000005,728.2178987660623
1570,989.4338870528813,344.40000000000003,645.0338870528813
1571,874.8754019857272,342.79999999999995,532.0754019857272
1572,724.3493372058539,326.39999999999964,397.94933720585425
1573,639.818687130768,318.2999999999999,321.5186871307681
1574,505.24785875599827,299.80000000000007,205.4478587559982
1575,425.445540195754,294.0000000000001,131.4455401957539
1576,412.80351126099845,299.5000000000001,113.30351126099833
1577,384.93276007409844,283.40000000000003,101.5327600740984
1578,382.1500478801124,284.90000000000015,97.25004788011228
1579,401.8163092106051,288.49999999999994,113.31630921060514
1580,427.43051424401824,294.30000000000007,133.13051424401817
1581,457.60237646001366,302.90000000000026,154.7023764600134
1582,462.0335865311198,299.30000000000007,162.73358653111973
1583,475.64797450103003,301.10000000000014,174.5479745010299
1584,475.729998472691,296.70000000000005,179.02999847269098
1585,0.0,220.8000000000001,-220.8000000000001
1586,0.0,246.79999999999995,-246.79999999999995
1587,0.0,249.49999999999997,-249.49999999999997
1588,0.0,256.8,-256.8
1589,0.0,256.0,-256.0
1590,0.0,262.20000000000016,-262.20000000000016
1591,0.0,259.20000000000005,-259.20000000000005
1592,1158.9348126273785,341.70000000000005,817.2348126273785
1593,1049.3434444261916,349.3,700.0434444261916
1594,881.341859958406,342.09999999999997,539.2418599584059
1595,677.4266108948253,324.89999999999964,352.5266108948257
1596,511.7826926089106,312.4000000000001,199.38269260891053
1597,350.3166627727553,296.40000000000003,53.916662772755274
1598,251.11324033489026,298.20000000000005,-47.08675966510978
1599,136.2789532503172,289.19999999999993,-152.92104674968274
1600,96.6685461953003,299.5000000000001,-202.83145380469983
1601,112.48154371111855,307.3000000000002,-194.81845628888163
1602,218.2846665972193,335.59999999999985,-117.31533340278054
1603,295.20715183132165,345.6000000000001,-50.39284816867843
1604,391.05146096630597,365.80000000000007,25.2514609663059
1605,462.4334717909147,376.3999999999998,86.03347179091492
1606,528.9202639323559,389.2999999999999,139.62026393235595
1607,600.5684083978842,406.59999999999985,193.9684083978844
1608,697.4372973627401,439.0000000000001,258.43729736273997
1609,0.0,371.5000000000001,-371.5000000000001
1610,0.0,375.2999999999999,-375.2999999999999
1611,0.0,383.5,-383.5
1612,0.0,380.20000000000005,-380.20000000000005
1613,0.1634850774616201,379.49999999999994,-379.3365149225383
1614,0.5805902359846551,371.5000000000001,-370.9194097640155
1615,1.11300297540089,375.89999999999986,-374.786997024599
1616,1686.0917448543603,447.80000000000007,1238.2917448543603
1617,1494.387211623105,438.3000000000001,1056.0872116231048
1618,1250.4555104867898,406.1999999999999,844.25551048679
1619,1008.5177240085134,385.39999999999986,623.1177240085135
1620,726.9149633263676,344.20000000000005,382.7149633263675
1621,481.39946368947835,308.0000000000001,173.39946368947824
1622,260.8723159642627,283.1000000000001,-22.227684035737354
1623,109.51349343722715,266.50000000000017,-156.986506562773
1624,53.40636078850112,272.00000000000017,-218.59363921149907
1625,43.709743142098766,283.6000000000001,-239.8902568579013
1626,82.55494032268213,313.90000000000003,-231.34505967731792
1627,187.1240515913416,342.99999999999994,-155.87594840865833
1628,290.87345626021477,361.00000000000006,-70.12654373978529
1629,366.5751479280036,365.70000000000005,0.875147928003571
1630,443.3087839071446,377.1999999999998,66.10878390714475
1631,510.630775636973,388.99999999999983,121.63077563697317
1632,578.2133001975349,401.9,176.3133001975349
1633,0.0,320.49999999999983,-320.49999999999983
1634,0.0,331.0999999999997,-331.0999999999997
1635,0.0,333.69999999999976,-333.69999999999976
1636,0.0,336.79999999999995,-336.79999999999995
1637,0.0,356.5000000000003,-356.5000000000003
1638,0.1611424400745721,354.10000000000014,-353.93885755992557
1639,0.5784936066584436,358.3000000000001,-357.72150639334166
1640,1527.6351007725825,436.2000000000001,1091.4351007725825
1641,1345.0712955093286,419.7000000000001,925.3712955093285
1642,1066.6061793213735,369.70000000000016,696.9061793213733
1643,820.0486267094452,337.99999999999994,482.0486267094453
1644,557.5755650788734,299.9000000000001,257.6755650788733
1645,308.98127216534743,270.40000000000015,38.581272165347286
1646,121.02754249015588,254.59999999999994,-133.57245750984407
1647,32.944888141109,245.19999999999993,-212.25511185889093
1648,11.487664486376984,243.7,-232.212335513623
1649,8.294401496336894,254.19999999999993,-245.90559850366304
1650,18.275739661840483,278.0000000000001,-259.72426033815964
1651,63.260376110698964,305.90000000000026,-242.6396238893013
1652,142.2427700867505,317.9999999999999,-175.75722991324938
1653,242.03215752163618,335.79999999999984,-93.76784247836366
1654,309.5912147718173,340.3,-30.708785228182705
1655,362.23834037310905,340.6000000000001,21.638340373108974
1656,442.3835218397639,360.6000000000001,81.78352183976381
1657,0.0,284.7000000000001,-284.7000000000001
1658,0.0,296.50000000000006,-296.50000000000006
1659,0.0,299.30000000000007,-299.30000000000007
1660,0.0,298.80000000000007,-298.80000000000007
1661,0.0,301.00000000000017,-301.00000000000017
1662,0.0,301.00000000000017,-301.00000000000017
1663,0.0,300.7000000000001,-300.7000000000001
1664,1253.312638726417,383.59999999999997,869.712638726417
1665,1092.7382343248064,364.00000000000006,728.7382343248064
1666,911.2652107187209,353.60000000000014,557.6652107187208
1667,709.5693133031787,335.19999999999976,374.3693133031789
1668,448.3288574150962,288.49999999999994,159.82885741509625
1669,224.99097127000024,265.0000000000002,-40.00902872999998
1670,51.07232784701142,237.79999999999998,-186.72767215298856
1671,7.540348128253783,224.70000000000007,-217.1596518717463
1672,1.337111217375929,226.30000000000007,-224.96288878262413
1673,1.3810956874895317,243.79999999999998,-242.41890431251045
1674,4.71319494097778,267.5000000000002,-262.78680505902247
1675,19.173649972963496,292.50000000000006,-273.32635002703654
1676,54.09583462435921,303.8000000000002,-249.70416537564097
1677,142.21298974175684,324.39999999999964,-182.1870102582428
1678,238.44201382884492,339.2,-100.75798617115507
1679,321.6990972345817,350.3,-28.60090276541831
1680,392.23972367140846,360.0000000000001,32.23972367140834
1681,0.0,294.0000000000001,-294.0000000000001
1682,0.0,293.70000000000005,-293.70000000000005
1683,0.0,290.70000000000005,-290.70000000000005
1684,0.0,290.1,-290.1
1685,0.0,299.30000000000007,-299.30000000000007
1686,0.0,299.00000000000006,-299.00000000000006
1687,0.0,279.80000000000007,-279.80000000000007
1688,1165.0493179802522,364.20000000000005,800.8493179802522
1689,1042.1168296672172,355.90000000000026,686.2168296672169
1690,836.5193124680925,332.09999999999974,504.41931246809276
1691,586.9037055542747,289.29999999999995,297.6037055542747
1692,327.73889421855574,249.59999999999997,78.13889421855578
1693,141.9842236920133,229.20000000000002,-87.21577630798672
1694,19.78213999042889,208.7999999999999,-189.017860009571
1695,0.361815183443014,186.89999999999995,-186.53818481655694
1696,0.0,181.2,-181.2
1697,0.0,184.99999999999997,-184.99999999999997
1698,0.0,210.0999999999999,-210.0999999999999
1699,0.0,226.4000000000001,-226.4000000000001
1700,0.0197985320701322,226.50000000000009,-226.48020146792996
1701,1.3122160787469501,230.60000000000008,-229.28778392125312
1702,8.711744401879617,243.99999999999997,-235.28825559812034
1703,23.652903488069633,248.1,-224.44709651193037
1704,56.07823096880836,256.9,-200.82176903119162
1705,0.0,181.29999999999998,-181.29999999999998
1706,0.0,181.6,-181.6
1707,0.0,171.20000000000002,-171.20000000000002
1708,0.0,164.1,-164.1
1709,0.0,153.70000000000005,-153.70000000000005
1710,0.0,162.89999999999998,-162.89999999999998
1711,0.0,155.70000000000005,-155.70000000000005
1712,439.48375550670846,231.70000000000007,207.7837555067084
1713,369.39736827083453,213.50000000000003,155.8973682708345
1714,272.4682638974239,202.1999999999999,70.26826389742402
1715,182.19081116281194,185.09999999999997,-2.909188837188026
1716,61.45340986865639,169.40000000000003,-107.94659013134364
1717,0.0412060636366797,150.10000000000005,-150.05879393636337
1718,0.0,146.29999999999998,-146.29999999999998
1719,0.0,128.79999999999995,-128.79999999999995
1720,0.0,109.89999999999999,-109.89999999999999
1721,0.0,133.89999999999998,-133.89999999999998
1722,0.0,152.30000000000007,-152.30000000000007
1723,0.0,176.20000000000005,-176.20000000000005
1724,0.0,191.89999999999986,-191.89999999999986
1725,0.0,205.69999999999987,-205.69999999999987
1726,0.0,210.5999999999999,-210.5999999999999
1727,0.0,206.59999999999985,-206.59999999999985
1728,0.0,209.99999999999991,-209.99999999999991
1729,0.0,121.7,-121.7
1730,0.0,121.7,-121.7
1731,0.0,124.79999999999998,-124.79999999999998
1732,0.0,129.2,-129.2
1733,0.0,134.69999999999996,-134.69999999999996
1734,0.0,149.4,-149.4
1735,0.0,154.70000000000005,-154.70000000000005
1736,160.4702265268438,233.50000000000006,-73.02977347315627
1737,110.19450760384085,209.39999999999992,-99.20549239615907
1738,30.027960215334407,197.1999999999998,-167.17203978466537
1739,0.0247387918285507,172.79999999999998,-172.77526120817143
1740,0.1309278616143078,172.7,-172.56907213838568
1741,0.0,156.3,-156.3
1742,0.0,136.29999999999995,-136.29999999999995
1743,0.0,136.69999999999996,-136.69999999999996
1744,0.0,142.60000000000005,-142.60000000000005
1745,0.0,149.8,-149.8
1746,0.0,159.39999999999995,-159.39999999999995
1747,0.0,172.4,-172.4
1748,0.0,196.19999999999982,-196.19999999999982
1749,0.0,208.7999999999999,-208.7999999999999
1750,0.0,233.40000000000006,-233.40000000000006
1751,0.1517524863297971,230.80000000000004,-230.64824751367024
1752,3.0577029199781194,243.79999999999998,-240.74229708002187
1753,0.0,169.40000000000003,-169.40000000000003
1754,0.0,180.9,-180.9
1755,0.0,188.49999999999994,-188.49999999999994
1756,0.0,184.0,-184.0
1757,0.0,200.29999999999987,-200.29999999999987
1758,0.0,193.69999999999985,-193.69999999999985
1759,0.0,195.69999999999982,-195.69999999999982
1760,460.5186128685116,288.29999999999995,172.21861286851163
1761,401.6282120933741,288.49999999999994,113.12821209337415
1762,273.5774812269942,267.5000000000002,6.077481226993996
1763,102.16003906598333,236.3,-134.1399609340167
1764,12.277685714962749,220.20000000000007,-207.92231428503732
1765,0.0,194.09999999999982,-194.09999999999982
1766,0.0,187.19999999999996,-187.19999999999996
1767,0.0,167.7,-167.7
1768,0.0,168.1,-168.1
1769,0.0,189.3999999999999,-189.3999999999999
1770,0.0,210.69999999999993,-210.69999999999993
1771,0.0,241.79999999999995,-241.79999999999995
1772,0.0,269.90000000000015,-269.90000000000015
1773,0.0,285.90000000000015,-285.90000000000015
1774,2.261993584153515,316.29999999999995,-314.03800641584644
1775,20.93180135741281,334.19999999999976,-313.268198642587
1776,76.24160651613273,361.00000000000006,-284.75839348386734
1777,0.0,293.00000000000006,-293.00000000000006
1778,0.0,288.29999999999995,-288.29999999999995
1779,0.0,284.20000000000005,-284.20000000000005
1780,0.0,284.00000000000006,-284.00000000000006
1781,0.0,287.70000000000005,-287.70000000000005
1782,0.0,286.0000000000001,-286.0000000000001
1783,0.0,282.10000000000014,-282.10000000000014
1784,862.1190406938259,361.6,500.5190406938259
1785,775.6186609588626,360.7000000000001,414.9186609588625
1786,656.9046508172444,348.4000000000001,308.5046508172443
1787,514.912989718862,318.6999999999998,196.21298971886222
1788,457.30140692798847,308.2000000000001,149.10140692798836
1789,394.76477372802117,296.50000000000006,98.26477372802111
1790,272.43870410655677,287.8,-15.361295893443241
1791,134.3565930656279,280.1000000000001,-145.7434069343722
1792,73.48081816499143,283.70000000000005,-210.2191818350086
1793,55.538183711447644,293.4000000000001,-237.86181628855246
1794,58.69624115741016,293.50000000000006,-234.8037588425899
1795,127.40503041706815,307.70000000000016,-180.29496958293203
1796,194.22719282274954,308.90000000000015,-114.6728071772506
1797,276.28326722411543,324.2999999999996,-48.01673277588418
1798,351.4016843923007,337.3999999999999,14.001684392300774
1799,409.2310222620205,345.30000000000007,63.931022262020406
1800,460.2628291760044,351.8,108.46282917600439
1801,0.0,283.1000000000001,-283.1000000000001
1802,0.0,277.70000000000016,-277.70000000000016
1803,0.0,272.80000000000024,-272.80000000000024
1804,0.0,255.7,-255.7
1805,0.0,269.70000000000016,-269.70000000000016
1806,0.0,249.49999999999997,-249.49999999999997
1807,0.0,235.70000000000002,-235.70000000000002
1808,1012.5078818606279,291.00000000000006,721.5078818606278
1809,858.30701149009,276.10000000000014,582.2070114900898
1810,695.3685442863584,264.00000000000017,431.36854428635826
1811,514.4508181203544,254.19999999999993,260.25081812035444
1812,341.2801802160118,223.40000000000006,117.88018021601172
1813,181.76833519311137,203.89999999999986,-22.131664806888494
1814,19.249648790215172,179.20000000000002,-159.95035120978486
1815,1.1833993412047668,176.00000000000006,-174.8166006587953
1816,0.1037142587190784,185.29999999999995,-185.1962857412809
1817,0.0,180.10000000000002,-180.10000000000002
1818,0.0,203.19999999999985,-203.19999999999985
1819,0.9947955676811129,210.89999999999992,-209.9052044323188
1820,8.860836888428118,215.80000000000007,-206.93916311157196
1821,23.25592934424814,215.50000000000009,-192.24407065575195
1822,41.27296851324987,209.8999999999999,-168.62703148675
1823,71.95218334322513,208.5999999999999,-136.64781665677478
1824,116.29788397496802,215.60000000000008,-99.30211602503206
1825,0.0,130.49999999999994,-130.49999999999994
1826,0.0,123.20000000000002,-123.20000000000002
1827,0.0,136.29999999999995,-136.29999999999995
1828,0.0,132.39999999999995,-132.39999999999995
1829,0.0,125.19999999999997,-125.19999999999997
1830,0.0,134.29999999999995,-134.29999999999995
1831,0.0,125.89999999999999,-125.89999999999999
1832,364.80386416394737,193.69999999999985,171.10386416394752
1833,269.1186925243909,188.69999999999993,80.41869252439096
1834,145.0494186077545,186.09999999999994,-41.05058139224545
1835,8.630865139724595,160.1999999999999,-151.5691348602753
1836,0.0,139.29999999999998,-139.29999999999998
1837,0.0,124.3,-124.3
1838,0.0,103.79999999999997,-103.79999999999997
1839,0.0,86.00000000000001,-86.00000000000001
1840,0.0,87.00000000000001,-87.00000000000001
1841,0.0,96.19999999999996,-96.19999999999996
1842,0.0,118.40000000000005,-118.40000000000005
1843,0.0,136.49999999999997,-136.49999999999997
1844,0.0,152.00000000000006,-152.00000000000006
1845,0.0,159.39999999999995,-159.39999999999995
1846,0.0,163.49999999999997,-163.49999999999997
1847,0.0,169.30000000000004,-169.30000000000004
1848,0.0,196.6999999999998,-196.6999999999998
1849,0.0,116.80000000000004,-116.80000000000004
1850,0.0,123.50000000000001,-123.50000000000001
1851,0.0,136.49999999999997,-136.49999999999997
1852,0.0,142.50000000000003,-142.50000000000003
1853,0.0,140.70000000000005,-140.70000000000005
1854,0.0,149.4,-149.4
1855,0.0,159.29999999999995,-159.29999999999995
1856,0.6231763494861229,238.9,-238.27682365051388
1857,0.5300633820904678,220.20000000000007,-219.6699366179096
1858,0.0,191.79999999999984,-191.79999999999984
1859,0.0,171.8,-171.8
1860,0.0,159.59999999999994,-159.59999999999994
1861,0.0,151.30000000000004,-151.30000000000004
1862,0.0,139.29999999999998,-139.29999999999998
1863,0.0,146.29999999999998,-146.29999999999998
1864,0.0,155.9,-155.9
1865,0.0,169.30000000000004,-169.30000000000004
1866,0.0,186.89999999999995,-186.89999999999995
1867,0.0,224.00000000000009,-224.00000000000009
1868,0.0,248.59999999999997,-248.59999999999997
1869,0.0,257.9,-257.9
1870,0.0,282.6000000000001,-282.6000000000001
1871,0.0,305.90000000000026,-305.90000000000026
1872,0.0,322.6999999999997,-322.6999999999997
1873,0.0,249.59999999999997,-249.59999999999997
1874,0.0,256.0,-256.0
1875,0.0,262.10000000000014,-262.10000000000014
1876,0.0,259.7,-259.7
1877,0.0,253.29999999999993,-253.29999999999993
1878,0.0,253.29999999999993,-253.29999999999993
1879,0.0,251.89999999999995,-251.89999999999995
1880,346.4173208969221,322.59999999999974,23.817320896922354
1881,312.24812173649195,313.1,-0.8518782635080697
1882,211.68161573128933,286.80000000000007,-75.11838426871074
1883,94.29563384606125,263.90000000000015,-169.60436615393888
1884,47.33487225195136,243.39999999999998,-196.0651277480486
1885,5.85445885227467,233.10000000000005,-227.2455411477254
1886,0.0,209.99999999999991,-209.99999999999991
1887,0.0,211.99999999999994,-211.99999999999994
1888,0.0,207.09999999999985,-207.09999999999985
1889,0.0,216.20000000000005,-216.20000000000005
1890,0.0,226.10000000000005,-226.10000000000005
1891,0.0,248.1,-248.1
1892,0.0,259.40000000000003,-259.40000000000003
1893,0.0294230432948466,258.1,-258.07057695670517
1894,1.6954007107300428,264.30000000000024,-262.6045992892702
1895,13.482624495467682,277.4000000000001,-263.9173755045324
1896,43.716262588445936,288.29999999999995,-244.583737411554
1897,0.0,205.9999999999999,-205.9999999999999
1898,0.0,208.29999999999987,-208.29999999999987
1899,0.0,226.50000000000009,-226.50000000000009
1900,0.0,231.10000000000008,-231.10000000000008
1901,0.0,232.80000000000007,-232.80000000000007
1902,0.0,222.30000000000004,-222.30000000000004
1903,0.0,218.60000000000008,-218.60000000000008
1904,634.6074327886904,313.7000000000001,320.9074327886903
1905,513.2714353802469,287.4000000000001,225.8714353802468
1906,357.70313732200196,258.3,99.40313732200195
1907,166.95761831875495,227.70000000000007,-60.74238168124512
1908,19.368247003846854,198.29999999999976,-178.9317529961529
1909,0.0,177.9,-177.9
1910,0.0,160.0999999999999,-160.0999999999999
1911,0.0,164.6,-164.6
1912,0.0,173.0,-173.0
1913,0.0,177.3,-177.3
1914,0.0,195.39999999999984,-195.39999999999984
1915,0.0,215.00000000000009,-215.00000000000009
1916,0.0,223.30000000000007,-223.30000000000007
1917,0.0,235.50000000000003,-235.50000000000003
1918,0.0,236.4,-236.4
1919,0.0,244.89999999999995,-244.89999999999995
1920,0.2587706335387371,264.80000000000024,-264.5412293664615
1921,0.0,190.59999999999985,-190.59999999999985
1922,0.0,210.39999999999992,-210.39999999999992
1923,0.0,238.9,-238.9
1924,0.0,251.19999999999993,-251.19999999999993
1925,0.0,262.5000000000001,-262.5000000000001
1926,0.0,272.30000000000024,-272.30000000000024
1927,0.0,271.9000000000002,-271.9000000000002
1928,544.6702334764578,344.20000000000005,200.4702334764578
1929,504.81066831486635,345.40000000000003,159.4106683148663
1930,416.5575158899623,336.79999999999995,79.75751588996235
1931,347.80675526245227,315.79999999999995,32.006755262452316
1932,200.2776695069403,297.9000000000001,-97.62233049305979
1933,71.40435817950164,290.0,-218.59564182049837
1934,23.05362056355264,291.4000000000001,-268.3463794364475
1935,7.676077085324879,291.6000000000001,-283.9239229146752
1936,2.66530486423769,291.90000000000003,-289.23469513576237
1937,2.9978085706352067,302.90000000000026,-299.9021914293651
1938,12.295722612061853,332.9999999999997,-320.70427738793785
1939,39.629924991707064,358.5000000000001,-318.87007500829304
1940,97.53529497502655,370.5000000000001,-272.96470502497357
1941,216.49168166809034,392.69999999999993,-176.2083183319096
1942,312.6969346258097,397.0,-84.30306537419028
1943,418.44307946844685,414.79999999999995,3.6430794684468992
1944,520.4177334560558,434.60000000000014,85.81773345605563
1945,0.0,363.6,-363.6
1946,0.0,367.70000000000016,-367.70000000000016
1947,0.0,369.0000000000002,-369.0000000000002
1948,0.0,371.7000000000001,-371.7000000000001
1949,0.0,367.1000000000002,-367.1000000000002
1950,0.3259951170857088,363.6,-363.2740048829143
1951,0.7379162870032056,368.90000000000026,-368.16208371299706
1952,1479.9451800491697,434.70000000000016,1045.2451800491694
1953,1249.166497050835,404.19999999999976,844.9664970508352
1954,985.2432960876791,368.30000000000024,616.9432960876788
1955,703.6103113295353,327.19999999999965,376.41031132953566
1956,435.7463862019583,293.00000000000006,142.74638620195822
1957,178.7126942856276,257.7,-78.98730571437238
1958,49.13973353227432,254.09999999999994,-204.9602664677256
1959,11.857307737302234,249.0,-237.14269226269778
1960,3.335730942414571,251.99999999999994,-248.6642690575854
1961,2.7754120995929714,265.80000000000024,-263.02458790040725
1962,9.798564004047893,302.6000000000002,-292.8014359959523
1963,26.80629226304035,330.49999999999966,-303.6937077369593
1964,80.77044335037695,355.50000000000017,-274.7295566496232
1965,153.63368512324058,358.5000000000001,-204.86631487675953
1966,234.8217186598839,360.6000000000001,-125.77828134011617
1967,324.95275973777166,369.8000000000002,-44.847240262228524
1968,398.70041298942715,376.3999999999998,22.300412989427343
1969,0.0,295.30000000000007,-295.30000000000007
1970,0.0,314.09999999999997,-314.09999999999997
1971,0.0,333.69999999999976,-333.69999999999976
1972,0.0,333.89999999999975,-333.89999999999975
1973,0.0,342.2999999999999,-342.2999999999999
1974,0.0,342.0,-342.0
1975,0.1793837826593622,343.49999999999994,-343.32061621734056
1976,1343.209961462962,424.0,919.2099614629619
1977,1156.5544235947305,407.39999999999986,749.1544235947306
1978,948.1119435606137,386.49999999999994,561.6119435606138
1979,699.3812212832922,354.10000000000014,345.2812212832921
1980,459.9271044551085,329.4999999999996,130.42710445510892
1981,262.5819477923592,313.30000000000007,-50.71805220764088
1982,123.09559050932361,306.60000000000025,-183.50440949067664
1983,38.54591260680464,295.1000000000001,-256.55408739319546
1984,23.60770519979223,306.30000000000024,-282.692294800208
1985,24.39804608730766,323.69999999999965,-299.301953912692
1986,67.8125999075466,358.3000000000001,-290.4874000924535
1987,159.6752744324515,383.5,-223.8247255675485
1988,276.8651738516253,397.8999999999999,-121.03482614837463
1989,382.782781313839,411.3999999999998,-28.61721868616081
1990,481.21514526116454,425.00000000000006,56.21514526116448
1991,601.2368986263259,456.2000000000001,145.0368986263258
1992,667.195973144796,460.3,206.89597314479596
1993,0.0,388.79999999999984,-388.79999999999984
1994,0.0,385.39999999999986,-385.39999999999986
1995,0.0,380.50000000000006,-380.50000000000006
1996,0.0,390.6999999999999,-390.6999999999999
1997,0.1055396925911766,383.59999999999997,-383.4944603074088
1998,0.571834869515592,384.2999999999999,-383.7281651304843
1999,1.126424191719198,385.0999999999999,-383.9735758082807
2000,1640.3321610299151,447.3000000000001,1193.032161029915
2001,1438.277369788016,436.2000000000001,1002.0773697880159
2002,1206.4493948035433,407.59999999999985,798.8493948035434
2003,967.5261623903933,365.1,602.4261623903933
2004,689.4646552380377,332.7999999999997,356.664655238038
2005,431.70667826219284,308.0000000000001,123.70667826219272
2006,215.12171515036454,278.1000000000001,-62.97828484963554
2007,78.47307174949206,270.40000000000015,-191.92692825050807
2008,23.767702216983224,257.7,-233.93229778301676
2009,9.40965195683775,251.09999999999994,-241.69034804316217
2010,15.418176184011458,276.10000000000014,-260.68182381598865
2011,32.56312962023863,286.80000000000007,-254.23687037976146
2012,62.08348189530686,280.1000000000001,-218.0165181046932
2013,129.30725163464038,288.29999999999995,-158.99274836535957
2014,189.1002042825667,290.1,-100.99979571743333
2015,253.46575402580055,299.5000000000001,-46.034245974199564
2016,317.0410755422423,309.40000000000015,7.641075542242163
2017,0.0,238.9,-238.9
2018,0.0,240.69999999999996,-240.69999999999996
2019,0.0,232.10000000000005,-232.10000000000005
2020,0.0,229.9000000000001,-229.9000000000001
2021,0.0,237.79999999999998,-237.79999999999998
2022,0.0,242.2,-242.2
2023,0.0,226.9000000000001,-226.9000000000001
2024,896.7257683722753,296.40000000000003,600.3257683722752
2025,727.9334823881546,274.3000000000001,453.6334823881545
