hours_compared,mae_kwh_h,rmse_kwh_h,bias_kwh_h,corr,annual_rc_kwh,annual_simstadt_kwh,annual_diff_kwh,annual_diff_pct,annual_rc_cooling_kwh,annual_simstadt_cooling_kwh,annual_diff_cooling_kwh,annual_diff_cooling_pct,annual_rc_cooling_mwh,annual_simstadt_cooling_mwh,annual_diff_cooling_mwh
8760,300.79622420502295,521.8195148165898,-109.05145832352093,0.84476875460044,5701474.025085958,6656764.800000001,-955290.774914043,-14.350676396348613,775876.6308946125,2301272.0,-1525395.3691053875,-66.28487936694955,775.8766308946125,2301.272,-1525.3953691053875
