hour,rc_heating_demand_kwh_h,simstadt_heating_demand_kwh_h,diff_heating_kwh_h
1226,0.2867100148410729,777.5999999999998,-777.3132899851587
1227,4.156532185457909,771.8999999999997,-767.7434678145419
1228,49.88218845555632,742.4999999999999,-692.6178115444436
1229,174.65288896131153,699.7999999999997,-525.1471110386882
1230,309.2620895446307,677.6000000000003,-368.3379104553695
1231,427.09966337341433,672.7000000000005,-245.60033662658617
1232,2552.0278527693254,800.6,1751.4278527693255
1233,2049.817711784197,789.3,1260.517711784197
1234,1634.1687926123984,757.3999999999997,876.7687926123987
1235,1327.7409671852652,723.3000000000002,604.440967185265
1236,1142.732813307505,716.4999999999999,426.2328133075051
1237,953.9452839642104,701.3999999999999,252.5452839642105
1238,766.3239768992418,663.2000000000003,103.12397689924148
1239,631.709522212063,660.2,-28.49047778793704
1240,569.8262307483449,644.8000000000001,-74.9737692516552
1241,564.4043707706558,640.3,-75.8956292293442
1242,569.0466626021359,628.9999999999997,-59.95333739786372
1243,577.660280313925,608.9999999999997,-31.33971968607466
1244,579.9085991316211,590.3,-10.39140086837881
1245,590.4077324360314,587.9,2.5077324360314606
1246,557.983736825083,550.5,7.483736825083042
1247,547.641046238168,540.2999999999998,7.341046238168133
1248,534.839641605747,529.7999999999997,5.039641605747306
1249,0.0,361.6999999999999,-361.6999999999999
1250,0.0,377.79999999999995,-377.79999999999995
1251,0.0,373.79999999999984,-373.79999999999984
1252,0.0,363.2999999999998,-363.2999999999998
1253,0.0,362.8999999999998,-362.8999999999998
1254,0.3181415446066843,373.29999999999995,-372.98185845539325
1255,0.5992414637972316,378.4,-377.80075853620275
1256,1388.9109101404351,524.6,864.3109101404351
1257,1058.2584791537238,496.0,562.2584791537238
1258,756.6544134232151,442.0,314.65441342321515
1259,469.7851141248348,426.89999999999964,42.885114124835184
1260,152.15435365232395,375.79999999999984,-223.6456463476759
1261,7.049079422635197,361.49999999999983,-354.4509205773646
1262,0.0,365.79999999999995,-365.79999999999995
1263,0.0,351.49999999999994,-351.49999999999994
1264,0.0,383.9999999999999,-383.9999999999999
1265,0.0,396.09999999999997,-396.09999999999997
1266,0.0,403.50000000000017,-403.50000000000017
1267,0.6088050915548593,445.80000000000007,-445.1911949084452
1268,16.319155426259456,451.10000000000025,-434.7808445737408
1269,84.98146654447032,468.2000000000001,-383.2185334555298
1270,210.23992348205255,492.9,-282.66007651794746
1271,306.74521804420755,510.5000000000002,-203.75478195579268
1272,381.1972718313144,525.8999999999999,-144.70272816868544
1273,0.0,384.2999999999999,-384.2999999999999
1274,0.0,395.1999999999998,-395.1999999999998
1275,0.0,404.3000000000002,-404.3000000000002
1276,0.0,397.20000000000005,-397.20000000000005
1277,0.0456375716184238,409.0000000000001,-408.95436242838167
1278,0.5340104660658589,424.19999999999976,-423.6659895339339
1279,0.9322679243450848,420.69999999999976,-419.7677320756547
1280,1471.3106434565227,587.1,884.2106434565227
1281,1168.5255258489915,576.2000000000002,592.3255258489913
1282,885.2019239665806,565.9,319.3019239665806
1283,600.2409601525652,517.5,82.74096015256521
1284,310.8061193782142,488.60000000000014,-177.79388062178595
1285,66.18851457428183,477.00000000000006,-410.8114854257182
1286,5.684414317313367,457.8000000000002,-452.1155856826868
1287,0.0,431.99999999999966,-431.99999999999966
1288,0.0,433.7999999999997,-433.7999999999997
1289,0.2079328014312712,458.90000000000026,-458.69206719856896
1290,2.03220919739728,487.8000000000001,-485.76779080260286
1291,26.848808203267748,524.3000000000001,-497.4511917967323
1292,99.08016490549416,516.0000000000001,-416.91983509450597
1293,228.705353411191,529.3999999999999,-300.69464658880884
1294,336.4946831405836,547.5999999999998,-211.10531685941618
1295,392.2187060710027,537.8000000000001,-145.58129392899735
1296,460.3390546439807,558.8000000000002,-98.46094535601947
1297,0.0,416.29999999999995,-416.29999999999995
1298,0.0,433.4999999999997,-433.4999999999997
1299,0.0,445.1000000000001,-445.1000000000001
1300,0.0,491.4,-491.4
1301,0.5605611252192344,503.9,-503.33943887478074
1302,1.3086028780157235,524.3000000000001,-522.9913971219844
1303,4.990627562833287,534.9,-529.9093724371667
1304,1822.3988558883195,690.5,1131.8988558883195
1305,1447.9103328319538,682.6000000000004,765.3103328319535
1306,1079.9286671163202,644.5000000000002,435.42866711631996
1307,749.7723738998326,604.2999999999997,145.47237389983286
1308,439.17415289574416,575.5000000000002,-136.32584710425607
1309,184.36276612445965,557.0000000000002,-372.6372338755406
1310,35.29628193728404,534.9,-499.6037180627159
1311,6.257854969664117,515.8000000000002,-509.5421450303361
1312,0.7924928240160872,487.9000000000001,-487.107507175984
1313,1.346235249179585,513.1000000000001,-511.75376475082055
1314,9.664458500762835,550.9000000000001,-541.2355414992372
1315,53.272883777128094,587.2,-533.927116222872
1316,189.29665864245123,603.1999999999997,-413.90334135754847
1317,338.6901217137607,618.5999999999999,-279.90987828623923
1318,443.6582321554381,624.0999999999999,-180.4417678445618
1319,528.2859591842827,636.6,-108.31404081571736
1320,563.8498407079476,623.0,-59.15015929205242
1321,0.0,487.3000000000001,-487.3000000000001
1322,0.0,498.29999999999995,-498.29999999999995
1323,0.0,511.10000000000025,-511.10000000000025
1324,0.2662305238865831,494.59999999999997,-494.3337694761134
1325,0.8805978166931159,507.90000000000003,-507.0194021833069
1326,1.935818429743372,502.3999999999999,-500.4641815702565
1327,6.933678364140124,477.00000000000006,-470.06632163585994
1328,1772.9431959414433,585.0,1187.9431959414433
1329,1368.3878745632985,581.2000000000002,787.1878745632984
1330,1039.965313588249,555.2000000000002,484.7653135882489
1331,670.3526656088943,495.3999999999999,174.9526656088944
1332,306.5332470857008,433.4999999999997,-126.96675291429892
1333,51.69419613481876,398.7000000000001,-347.00580386518135
1334,0.6390806728558364,347.6,-346.9609193271442
1335,0.0,339.2000000000001,-339.2000000000001
1336,0.0,370.20000000000005,-370.20000000000005
1337,0.0,362.79999999999984,-362.79999999999984
1338,0.0,396.5,-396.5
1339,0.0,434.9999999999998,-434.9999999999998
1340,0.0110375454925288,453.80000000000035,-453.78896245450784
1341,5.14156330845511,449.3000000000002,-444.1584366915451
1342,31.89384962682633,453.2000000000003,-421.3061503731739
1343,104.79538139827535,460.7000000000003,-355.9046186017249
1344,197.5336926616852,462.90000000000015,-265.366307338315
1345,0.0,333.1000000000001,-333.1000000000001
1346,0.0,357.1,-357.1
1347,0.0,385.9999999999999,-385.9999999999999
1348,0.0,390.4999999999998,-390.4999999999998
1349,0.0,387.59999999999985,-387.59999999999985
1350,0.2249459271165217,386.79999999999995,-386.57505407288346
1351,0.5847933859960459,397.50000000000006,-396.91520661400403
1352,1281.377434812645,549.8000000000001,731.577434812645
1353,1009.7227856556738,547.5999999999998,462.12278565567397
1354,717.9630475799598,519.4999999999999,198.46304757995995
1355,463.9659356232909,498.7999999999999,-34.83406437670902
1356,240.83133535777705,475.7000000000001,-234.86866464222305
1357,36.19866679879947,451.8000000000003,-415.6013332012008
1358,3.451231453924596,463.1000000000002,-459.6487685460756
1359,0.0,449.7000000000002,-449.7000000000002
1360,0.0,466.40000000000015,-466.40000000000015
1361,0.0,487.60000000000014,-487.60000000000014
1362,0.8905744371397605,524.4,-523.5094255628602
1363,19.260521007733708,579.6000000000001,-560.3394789922664
1364,118.15770632911745,624.9999999999998,-506.8422936708823
1365,301.4933729839934,651.2000000000002,-349.70662701600673
1366,429.7860496982185,655.6999999999999,-225.91395030178143
1367,576.8277870713653,707.5000000000003,-130.67221292863508
1368,650.6840476251252,711.2000000000004,-60.515952374875155
1369,0.0,600.6999999999998,-600.6999999999998
1370,0.0,629.8999999999997,-629.8999999999997
1371,0.2209843141435006,601.8999999999997,-601.6790156858563
1372,1.1139644695284692,613.3999999999997,-612.2860355304713
1373,5.950735425654764,623.7999999999998,-617.849264574345
1374,32.51175670583744,603.8999999999996,-571.3882432941622
1375,106.1544880145277,603.6999999999996,-497.5455119854719
1376,2242.0764472860246,754.3999999999997,1487.676447286025
1377,1792.3169966254586,762.6999999999997,1029.6169966254588
1378,1349.6345927536415,734.0999999999997,615.5345927536418
1379,942.7195142103816,693.7,249.01951421038154
1380,610.2605562157515,667.9000000000004,-57.6394437842489
1381,346.83831481810574,651.4000000000002,-304.56168518189446
1382,136.69976419297168,628.6999999999997,-492.00023580702805
1383,48.70406632326094,615.8999999999999,-567.195933676739
1384,34.35389488105455,630.5999999999998,-596.2461051189453
1385,63.53569045328477,651.2000000000002,-587.6643095467153
1386,194.57132421301736,700.2999999999997,-505.72867578698236
1387,430.3701903132001,770.8999999999996,-340.5298096867995
1388,606.9548435699152,799.4,-192.4451564300848
1389,745.1934769936338,829.1000000000001,-83.90652300636634
1390,829.0089448465037,836.1000000000004,-7.091055153496654
1391,914.603875175835,864.7999999999994,49.80387517583563
1392,1023.2853267623047,924.3000000000001,98.98532676230468
1393,0.0,794.4,-794.4
1394,0.2872753971263064,803.1000000000001,-802.8127246028738
1395,3.860498686386653,800.9,-797.0395013136133
1396,67.31362893296942,808.7000000000004,-741.386371067031
1397,275.7535036120696,815.9000000000002,-540.1464963879306
1398,452.1202184030676,802.7,-350.57978159693243
