Building ID,building_type,usage_type,heated_area_m2,heated_volume_m3,window_to_heated,window_to_wall,annual_rc_kwh,annual_simstadt_kwh,annual_diff_kwh,annual_diff_pct,heating_mismatch_score,heating_diff_abs_kwh,heating_diff_abs_pct
DEBW_52210004FnA,MFH,residential,211.4,660.5,0.2834910122989593,0.2175080753456973,6423.58412470531,7113.900000000001,-690.3158752946902,-9.703761302445777,9.703761302445777,690.3158752946902,9.703761302445777
DEBW_522Ue00002q,MFH,residential,238.4,744.9,0.31442953020134223,0.2110598040319856,7619.173412781557,8433.0,-813.8265872184429,-9.65049907765259,9.65049907765259,813.8265872184429,9.65049907765259
DEBW_52210004eFK,MFH,residential,805.1,2515.8,0.1985840268289653,0.2117700041061233,19365.09758451258,21413.4,-2048.302415487422,-9.565516991638049,9.565516991638049,2048.302415487422,9.565516991638049
DEBW_52210005yjZ,MFH,residential,423.5,1323.4,0.2208500590318772,0.2151202907217443,10606.434167196292,11716.0,-1109.565832803708,-9.47051752136999,9.47051752136999,1109.565832803708,9.47051752136999
DEBW_52210005em7,MFH,residential,831.7,2599.0,0.17275459901406756,0.2248231833260311,19738.39697685307,21794.4,-2056.003023146932,-9.433629845955528,9.433629845955528,2056.003023146932,9.433629845955528
DEBW_52210004fK1,MFH,residential,272.8,852.6,0.2760263929618768,0.2180017949682985,7993.340567196362,8811.7,-818.3594328036388,-9.28719126619879,9.28719126619879,818.3594328036388,9.28719126619879
DEBW_52210004zAp,MFH,residential,155.0,484.5,0.22812903225806452,0.214342001576044,4282.458111332311,4712.2,-429.7418886676887,-9.119771840492525,9.119771840492525,429.7418886676887,9.119771840492525
DEBW_52210005gBZ,MFH,residential,233.5,729.6,0.27601713062098504,0.2148118521481185,6960.348658065102,7655.8,-695.4513419348978,-9.083980014301547,9.083980014301547,695.4513419348978,9.083980014301547
DEBW_522100064GG,MFH,residential,350.2,1094.3,0.2660765276984581,0.206022817723534,9594.911629572747,10550.899999999998,-955.9883704272506,-9.060728188374933,9.060728188374933,955.9883704272506,9.060728188374933
DEBW_52210005fRL,EFH,residential,215.2,672.4,0.22211895910780668,0.1861008370644345,6728.132699860436,7383.200000000001,-655.0673001395644,-8.872403566740225,8.872403566740225,655.0673001395644,8.872403566740225
DEBW_52210005MSz,MFH,residential,267.2,835.1,0.22436377245508984,0.2207940483205657,7734.473168410769,7107.400000000001,627.0731684107686,8.822820840402517,8.822820840402517,627.0731684107686,8.822820840402517
DEBW_52210005elC,MFH,residential,355.5,1111.0,0.20258790436005628,0.2131904564561008,9329.387878026642,10220.6,-891.2121219733581,-8.719763242601786,8.719763242601786,891.2121219733581,8.719763242601786
