Building ID,building_type,usage_type,heated_area_m2,heated_volume_m3,window_to_heated,window_to_wall,annual_rc_kwh,annual_simstadt_kwh,annual_diff_kwh,annual_diff_pct,heating_mismatch_score,heating_diff_abs_kwh,heating_diff_abs_pct
DEBW_5221000647b,MFH,residential,334.4,1044.9,0.22715311004784688,0.2085380919698009,8950.917741872065,9796.4,-845.482258127935,-8.63054038348715,8.63054038348715,845.482258127935,8.63054038348715
DEBW_52210004zDV,EFH,residential,191.0,596.9,0.24335078534031412,0.175947306658591,5372.71223765441,5877.299999999999,-504.587762345589,-8.58536678994758,8.58536678994758,504.587762345589,8.58536678994758
DEBW_52210003rgE,EFH,residential,117.3,366.4,0.2651321398124467,0.1837735626071028,3833.2501594384903,4192.2,-358.9498405615095,-8.562326238288,8.562326238288,358.9498405615095,8.562326238288
DEBW_52210004d3g,MFH,residential,340.8,1065.0,0.18488849765258214,0.2183752685936091,8663.453725791474,9469.5,-806.0462742085256,-8.51202570577671,8.51202570577671,806.0462742085256,8.51202570577671
DEBW_52210006NNm,RH,residential,273.0,853.3,0.21175824175824176,0.3214345287739782,7018.73883590092,7653.200000000001,-634.4611640990806,-8.290142216315797,8.290142216315797,634.4611640990806,8.290142216315797
DEBW_52210004HpC,MFH,residential,288.0,900.1,0.2678125,0.2076401227588434,7968.748051730755,8677.2,-708.4519482692458,-8.164522521887772,8.164522521887772,708.4519482692458,8.164522521887772
DEBW_52210003uZg,MFH,residential,311.6,973.9,0.26007702182284975,0.2110691496288579,8747.520802712,9506.3,-758.7791972879986,-7.981856214173745,7.981856214173745,758.7791972879986,7.981856214173745
DEBW_52210004dQC,MFH,residential,863.1,2697.3,0.17296952844398097,0.2222304921253982,21032.930770306342,22836.0,-1803.0692296936577,-7.895731431483876,7.895731431483876,1803.0692296936577,7.895731431483876
DEBW_52210005dnU,EFH,residential,157.6,492.4,0.26357868020304576,0.1724868164265249,4760.34055279476,5162.599999999999,-402.25944720523967,-7.791799620447831,7.791799620447831,402.25944720523967,7.791799620447831
DEBW_52210005JfZ,MFH,residential,400.9,1253.0,0.22466949363931155,0.2123641336382712,11182.289636207695,12113.7,-931.4103637923054,-7.68890069749379,7.68890069749379,931.4103637923054,7.68890069749379
DEBW_52210005KyO,MFH,residential,406.1,1269.1,0.2399409012558483,0.2109045258760633,11721.1558202148,12689.2,-968.0441797852,-7.628882670185669,7.628882670185669,968.0441797852,7.628882670185669
DEBW_52210004dvl,MFH,residential,448.1,1400.3,0.23818344119616155,0.2105128205128205,12286.322026793778,13283.6,-997.2779732062227,-7.507588102669628,7.507588102669628,997.2779732062227,7.507588102669628
DEBW_522100054Ih,MFH,residential,697.1,2178.5,0.15739492181896428,0.2253625272152158,17374.527941403918,18775.9,-1401.3720585960837,-7.463674490150051,7.463674490150051,1401.3720585960837,7.463674490150051
DEBW_52210005K5d,EFH,residential,183.4,573.2,0.24067611777535441,0.1716908475631102,5228.901282205093,5634.1,-405.1987177949077,-7.191897868247062,7.191897868247062,405.1987177949077,7.191897868247062
DEBW_52210004e9F,MFH,residential,496.2,1550.5,0.22938331318016927,0.2029998751538282,13603.62122740478,14653.8,-1050.17877259522,-7.166596873133385,7.166596873133385,1050.17877259522,7.166596873133385
DEBW_522100050y5,MFH,residential,244.4,763.7,0.28363338788870707,0.205520471997391,7114.141049245487,7662.0,-547.858950754513,-7.150338694264069,7.150338694264069,547.858950754513,7.150338694264069
DEBW_52210006Isp,MFH,residential,212.9,665.2,0.32954438703616723,0.2103243599736194,7186.037987296988,7733.5,-547.4620127030121,-7.0790975975045205,7.0790975975045205,547.4620127030121,7.0790975975045205
DEBW_52210005k3y,MFH,residential,326.4,1019.9,0.21884191176470588,0.2131793356612051,8586.243859856808,9238.4,-652.1561401431918,-7.059189255100362,7.059189255100362,652.1561401431918,7.059189255100362
DEBW_52210005ela,MFH,residential,301.5,942.2,0.2630514096185738,0.2116118359614718,8513.109777009548,9139.6,-626.4902229904528,-6.8546787932781825,6.8546787932781825,626.4902229904528,6.8546787932781825
DEBW_52210005hJf,MFH,residential,181.4,566.8,0.37232635060639463,0.2042210933720367,6401.796951081498,6871.4,-469.6030489185014,-6.834168421551669,6.834168421551669,469.6030489185014,6.834168421551669
DEBW_52210004Ihn,MFH,residential,527.7,1649.0,0.23104036384309265,0.2106354307038457,14951.450048587163,16047.5,-1096.049951412837,-6.830035528355426,6.830035528355426,1096.049951412837,6.830035528355426
DEBW_52210005LZh,MFH,residential,313.7,980.2,0.24035702900860692,0.2121493486395993,9332.924145357503,10009.1,-676.1758546424971,-6.755610940469144,6.755610940469144,676.1758546424971,6.755610940469144
DEBW_52210005ynV,RH,residential,84.6,189.3,0.3099290780141844,0.3122915674130538,1927.0480405692865,2066.2000000000003,-139.15195943071376,-6.734680061500036,6.734680061500036,139.15195943071376,6.734680061500036
DEBW_52210005yrw,MFH,residential,605.2,1891.1,0.20398215465961664,0.2165409577267146,15834.010908965252,16965.5,-1131.4890910347476,-6.669353046092055,6.669353046092055,1131.4890910347476,6.669353046092055
DEBW_52210005PFV,MFH,residential,220.9,690.4,0.2358080579447714,0.2116533257486489,6829.316514943215,6415.299999999999,414.01651494321595,6.453579956404471,6.453579956404471,414.01651494321595,6.453579956404471
DEBW_52210003t47,EFH,residential,67.9,249.9,0.3645066273932253,0.1921136381277653,3224.4224736728584,3030.0,194.42247367285836,6.416583289533279,6.416583289533279,194.42247367285836,6.416583289533279
DEBW_52210004yr8,MFH,residential,202.2,631.9,0.3080118694362018,0.2083849165188878,6378.481819648308,6811.700000000001,-433.21818035169235,-6.359912802262171,6.359912802262171,433.21818035169235,6.359912802262171
DEBW_52210005zVK,RH,residential,299.3,753.5,0.26708987637821585,0.2918689985030487,6126.180647282279,6539.2,-413.0193527177207,-6.316053228494629,6.316053228494629,413.0193527177207,6.316053228494629
DEBW_52210004Faf,MFH,residential,203.9,637.3,0.3392349190779793,0.2030529869367385,6759.369082768499,7208.6,-449.23091723150173,-6.231874666807726,6.231874666807726,449.23091723150173,6.231874666807726
DEBW_52210004L7q,EFH,residential,220.3,688.4,0.2314117113027689,0.1757506808701348,6980.60282689642,7442.9,-462.29717310357955,-6.211250629507041,6.211250629507041,462.29717310357955,6.211250629507041
DEBW_522100050H1,EFH,residential,53.9,116.1,0.3385899814471243,0.1712328767123287,1669.9385144162657,1776.4,-106.46148558373443,-5.993103219079848,5.993103219079848,106.46148558373443,5.993103219079848
DEBW_52210004ylt,MFH,residential,586.1,1831.4,0.16544958198259682,0.2134868565893179,14303.933367531212,15194.8,-890.8666324687874,-5.862970440340034,5.862970440340034,890.8666324687874,5.862970440340034
DEBW_52210005L39,MFH,residential,457.2,1428.9,0.23431758530183727,0.2092791560851729,12634.761896488442,13398.4,-763.6381035115573,-5.699472351262519,5.699472351262519,763.6381035115573,5.699472351262519
DEBW_52210006KZK,MFH,residential,207.8,649.4,0.30664100096246394,0.219898540221555,6699.407796831762,7103.9,-404.4922031682372,-5.6939456237874575,5.6939456237874575,404.4922031682372,5.6939456237874575
DEBW_52210003udj,EFH,residential,126.9,396.6,0.3040189125295508,0.174649162516976,4402.892122744743,4664.599999999999,-261.7078772552568,-5.6105105958765344,5.6105105958765344,261.7078772552568,5.6105105958765344
DEBW_522100060Xq,EFH,residential,167.8,524.4,0.26525625744934445,0.1732513331516874,5732.667346361505,6070.299999999999,-337.63265363849405,-5.562042298378896,5.562042298378896,337.63265363849405,5.562042298378896
DEBW_52210005MV3,MFH,residential,701.9,2193.4,0.22595811369140903,0.2025646265454173,17901.848450773166,18945.8,-1043.9515492268329,-5.51020040973109,5.51020040973109,1043.9515492268329,5.51020040973109
DEBW_52210004Gqv,EFH,residential,157.9,493.3,0.28727042431918937,0.1722749715153816,5525.497113228776,5246.799999999999,278.6971132287763,5.311754083036829,5.311754083036829,278.6971132287763,5.311754083036829
DEBW_52210005yG0,MFH,residential,423.5,1323.5,0.24203069657615112,0.2067616089078952,11641.03509756642,12258.0,-616.9649024335795,-5.033161220701415,5.033161220701415,616.9649024335795,5.033161220701415
DEBW_5221000629z,EFH,residential,77.5,350.7,0.4525161290322581,0.2102391942929081,4727.374899499271,4501.1,226.27489949927076,5.0271022527664515,5.0271022527664515,226.27489949927076,5.0271022527664515
DEBW_5221000619W,MFH,residential,304.2,950.7,0.19125575279421433,0.2307265228426396,7576.678333126147,7969.799999999999,-393.1216668738525,-4.9326415578038665,4.9326415578038665,393.1216668738525,4.9326415578038665
DEBW_52210006HCZ,MFH,residential,550.0,1718.8,0.19803636363636368,0.2153122343685136,14596.809842925792,15343.5,-746.6901570742084,-4.866491720104333,4.866491720104333,746.6901570742084,4.866491720104333
DEBW_52210003u4h,MFH,residential,225.6,704.9,0.20057624113475175,0.2202053627913767,5723.4944472315565,6013.9,-290.40555276844316,-4.828905581543477,4.828905581543477,290.40555276844316,4.828905581543477
DEBW_52210005ylp,MFH,residential,386.7,1208.5,0.18003620377553659,0.2188757545271629,9511.591259691842,9980.5,-468.9087403081576,-4.698248988609364,4.698248988609364,468.9087403081576,4.698248988609364
DEBW_52210004fgD,MFH,residential,205.6,642.3,0.30549610894941637,0.2103412477813871,6484.4692316877245,6799.799999999999,-315.3307683122748,-4.637353573815036,4.637353573815036,315.3307683122748,4.637353573815036
DEBW_52210003xN2,MFH,residential,317.1,990.8,0.28549353516240933,0.2023468931604828,9893.6093048596,10371.999999999998,-478.39069514039875,-4.612328337257991,4.612328337257991,478.39069514039875,4.612328337257991
DEBW_52210005yIg,MFH,residential,309.5,967.1,0.19660743134087239,0.2198417572889194,8405.989972370224,8048.5,357.48997237022377,4.44169686736937,4.44169686736937,357.48997237022377,4.44169686736937
DEBW_52210004IZi,MFH,residential,139.8,436.9,0.35185979971387704,0.2117338154269973,4867.6264997920725,5081.400000000001,-213.773500207928,-4.206980363835321,4.206980363835321,213.773500207928,4.206980363835321
DEBW_52210005Kf7,MFH,residential,232.7,727.1,0.32978083369144817,0.1975798146240988,7320.900196997014,7592.200000000001,-271.29980300298666,-3.573401688614455,3.573401688614455,271.29980300298666,3.573401688614455
DEBW_52210004xx4,RH,residential,245.4,766.9,0.31128769356153213,0.3057434460676405,7511.0280513128,7788.200000000001,-277.1719486872007,-3.558870453855842,3.558870453855842,277.1719486872007,3.558870453855842
DEBW_52210005hG5,MFH,residential,324.7,1014.7,0.19057591623036652,0.2188737973967175,8666.696651561928,8968.699999999999,-302.00334843807104,-3.367303493684381,3.367303493684381,302.00334843807104,3.367303493684381
DEBW_52210004zVF,MFH,residential,578.0,1806.2,0.20991349480968854,0.2066387356086926,15120.071379117388,15638.499999999996,-518.4286208826088,-3.3150789454398373,3.3150789454398373,518.4286208826088,3.3150789454398373
DEBW_52210003qpi,MFH,residential,568.6,1776.7,0.17984523390784382,0.201295250093502,13389.068275261032,13846.8,-457.7317247389674,-3.3056859688806615,3.3056859688806615,457.7317247389674,3.3056859688806615
DEBW_52210006InL,MFH,residential,246.9,771.5,0.3150263264479546,0.2007174008412685,8311.36214716706,8577.7,-266.3378528329413,-3.1050031224330676,3.1050031224330676,266.3378528329413,3.1050031224330676
DEBW_52210006IeR,MFH,residential,136.9,428.0,0.36201607012417825,0.2013570064600008,4924.8113464808175,5081.400000000001,-156.58865351918303,-3.0816045483367382,3.0816045483367382,156.58865351918303,3.0816045483367382
DEBW_52210004KwN,MFH,residential,215.7,674.0,0.2740380157626333,0.216821949966987,6810.014335574367,7015.299999999999,-205.2856644256326,-2.9262563885455024,2.9262563885455024,205.2856644256326,2.9262563885455024
DEBW_52210003uBM,MFH,residential,581.4,1816.9,0.20409356725146208,0.2092178573947387,15537.736073097289,15157.8,379.9360730972894,2.506538370326099,2.506538370326099,379.9360730972894,2.506538370326099
DEBW_52210005xix,MFH,residential,202.1,631.4,0.30761999010390906,0.2072057059058792,6678.426630734671,6841.0,-162.57336926532935,-2.37645620911167,2.37645620911167,162.57336926532935,2.37645620911167
DEBW_52210005y1r,MFH,residential,356.9,1115.3,0.2596245446903895,0.2069597069597069,10738.382909939455,10995.2,-256.8170900605455,-2.3357200420232966,2.3357200420232966,256.8170900605455,2.3357200420232966
DEBW_52210004cUQ,EFH,residential,249.0,778.0,0.23803212851405617,0.1658505190698715,7704.486479585114,7535.9,168.58647958511392,2.2371114211323655,2.2371114211323655,168.58647958511392,2.2371114211323655
DEBW_52210005JMk,EFH,residential,255.3,797.9,0.21758715236976103,0.1630993276373352,8127.47315590937,8311.3,-183.8268440906295,-2.2117700490973675,2.2117700490973675,183.8268440906295,2.2117700490973675
DEBW_52210006I2R,MFH,residential,581.3,1816.4,0.21087218303801825,0.2119074784773363,15793.170611589898,16137.100000000002,-343.92938841010437,-2.131296133816512,2.131296133816512,343.92938841010437,2.131296133816512
DEBW_52210004EqD,MFH,residential,299.0,934.3,0.25809364548494984,0.2065301752977385,8896.325151789677,9062.6,-166.2748482103234,-1.8347367003985986,1.8347367003985986,166.2748482103234,1.8347367003985986
DEBW_52210006Id7,MFH,residential,239.4,748.1,0.31996658312447784,0.2041958787620291,8215.732020268075,8291.599999999999,-75.8679797319237,-0.914998067103137,0.914998067103137,75.8679797319237,0.914998067103137
DEBW_52210005Q4u,RH,residential,256.6,802.0,0.2955572876071707,0.3097533082829603,7716.036045396574,7775.699999999999,-59.66395460342483,-0.7673129699374311,0.7673129699374311,59.66395460342483,0.7673129699374311
DEBW_52210005ely,EFH,residential,99.3,355.9,0.3361530715005035,0.1836588720770288,4116.68385521746,4094.500000000001,22.183855217459495,0.5417964395520696,0.5417964395520696,22.183855217459495,0.5417964395520696
DEBW_52210005gxN,RH,residential,194.3,607.3,0.25959855892949046,0.3054008234439331,5056.541848356581,5053.0,3.5418483565808856,0.07009397103860847,0.07009397103860847,3.5418483565808856,0.07009397103860847
