Time;Hour of the year;Hour;Ambient temperature;Daily temperature;Hourly demand;Load Duration Curve;Dhw demand
[yyyy-MM-dd HH:mm:ss];[hoy];[h];[°C];[°C];[kWh/h];[kWh/h];[kWh/h]
2005-01-01 00:00:00;0;0;0,2;-0,8;757,1;1438,1;57,4
2005-01-01 01:00:00;1;1;-0,2;-0,8;777,3;1430,2;31,0
2005-01-01 02:00:00;2;2;-1,0;-0,8;817,1;1372,4;12,2
2005-01-01 03:00:00;3;3;-0,7;-0,8;803,0;1371,2;8,8
2005-01-01 04:00:00;4;4;-1,0;-0,8;815,8;1363,1;26,4
2005-01-01 05:00:00;5;5;-1,1;-0,8;819,0;1361,6;66,2
2005-01-01 06:00:00;6;6;-0,7;-0,8;802,6;1352,3;178,9
2005-01-01 07:00:00;7;7;-0,6;-0,8;986,6;1346,8;191,5
2005-01-01 08:00:00;8;8;-0,7;-0,8;993,1;1337,8;192,3
2005-01-01 09:00:00;9;9;0,5;-0,8;935,9;1334,3;201,6
2005-01-01 10:00:00;10;10;0,4;-0,8;939,9;1331,7;192,3
2005-01-01 11:00:00;11;11;1,5;-0,8;885,3;1330,7;186,5
2005-01-01 12:00:00;12;12;2,1;-0,8;858,4;1327,3;172,6
2005-01-01 13:00:00;13;13;2,0;-0,8;863,7;1323,3;151,7
2005-01-01 14:00:00;14;14;2,1;-0,8;861,1;1321,9;138,3
2005-01-01 15:00:00;15;15;1,5;-0,8;886,7;1321,4;129,1
2005-01-01 16:00:00;16;16;0,4;-0,8;942,0;1319,3;134,1
2005-01-01 17:00:00;17;17;-1,2;-0,8;1017,6;1312,6;166,4
2005-01-01 18:00:00;18;18;-2,6;-0,8;1085,0;1311,3;185,6
2005-01-01 19:00:00;19;19;-3,0;-0,8;1103,1;1310,7;229,6
2005-01-01 20:00:00;20;20;-3,2;-0,8;1114,3;1308,9;235,9
2005-01-01 21:00:00;21;21;-4,0;-0,8;1149,7;1308,0;220,0
2005-01-01 22:00:00;22;22;-4,5;-0,8;1175,6;1307,8;132,4
2005-01-01 23:00:00;23;23;-5,4;-0,8;1218,3;1307,8;83,0
2005-01-02 00:00:00;24;0;-6,2;-4,3;1065,4;1307,8;57,4
2005-01-02 01:00:00;25;1;-5,6;-4,3;1033,9;1305,3;31,0
2005-01-02 02:00:00;26;2;-5,7;-4,3;1041,6;1301,6;12,2
2005-01-02 03:00:00;27;3;-5,7;-4,3;1042,2;1300,0;8,8
2005-01-02 04:00:00;28;4;-5,4;-4,3;1027,9;1295,7;26,4
2005-01-02 05:00:00;29;5;-5,0;-4,3;1008,2;1293,3;66,2
2005-01-02 06:00:00;30;6;-5,5;-4,3;1031,5;1288,8;178,9
2005-01-02 07:00:00;31;7;-5,9;-4,3;1239,1;1288,4;191,5
2005-01-02 08:00:00;32;8;-5,2;-4,3;1206,5;1288,3;192,3
2005-01-02 09:00:00;33;9;-4,7;-4,3;1183,8;1284,4;201,6
2005-01-02 10:00:00;34;10;-3,9;-4,3;1145,6;1284,0;192,3
2005-01-02 11:00:00;35;11;-2,9;-4,3;1098,8;1282,2;186,5
2005-01-02 12:00:00;36;12;-2,4;-4,3;1074,8;1281,9;172,6
2005-01-02 13:00:00;37;13;-2,2;-4,3;1063,0;1279,9;151,7
2005-01-02 14:00:00;38;14;-1,4;-4,3;1026,0;1279,8;138,3
2005-01-02 15:00:00;39;15;-1,9;-4,3;1049,7;1279,7;129,1
2005-01-02 16:00:00;40;16;-2,9;-4,3;1096,0;1279,6;134,1
2005-01-02 17:00:00;41;17;-3,9;-4,3;1145,2;1272,3;166,4
2005-01-02 18:00:00;42;18;-4,1;-4,3;1153,8;1272,2;185,6
2005-01-02 19:00:00;43;19;-4,1;-4,3;1157,6;1262,4;229,6
2005-01-02 20:00:00;44;20;-4,5;-4,3;1172,6;1257,2;235,9
2005-01-02 21:00:00;45;21;-4,5;-4,3;1174,8;1257,0;220,0
2005-01-02 22:00:00;46;22;-4,6;-4,3;1178,1;1252,8;132,4
2005-01-02 23:00:00;47;23;-4,6;-4,3;1179,0;1252,4;83,0
2005-01-03 00:00:00;48;0;-4,6;-4,7;987,1;1251,1;57,4
2005-01-03 01:00:00;49;1;-4,5;-4,7;984,0;1249,6;31,0
2005-01-03 02:00:00;50;2;-4,7;-4,7;992,1;1247,9;12,2
2005-01-03 03:00:00;51;3;-5,2;-4,7;1016,1;1246,6;8,8
2005-01-03 04:00:00;52;4;-5,4;-4,7;1026,9;1246,3;26,4
2005-01-03 05:00:00;53;5;-5,1;-4,7;1011,4;1239,2;66,2
2005-01-03 06:00:00;54;6;-5,8;-4,7;1047,1;1239,1;178,9
2005-01-03 07:00:00;55;7;-5,5;-4,7;1221,1;1237,5;191,5
2005-01-03 08:00:00;56;8;-5,2;-4,7;1209,4;1234,3;192,3
2005-01-03 09:00:00;57;9;-5,4;-4,7;1216,7;1234,2;201,6
2005-01-03 10:00:00;58;10;-4,7;-4,7;1183,9;1232,9;192,3
2005-01-03 11:00:00;59;11;-4,5;-4,7;1173,6;1229,8;186,5
2005-01-03 12:00:00;60;12;-3,4;-4,7;1123,8;1228,6;172,6
2005-01-03 13:00:00;61;13;-2,9;-4,7;1096,7;1225,2;151,7
2005-01-03 14:00:00;62;14;-2,5;-4,7;1077,1;1222,4;138,3
2005-01-03 15:00:00;63;15;-2,4;-4,7;1072,5;1221,1;129,1
2005-01-03 16:00:00;64;16;-2,6;-4,7;1085,1;1218,3;134,1
2005-01-03 17:00:00;65;17;-3,5;-4,7;1127,4;1217,4;166,4
2005-01-03 18:00:00;66;18;-4,3;-4,7;1166,0;1216,7;185,6
2005-01-03 19:00:00;67;19;-4,9;-4,7;1193,8;1214,1;229,6
2005-01-03 20:00:00;68;20;-5,7;-4,7;1229,8;1210,1;235,9
2005-01-03 21:00:00;69;21;-6,2;-4,7;1257,2;1209,4;220,0
2005-01-03 22:00:00;70;22;-6,8;-4,7;1282,2;1206,5;132,4
2005-01-03 23:00:00;71;23;-7,1;-4,7;1300,0;1205,6;83,0
2005-01-04 00:00:00;72;0;-7,4;-1,9;1123,5;1203,1;57,4
2005-01-04 01:00:00;73;1;-7,4;-1,9;1124,1;1202,6;31,0
2005-01-04 02:00:00;74;2;-7,2;-1,9;1112,5;1199,1;12,2
2005-01-04 03:00:00;75;3;-7,4;-1,9;1120,9;1198,2;8,8
2005-01-04 04:00:00;76;4;-7,3;-1,9;1118,5;1197,3;26,4
2005-01-04 05:00:00;77;5;-7,2;-1,9;1111,8;1197,2;66,2
2005-01-04 06:00:00;78;6;-6,6;-1,9;1085,0;1193,8;178,9
2005-01-04 07:00:00;79;7;-5,7;-1,9;1234,2;1193,4;191,5
2005-01-04 08:00:00;80;8;-5,0;-1,9;1198,2;1191,8;192,3
2005-01-04 09:00:00;81;9;-3,7;-1,9;1137,0;1191,5;201,6
2005-01-04 10:00:00;82;10;-1,6;-1,9;1033,7;1190,0;192,3
2005-01-04 11:00:00;83;11;0,1;-1,9;953,8;1189,1;186,5
2005-01-04 12:00:00;84;12;1,6;-1,9;880,6;1186,4;172,6
2005-01-04 13:00:00;85;13;2,3;-1,9;851,6;1185,5;151,7
2005-01-04 14:00:00;86;14;2,1;-1,9;861,3;1185,2;138,3
2005-01-04 15:00:00;87;15;2,2;-1,9;854,5;1183,9;129,1
2005-01-04 16:00:00;88;16;1,9;-1,9;870,3;1183,8;134,1
2005-01-04 17:00:00;89;17;1,7;-1,9;879,2;1183,8;166,4
2005-01-04 18:00:00;90;18;1,7;-1,9;876,2;1183,6;185,6
2005-01-04 19:00:00;91;19;2,2;-1,9;854,7;1183,1;229,6
2005-01-04 20:00:00;92;20;1,6;-1,9;881,9;1180,8;235,9
2005-01-04 21:00:00;93;21;1,3;-1,9;897,7;1179,0;220,0
2005-01-04 22:00:00;94;22;1,1;-1,9;906,4;1178,9;132,4
2005-01-04 23:00:00;95;23;1,1;-1,9;908,6;1178,8;83,0
2005-01-05 00:00:00;96;0;1,1;-4,0;716,3;1178,1;57,4
2005-01-05 01:00:00;97;1;0,9;-4,0;724,4;1177,5;31,0
2005-01-05 02:00:00;98;2;0,1;-4,0;762,6;1177,1;12,2
2005-01-05 03:00:00;99;3;-0,4;-4,0;785,1;1176,9;8,8
2005-01-05 04:00:00;100;4;-0,9;-4,0;812,1;1175,6;26,4
2005-01-05 05:00:00;101;5;-1,2;-4,0;826,9;1175,4;66,2
2005-01-05 06:00:00;102;6;-2,0;-4,0;863,2;1174,8;178,9
2005-01-05 07:00:00;103;7;-2,2;-4,0;1066,7;1174,8;191,5
2005-01-05 08:00:00;104;8;-2,7;-4,0;1088,9;1173,6;192,3
2005-01-05 09:00:00;105;9;-2,6;-4,0;1085,6;1172,9;201,6
2005-01-05 10:00:00;106;10;-3,0;-4,0;1104,3;1172,6;192,3
2005-01-05 11:00:00;107;11;-3,2;-4,0;1113,9;1171,9;186,5
2005-01-05 12:00:00;108;12;-3,3;-4,0;1117,4;1171,2;172,6
2005-01-05 13:00:00;109;13;-3,9;-4,0;1143,5;1169,8;151,7
2005-01-05 14:00:00;110;14;-5,1;-4,0;1203,1;1169,5;138,3
2005-01-05 15:00:00;111;15;-5,0;-4,0;1197,2;1168,9;129,1
2005-01-05 16:00:00;112;16;-6,1;-4,0;1251,1;1168,2;134,1
2005-01-05 17:00:00;113;17;-7,2;-4,0;1305,3;1167,6;166,4
2005-01-05 18:00:00;114;18;-7,4;-4,0;1312,6;1167,5;185,6
2005-01-05 19:00:00;115;19;-6,9;-4,0;1288,4;1167,3;229,6
2005-01-05 20:00:00;116;20;-7,6;-4,0;1323,3;1166,7;235,9
2005-01-05 21:00:00;117;21;-8,6;-4,0;1372,4;1166,0;220,0
2005-01-05 22:00:00;118;22;-9,8;-4,0;1430,2;1165,6;132,4
2005-01-05 23:00:00;119;23;-10,0;-4,0;1438,1;1164,5;83,0
2005-01-06 00:00:00;120;0;-10,7;-3,3;1279,8;1161,3;57,4
2005-01-06 01:00:00;121;1;-10,7;-3,3;1281,9;1160,9;31,0
2005-01-06 02:00:00;122;2;-10,1;-3,3;1249,6;1160,8;12,2
2005-01-06 03:00:00;123;3;-10,0;-3,3;1246,3;1159,2;8,8
2005-01-06 04:00:00;124;4;-8,7;-3,3;1185,5;1158,5;26,4
2005-01-06 05:00:00;125;5;-7,8;-3,3;1142,6;1157,6;66,2
2005-01-06 06:00:00;126;6;-7,5;-3,3;1126,6;1157,6;178,9
2005-01-06 07:00:00;127;7;-7,3;-3,3;1307,8;1157,2;191,5
2005-01-06 08:00:00;128;8;-6,9;-3,3;1288,8;1157,2;192,3
2005-01-06 09:00:00;129;9;-5,9;-3,3;1239,2;1153,8;201,6
2005-01-06 10:00:00;130;10;-4,4;-3,3;1167,5;1149,7;192,3
2005-01-06 11:00:00;131;11;-3,1;-3,3;1105,8;1149,1;186,5
2005-01-06 12:00:00;132;12;-1,2;-3,3;1018,3;1148,4;172,6
2005-01-06 13:00:00;133;13;0,1;-3,3;953,5;1146,3;151,7
2005-01-06 14:00:00;134;14;0,8;-3,3;923,3;1145,6;138,3
2005-01-06 15:00:00;135;15;1,7;-3,3;880,0;1145,2;129,1
2005-01-06 16:00:00;136;16;1,6;-3,3;881,0;1143,9;134,1
2005-01-06 17:00:00;137;17;1,1;-3,3;908,5;1143,7;166,4
2005-01-06 18:00:00;138;18;1,8;-3,3;871,8;1143,5;185,6
2005-01-06 19:00:00;139;19;1,9;-3,3;867,1;1142,6;229,6
2005-01-06 20:00:00;140;20;1,8;-3,3;875,1;1140,4;235,9
2005-01-06 21:00:00;141;21;1,8;-3,3;874,1;1139,7;220,0
2005-01-06 22:00:00;142;22;1,8;-3,3;875,3;1137,0;132,4
2005-01-06 23:00:00;143;23;1,8;-3,3;871,5;1135,7;83,0
2005-01-07 00:00:00;144;0;2,1;2,4;666,0;1135,6;57,4
2005-01-07 01:00:00;145;1;1,7;2,4;685,7;1135,6;31,0
2005-01-07 02:00:00;146;2;1,6;2,4;690,6;1134,7;12,2
2005-01-07 03:00:00;147;3;1,4;2,4;703,1;1129,4;8,8
2005-01-07 04:00:00;148;4;0,6;2,4;738,0;1128,8;26,4
2005-01-07 05:00:00;149;5;1,0;2,4;719,1;1128,6;66,2
2005-01-07 06:00:00;150;6;0,9;2,4;724,0;1127,4;178,9
2005-01-07 07:00:00;151;7;0,5;2,4;934,3;1126,6;191,5
2005-01-07 08:00:00;152;8;0,8;2,4;919,0;1126,5;192,3
2005-01-07 09:00:00;153;9;2,1;2,4;859,9;1124,9;201,6
2005-01-07 10:00:00;154;10;2,5;2,4;837,5;1124,1;192,3
2005-01-07 11:00:00;155;11;3,4;2,4;795,0;1124,0;186,5
2005-01-07 12:00:00;156;12;4,1;2,4;763,3;1124,0;172,6
2005-01-07 13:00:00;157;13;5,5;2,4;698,3;1123,8;151,7
2005-01-07 14:00:00;158;14;6,0;2,4;672,8;1123,5;138,3
2005-01-07 15:00:00;159;15;6,1;2,4;668,9;1122,6;129,1
2005-01-07 16:00:00;160;16;4,8;2,4;730,8;1122,4;134,1
2005-01-07 17:00:00;161;17;3,9;2,4;770,9;1121,8;166,4
2005-01-07 18:00:00;162;18;2,7;2,4;830,6;1120,9;185,6
2005-01-07 19:00:00;163;19;2,5;2,4;841,2;1120,0;229,6
2005-01-07 20:00:00;164;20;1,5;2,4;889,3;1119,4;235,9
2005-01-07 21:00:00;165;21;1,3;2,4;898,5;1119,0;220,0
2005-01-07 22:00:00;166;22;0,1;2,4;956,3;1118,9;132,4
2005-01-07 23:00:00;167;23;-0,2;2,4;968,7;1118,7;83,0
2005-01-08 00:00:00;168;0;-0,6;2,6;796,8;1118,5;57,4
2005-01-08 01:00:00;169;1;-0,5;2,6;789,6;1117,7;31,0
2005-01-08 02:00:00;170;2;-0,6;2,6;798,9;1117,4;12,2
2005-01-08 03:00:00;171;3;0,1;2,6;762,7;1117,4;8,8
2005-01-08 04:00:00;172;4;0,3;2,6;751,6;1115,2;26,4
2005-01-08 05:00:00;173;5;1,1;2,6;714,6;1114,9;66,2
2005-01-08 06:00:00;174;6;1,1;2,6;714,1;1114,9;178,9
2005-01-08 07:00:00;175;7;1,4;2,6;892,4;1114,3;191,5
2005-01-08 08:00:00;176;8;1,5;2,6;888,6;1113,9;192,3
2005-01-08 09:00:00;177;9;1,9;2,6;868,1;1112,7;201,6
2005-01-08 10:00:00;178;10;2,9;2,6;819,7;1112,6;192,3
2005-01-08 11:00:00;179;11;3,8;2,6;777,6;1112,5;186,5
2005-01-08 12:00:00;180;12;3,5;2,6;793,4;1112,3;172,6
2005-01-08 13:00:00;181;13;3,9;2,6;771,4;1111,8;151,7
2005-01-08 14:00:00;182;14;3,5;2,6;790,6;1109,4;138,3
2005-01-08 15:00:00;183;15;3,6;2,6;784,9;1109,2;129,1
2005-01-08 16:00:00;184;16;3,8;2,6;776,3;1108,9;134,1
2005-01-08 17:00:00;185;17;3,6;2,6;785,2;1108,9;166,4
2005-01-08 18:00:00;186;18;3,2;2,6;805,7;1106,7;185,6
2005-01-08 19:00:00;187;19;4,2;2,6;760,3;1105,8;229,6
2005-01-08 20:00:00;188;20;4,7;2,6;733,9;1105,6;235,9
2005-01-08 21:00:00;189;21;4,8;2,6;731,4;1104,3;220,0
2005-01-08 22:00:00;190;22;5,5;2,6;697,2;1103,6;132,4
2005-01-08 23:00:00;191;23;6,0;2,6;671,3;1103,1;83,0
2005-01-09 00:00:00;192;0;6,9;8,5;439,4;1102,9;57,4
2005-01-09 01:00:00;193;1;6,8;8,5;441,6;1102,5;31,0
2005-01-09 02:00:00;194;2;6,3;8,5;466,5;1099,7;12,2
2005-01-09 03:00:00;195;3;6,2;8,5;472,7;1099,5;8,8
2005-01-09 04:00:00;196;4;6,7;8,5;445,5;1098,8;26,4
2005-01-09 05:00:00;197;5;7,4;8,5;412,8;1097,0;66,2
2005-01-09 06:00:00;198;6;6,8;8,5;441,6;1096,7;178,9
2005-01-09 07:00:00;199;7;7,0;8,5;626,2;1096,6;191,5
2005-01-09 08:00:00;200;8;6,7;8,5;640,7;1096,4;192,3
2005-01-09 09:00:00;201;9;7,7;8,5;592,7;1096,4;201,6
2005-01-09 10:00:00;202;10;7,8;8,5;584,7;1096,0;192,3
2005-01-09 11:00:00;203;11;7,6;8,5;593,5;1095,9;186,5
2005-01-09 12:00:00;204;12;7,9;8,5;582,2;1095,1;172,6
2005-01-09 13:00:00;205;13;8,9;8,5;534,0;1092,9;151,7
2005-01-09 14:00:00;206;14;9,9;8,5;487,1;1091,8;138,3
2005-01-09 15:00:00;207;15;10,2;8,5;472,7;1090,1;129,1
2005-01-09 16:00:00;208;16;10,0;8,5;479,7;1089,1;134,1
2005-01-09 17:00:00;209;17;10,3;8,5;466,1;1088,9;166,4
2005-01-09 18:00:00;210;18;10,2;8,5;470,9;1087,4;185,6
2005-01-09 19:00:00;211;19;10,1;8,5;474,7;1086,8;229,6
2005-01-09 20:00:00;212;20;10,3;8,5;468,0;1086,2;235,9
2005-01-09 21:00:00;213;21;10,2;8,5;469,2;1085,6;220,0
2005-01-09 22:00:00;214;22;10,5;8,5;459,2;1085,1;132,4
2005-01-09 23:00:00;215;23;11,1;8,5;429,9;1085,0;83,0
2005-01-10 00:00:00;216;0;10,8;6,5;249,9;1085,0;57,4
2005-01-10 01:00:00;217;1;10,5;6,5;266,3;1084,9;31,0
2005-01-10 02:00:00;218;2;10,1;6,5;285,3;1084,5;12,2
2005-01-10 03:00:00;219;3;9,6;6,5;309,1;1084,3;8,8
2005-01-10 04:00:00;220;4;9,1;6,5;334,3;1083,7;26,4
2005-01-10 05:00:00;221;5;8,5;6,5;361,5;1083,4;66,2
2005-01-10 06:00:00;222;6;7,8;6,5;396,6;1082,9;178,9
2005-01-10 07:00:00;223;7;7,5;6,5;599,1;1082,0;191,5
2005-01-10 08:00:00;224;8;7,6;6,5;595,9;1080,5;192,3
2005-01-10 09:00:00;225;9;7,3;6,5;610,8;1080,2;201,6
2005-01-10 10:00:00;226;10;7,3;6,5;612,6;1078,8;192,3
2005-01-10 11:00:00;227;11;7,5;6,5;600,3;1077,1;186,5
2005-01-10 12:00:00;228;12;7,8;6,5;584,6;1076,6;172,6
2005-01-10 13:00:00;229;13;7,6;6,5;594,3;1075,9;151,7
2005-01-10 14:00:00;230;14;7,9;6,5;583,7;1075,7;138,3
2005-01-10 15:00:00;231;15;6,7;6,5;640,3;1074,8;129,1
2005-01-10 16:00:00;232;16;5,8;6,5;680,2;1074,8;134,1
2005-01-10 17:00:00;233;17;4,7;6,5;735,3;1073,6;166,4
2005-01-10 18:00:00;234;18;4,6;6,5;738,8;1072,8;185,6
2005-01-10 19:00:00;235;19;3,7;6,5;780,3;1072,5;229,6
2005-01-10 20:00:00;236;20;2,6;6,5;834,5;1072,4;235,9
2005-01-10 21:00:00;237;21;1,2;6,5;901,1;1071,9;220,0
2005-01-10 22:00:00;238;22;0,2;6,5;948,9;1071,2;132,4
2005-01-10 23:00:00;239;23;-0,5;6,5;982,9;1069,8;83,0
2005-01-11 00:00:00;240;0;-1,2;-0,0;826,7;1069,4;57,4
2005-01-11 01:00:00;241;1;-1,3;-0,0;829,1;1067,2;31,0
2005-01-11 02:00:00;242;2;-1,3;-0,0;830,3;1066,7;12,2
2005-01-11 03:00:00;243;3;-1,4;-0,0;832,7;1065,4;8,8
2005-01-11 04:00:00;244;4;-1,2;-0,0;827,2;1064,2;26,4
2005-01-11 05:00:00;245;5;-1,1;-0,0;819,9;1064,1;66,2
2005-01-11 06:00:00;246;6;-1,0;-0,0;815,8;1063,2;178,9
2005-01-11 07:00:00;247;7;-0,6;-0,0;989,3;1063,1;191,5
2005-01-11 08:00:00;248;8;-1,0;-0,0;1005,1;1063,0;192,3
2005-01-11 09:00:00;249;9;-0,0;-0,0;960,0;1062,3;201,6
2005-01-11 10:00:00;250;10;-0,1;-0,0;962,0;1062,2;192,3
2005-01-11 11:00:00;251;11;1,6;-0,0;882,1;1060,4;186,5
2005-01-11 12:00:00;252;12;2,0;-0,0;863,8;1060,4;172,6
2005-01-11 13:00:00;253;13;3,2;-0,0;804,4;1059,7;151,7
2005-01-11 14:00:00;254;14;3,0;-0,0;816,6;1059,3;138,3
2005-01-11 15:00:00;255;15;2,4;-0,0;845,2;1058,3;129,1
2005-01-11 16:00:00;256;16;0,9;-0,0;917,2;1056,6;134,1
2005-01-11 17:00:00;257;17;1,0;-0,0;911,2;1055,5;166,4
2005-01-11 18:00:00;258;18;0,7;-0,0;927,0;1054,5;185,6
2005-01-11 19:00:00;259;19;-0,2;-0,0;966,6;1053,6;229,6
2005-01-11 20:00:00;260;20;-0,6;-0,0;989,5;1053,4;235,9
2005-01-11 21:00:00;261;21;-1,4;-0,0;1023,9;1052,3;220,0
2005-01-11 22:00:00;262;22;-1,3;-0,0;1019,6;1051,2;132,4
2005-01-11 23:00:00;263;23;-1,4;-0,0;1027,5;1049,7;83,0
2005-01-12 00:00:00;264;0;-1,4;0,8;837,0;1049,6;57,4
2005-01-12 01:00:00;265;1;-1,8;0,8;854,9;1049,4;31,0
2005-01-12 02:00:00;266;2;-1,7;0,8;848,4;1049,1;12,2
2005-01-12 03:00:00;267;3;-1,6;0,8;844,7;1048,6;8,8
2005-01-12 04:00:00;268;4;-1,2;0,8;823,1;1047,1;26,4
2005-01-12 05:00:00;269;5;-1,5;0,8;839,7;1045,3;66,2
2005-01-12 06:00:00;270;6;-1,2;0,8;826,1;1044,6;178,9
2005-01-12 07:00:00;271;7;-1,5;0,8;1028,8;1044,4;191,5
2005-01-12 08:00:00;272;8;-1,5;0,8;1032,7;1042,3;192,3
2005-01-12 09:00:00;273;9;-0,8;0,8;999,1;1042,2;201,6
2005-01-12 10:00:00;274;10;-0,1;0,8;965,7;1041,9;192,3
2005-01-12 11:00:00;275;11;1,1;0,8;907,2;1041,6;186,5
2005-01-12 12:00:00;276;12;2,1;0,8;860,9;1041,4;172,6
2005-01-12 13:00:00;277;13;2,7;0,8;830,8;1041,0;151,7
2005-01-12 14:00:00;278;14;3,2;0,8;806,2;1040,9;138,3
2005-01-12 15:00:00;279;15;3,2;0,8;807,9;1040,4;129,1
2005-01-12 16:00:00;280;16;3,4;0,8;797,9;1038,7;134,1
2005-01-12 17:00:00;281;17;3,0;0,8;815,7;1038,1;166,4
2005-01-12 18:00:00;282;18;2,9;0,8;821,2;1038,0;185,6
2005-01-12 19:00:00;283;19;3,0;0,8;817,2;1038,0;229,6
2005-01-12 20:00:00;284;20;2,3;0,8;850,3;1037,8;235,9
2005-01-12 21:00:00;285;21;2,2;0,8;855,7;1037,2;220,0
2005-01-12 22:00:00;286;22;2,2;0,8;855,5;1037,2;132,4
2005-01-12 23:00:00;287;23;1,9;0,8;868,6;1036,9;83,0
2005-01-13 00:00:00;288;0;2,6;3,9;645,9;1036,5;57,4
2005-01-13 01:00:00;289;1;2,6;3,9;645,7;1036,5;31,0
2005-01-13 02:00:00;290;2;2,6;3,9;641,3;1036,3;12,2
2005-01-13 03:00:00;291;3;2,7;3,9;640,0;1036,2;8,8
2005-01-13 04:00:00;292;4;2,4;3,9;651,6;1034,9;26,4
2005-01-13 05:00:00;293;5;2,3;3,9;659,4;1034,6;66,2
2005-01-13 06:00:00;294;6;2,7;3,9;639,7;1033,9;178,9
2005-01-13 07:00:00;295;7;2,7;3,9;830,5;1033,7;191,5
2005-01-13 08:00:00;296;8;2,8;3,9;826,5;1032,9;192,3
2005-01-13 09:00:00;297;9;2,8;3,9;825,3;1032,7;201,6
2005-01-13 10:00:00;298;10;3,8;3,9;779,3;1032,0;192,3
2005-01-13 11:00:00;299;11;4,3;3,9;752,2;1031,5;186,5
2005-01-13 12:00:00;300;12;5,1;3,9;716,4;1030,4;172,6
2005-01-13 13:00:00;301;13;5,4;3,9;701,5;1030,0;151,7
2005-01-13 14:00:00;302;14;5,5;3,9;694,5;1029,6;138,3
2005-01-13 15:00:00;303;15;6,1;3,9;667,6;1029,1;129,1
2005-01-13 16:00:00;304;16;5,4;3,9;702,5;1028,8;134,1
2005-01-13 17:00:00;305;17;5,6;3,9;693,6;1027,9;166,4
2005-01-13 18:00:00;306;18;5,4;3,9;701,0;1027,5;185,6
2005-01-13 19:00:00;307;19;5,1;3,9;713,3;1027,5;229,6
2005-01-13 20:00:00;308;20;5,0;3,9;720,0;1027,2;235,9
2005-01-13 21:00:00;309;21;4,0;3,9;766,9;1026,9;220,0
2005-01-13 22:00:00;310;22;4,2;3,9;760,4;1026,4;132,4
2005-01-13 23:00:00;311;23;3,8;3,9;776,9;1026,0;83,0
2005-01-14 00:00:00;312;0;3,6;4,9;597,1;1025,7;57,4
2005-01-14 01:00:00;313;1;3,7;4,9;590,1;1025,2;31,0
2005-01-14 02:00:00;314;2;3,7;4,9;591,6;1024,3;12,2
2005-01-14 03:00:00;315;3;4,2;4,9;567,8;1024,3;8,8
2005-01-14 04:00:00;316;4;4,5;4,9;551,8;1023,9;26,4
2005-01-14 05:00:00;317;5;4,8;4,9;540,4;1023,9;66,2
2005-01-14 06:00:00;318;6;4,4;4,9;557,8;1022,6;178,9
2005-01-14 07:00:00;319;7;4,2;4,9;758,0;1021,9;191,5
2005-01-14 08:00:00;320;8;4,0;4,9;766,0;1021,8;192,3
2005-01-14 09:00:00;321;9;4,3;4,9;751,5;1020,4;201,6
2005-01-14 10:00:00;322;10;4,6;4,9;738,3;1020,1;192,3
2005-01-14 11:00:00;323;11;4,3;4,9;752,1;1019,6;186,5
2005-01-14 12:00:00;324;12;4,9;4,9;723,4;1019,2;172,6
2005-01-14 13:00:00;325;13;5,3;4,9;704,6;1018,4;151,7
2005-01-14 14:00:00;326;14;6,3;4,9;657,6;1018,3;138,3
2005-01-14 15:00:00;327;15;7,0;4,9;625,4;1017,9;129,1
2005-01-14 16:00:00;328;16;6,3;4,9;658,1;1017,6;134,1
2005-01-14 17:00:00;329;17;6,1;4,9;666,0;1017,5;166,4
2005-01-14 18:00:00;330;18;5,5;4,9;695,4;1016,1;185,6
2005-01-14 19:00:00;331;19;5,2;4,9;710,9;1015,7;229,6
2005-01-14 20:00:00;332;20;5,1;4,9;716,6;1011,4;235,9
2005-01-14 21:00:00;333;21;5,0;4,9;719,3;1010,3;220,0
2005-01-14 22:00:00;334;22;4,6;4,9;739,3;1009,7;132,4
2005-01-14 23:00:00;335;23;5,0;4,9;721,9;1009,6;83,0
2005-01-15 00:00:00;336;0;4,8;2,2;540,2;1008,2;57,4
2005-01-15 01:00:00;337;1;4,4;2,2;555,4;1008,1;31,0
2005-01-15 02:00:00;338;2;4,0;2,2;576,1;1007,2;12,2
2005-01-15 03:00:00;339;3;3,4;2,2;605,3;1007,2;8,8
2005-01-15 04:00:00;340;4;3,2;2,2;616,1;1006,6;26,4
2005-01-15 05:00:00;341;5;3,2;2,2;615,8;1006,6;66,2
2005-01-15 06:00:00;342;6;3,2;2,2;616,4;1006,5;178,9
2005-01-15 07:00:00;343;7;2,5;2,2;841,4;1006,4;191,5
2005-01-15 08:00:00;344;8;2,3;2,2;850,2;1005,9;192,3
2005-01-15 09:00:00;345;9;1,9;2,2;868,1;1005,5;201,6
2005-01-15 10:00:00;346;10;2,5;2,2;839,2;1005,5;192,3
2005-01-15 11:00:00;347;11;2,9;2,2;820,9;1005,1;186,5
2005-01-15 12:00:00;348;12;3,1;2,2;811,7;1004,7;172,6
2005-01-15 13:00:00;349;13;2,5;2,2;837,9;1003,5;151,7
2005-01-15 14:00:00;350;14;2,4;2,2;842,7;1002,4;138,3
2005-01-15 15:00:00;351;15;2,3;2,2;850,4;1001,9;129,1
2005-01-15 16:00:00;352;16;1,7;2,2;876,8;1001,8;134,1
2005-01-15 17:00:00;353;17;1,1;2,2;907,4;1001,8;166,4
