Time;Hour of the year;Hour;Ambient temperature;Daily temperature;Hourly demand;Load Duration Curve;Dhw demand
[yyyy-MM-dd HH:mm:ss];[hoy];[h];[°C];[°C];[kWh/h];[kWh/h];[kWh/h]
2005-05-31 16:00:00;3616;16;11,0;9,3;0,0;173,2;134,1
2005-05-31 17:00:00;3617;17;10,4;9,3;0,0;173,2;166,4
2005-05-31 18:00:00;3618;18;10,2;9,3;0,0;173,1;185,6
2005-05-31 19:00:00;3619;19;10,0;9,3;0,0;172,8;229,6
2005-05-31 20:00:00;3620;20;9,3;9,3;0,0;172,7;235,9
2005-05-31 21:00:00;3621;21;9,2;9,3;0,0;172,6;220,0
2005-05-31 22:00:00;3622;22;8,3;9,3;0,0;172,5;132,4
2005-05-31 23:00:00;3623;23;8,4;9,3;0,0;172,2;83,0
2005-06-01 00:00:00;3624;0;7,9;11,1;0,0;172,2;57,4
2005-06-01 01:00:00;3625;1;7,7;11,1;0,0;172,2;31,0
2005-06-01 02:00:00;3626;2;8,3;11,1;0,0;172,0;12,2
2005-06-01 03:00:00;3627;3;8,0;11,1;0,0;171,9;8,8
2005-06-01 04:00:00;3628;4;8,0;11,1;0,0;171,3;26,4
2005-06-01 05:00:00;3629;5;8,9;11,1;0,0;171,2;66,2
2005-06-01 06:00:00;3630;6;9,0;11,1;0,0;170,4;178,9
2005-06-01 07:00:00;3631;7;9,3;11,1;0,0;170,0;191,5
2005-06-01 08:00:00;3632;8;10,4;11,1;0,0;169,9;192,3
2005-06-01 09:00:00;3633;9;11,3;11,1;0,0;169,8;201,6
2005-06-01 10:00:00;3634;10;11,4;11,1;0,0;169,5;192,3
2005-06-01 11:00:00;3635;11;12,0;11,1;0,0;169,4;186,5
2005-06-01 12:00:00;3636;12;12,4;11,1;0,0;169,4;172,6
2005-06-01 13:00:00;3637;13;12,3;11,1;0,0;169,4;151,7
2005-06-01 14:00:00;3638;14;12,7;11,1;0,0;169,0;138,3
2005-06-01 15:00:00;3639;15;12,6;11,1;0,0;168,9;129,1
2005-06-01 16:00:00;3640;16;13,1;11,1;0,0;168,8;134,1
2005-06-01 17:00:00;3641;17;13,5;11,1;0,0;168,7;166,4
2005-06-01 18:00:00;3642;18;13,2;11,1;0,0;168,4;185,6
2005-06-01 19:00:00;3643;19;12,6;11,1;0,0;168,2;229,6
2005-06-01 20:00:00;3644;20;12,4;11,1;0,0;167,9;235,9
2005-06-01 21:00:00;3645;21;13,1;11,1;0,0;167,6;220,0
2005-06-01 22:00:00;3646;22;13,2;11,1;0,0;167,5;132,4
2005-06-01 23:00:00;3647;23;12,8;11,1;0,0;167,4;83,0
2005-06-02 00:00:00;3648;0;13,0;15,0;0,0;167,4;57,4
2005-06-02 01:00:00;3649;1;12,6;15,0;0,0;167,2;31,0
2005-06-02 02:00:00;3650;2;11,9;15,0;0,0;167,1;12,2
2005-06-02 03:00:00;3651;3;12,0;15,0;0,0;167,0;8,8
2005-06-02 04:00:00;3652;4;11,6;15,0;0,0;166,8;26,4
2005-06-02 05:00:00;3653;5;11,8;15,0;0,0;166,7;66,2
2005-06-02 06:00:00;3654;6;11,9;15,0;0,0;166,6;178,9
2005-06-02 07:00:00;3655;7;13,5;15,0;0,0;166,6;191,5
2005-06-02 08:00:00;3656;8;14,8;15,0;0,0;166,1;192,3
2005-06-02 09:00:00;3657;9;16,0;15,0;0,0;165,9;201,6
2005-06-02 10:00:00;3658;10;17,4;15,0;0,0;165,9;192,3
2005-06-02 11:00:00;3659;11;17,8;15,0;0,0;165,6;186,5
2005-06-02 12:00:00;3660;12;18,1;15,0;0,0;165,3;172,6
2005-06-02 13:00:00;3661;13;18,1;15,0;0,0;165,1;151,7
2005-06-02 14:00:00;3662;14;18,4;15,0;0,0;164,9;138,3
2005-06-02 15:00:00;3663;15;17,9;15,0;0,0;164,6;129,1
2005-06-02 16:00:00;3664;16;18,1;15,0;0,0;164,3;134,1
2005-06-02 17:00:00;3665;17;17,5;15,0;0,0;164,3;166,4
2005-06-02 18:00:00;3666;18;17,2;15,0;0,0;164,3;185,6
2005-06-02 19:00:00;3667;19;15,7;15,0;0,0;163,6;229,6
2005-06-02 20:00:00;3668;20;15,0;15,0;0,0;163,6;235,9
2005-06-02 21:00:00;3669;21;14,3;15,0;0,0;163,2;220,0
2005-06-02 22:00:00;3670;22;13,3;15,0;0,0;163,0;132,4
2005-06-02 23:00:00;3671;23;12,1;15,0;0,0;161,7;83,0
2005-06-03 00:00:00;3672;0;12,0;16,6;0,0;161,7;57,4
2005-06-03 01:00:00;3673;1;11,3;16,6;0,0;161,6;31,0
2005-06-03 02:00:00;3674;2;11,0;16,6;0,0;161,4;12,2
2005-06-03 03:00:00;3675;3;10,8;16,6;0,0;161,3;8,8
2005-06-03 04:00:00;3676;4;10,8;16,6;0,0;161,0;26,4
2005-06-03 05:00:00;3677;5;12,0;16,6;0,0;160,8;66,2
2005-06-03 06:00:00;3678;6;11,7;16,6;0,0;160,6;178,9
2005-06-03 07:00:00;3679;7;12,8;16,6;0,0;160,5;191,5
2005-06-03 08:00:00;3680;8;14,1;16,6;0,0;160,1;192,3
2005-06-03 09:00:00;3681;9;16,1;16,6;0,0;159,9;201,6
2005-06-03 10:00:00;3682;10;17,6;16,6;0,0;159,8;192,3
2005-06-03 11:00:00;3683;11;19,1;16,6;0,0;159,6;186,5
2005-06-03 12:00:00;3684;12;19,9;16,6;0,0;159,3;172,6
2005-06-03 13:00:00;3685;13;20,4;16,6;0,0;159,0;151,7
2005-06-03 14:00:00;3686;14;20,6;16,6;0,0;158,8;138,3
2005-06-03 15:00:00;3687;15;21,3;16,6;0,0;158,7;129,1
2005-06-03 16:00:00;3688;16;21,6;16,6;0,0;158,6;134,1
2005-06-03 17:00:00;3689;17;21,5;16,6;0,0;158,6;166,4
2005-06-03 18:00:00;3690;18;20,8;16,6;0,0;158,5;185,6
2005-06-03 19:00:00;3691;19;19,9;16,6;0,0;158,4;229,6
2005-06-03 20:00:00;3692;20;19,1;16,6;0,0;158,4;235,9
2005-06-03 21:00:00;3693;21;18,5;16,6;0,0;157,9;220,0
2005-06-03 22:00:00;3694;22;17,8;16,6;0,0;157,8;132,4
2005-06-03 23:00:00;3695;23;16,6;16,6;0,0;157,7;83,0
2005-06-04 00:00:00;3696;0;16,2;18,5;0,0;157,4;57,4
2005-06-04 01:00:00;3697;1;15,8;18,5;0,0;157,3;31,0
2005-06-04 02:00:00;3698;2;15,7;18,5;0,0;157,0;12,2
2005-06-04 03:00:00;3699;3;16,2;18,5;0,0;156,7;8,8
2005-06-04 04:00:00;3700;4;15,9;18,5;0,0;156,7;26,4
2005-06-04 05:00:00;3701;5;15,4;18,5;0,0;156,6;66,2
2005-06-04 06:00:00;3702;6;15,5;18,5;0,0;156,6;178,9
2005-06-04 07:00:00;3703;7;16,8;18,5;0,0;156,4;191,5
2005-06-04 08:00:00;3704;8;18,1;18,5;0,0;156,4;192,3
2005-06-04 09:00:00;3705;9;18,9;18,5;0,0;156,3;201,6
2005-06-04 10:00:00;3706;10;19,4;18,5;0,0;156,3;192,3
2005-06-04 11:00:00;3707;11;20,0;18,5;0,0;156,3;186,5
2005-06-04 12:00:00;3708;12;20,4;18,5;0,0;156,3;172,6
2005-06-04 13:00:00;3709;13;20,5;18,5;0,0;156,1;151,7
2005-06-04 14:00:00;3710;14;20,1;18,5;0,0;155,9;138,3
2005-06-04 15:00:00;3711;15;20,7;18,5;0,0;155,9;129,1
2005-06-04 16:00:00;3712;16;20,7;18,5;0,0;155,8;134,1
2005-06-04 17:00:00;3713;17;20,6;18,5;0,0;155,8;166,4
2005-06-04 18:00:00;3714;18;20,7;18,5;0,0;155,8;185,6
2005-06-04 19:00:00;3715;19;20,1;18,5;0,0;155,8;229,6
2005-06-04 20:00:00;3716;20;20,4;18,5;0,0;155,7;235,9
2005-06-04 21:00:00;3717;21;19,6;18,5;0,0;155,6;220,0
2005-06-04 22:00:00;3718;22;18,8;18,5;0,0;155,3;132,4
2005-06-04 23:00:00;3719;23;18,1;18,5;0,0;155,1;83,0
2005-06-05 00:00:00;3720;0;17,5;19,8;0,0;155,1;57,4
2005-06-05 01:00:00;3721;1;17,1;19,8;0,0;155,0;31,0
2005-06-05 02:00:00;3722;2;16,4;19,8;0,0;154,3;12,2
2005-06-05 03:00:00;3723;3;16,4;19,8;0,0;154,3;8,8
2005-06-05 04:00:00;3724;4;16,3;19,8;0,0;154,3;26,4
2005-06-05 05:00:00;3725;5;16,2;19,8;0,0;154,2;66,2
2005-06-05 06:00:00;3726;6;16,4;19,8;0,0;154,1;178,9
2005-06-05 07:00:00;3727;7;17,0;19,8;0,0;154,1;191,5
2005-06-05 08:00:00;3728;8;17,5;19,8;0,0;153,7;192,3
2005-06-05 09:00:00;3729;9;19,2;19,8;0,0;153,5;201,6
2005-06-05 10:00:00;3730;10;20,9;19,8;0,0;153,5;192,3
2005-06-05 11:00:00;3731;11;21,7;19,8;0,0;153,4;186,5
2005-06-05 12:00:00;3732;12;22,9;19,8;0,0;153,3;172,6
2005-06-05 13:00:00;3733;13;23,7;19,8;0,0;153,0;151,7
2005-06-05 14:00:00;3734;14;24,6;19,8;0,0;152,9;138,3
2005-06-05 15:00:00;3735;15;24,1;19,8;0,0;152,7;129,1
2005-06-05 16:00:00;3736;16;23,9;19,8;0,0;152,6;134,1
2005-06-05 17:00:00;3737;17;23,7;19,8;0,0;152,5;166,4
2005-06-05 18:00:00;3738;18;22,5;19,8;0,0;151,9;185,6
2005-06-05 19:00:00;3739;19;20,9;19,8;0,0;151,7;229,6
2005-06-05 20:00:00;3740;20;20,1;19,8;0,0;151,7;235,9
2005-06-05 21:00:00;3741;21;18,9;19,8;0,0;151,4;220,0
2005-06-05 22:00:00;3742;22;18,4;19,8;0,0;150,8;132,4
2005-06-05 23:00:00;3743;23;18,0;19,8;0,0;150,5;83,0
2005-06-06 00:00:00;3744;0;17,6;20,4;0,0;150,4;57,4
2005-06-06 01:00:00;3745;1;17,9;20,4;0,0;150,4;31,0
2005-06-06 02:00:00;3746;2;17,9;20,4;0,0;150,3;12,2
2005-06-06 03:00:00;3747;3;18,2;20,4;0,0;150,3;8,8
2005-06-06 04:00:00;3748;4;17,4;20,4;0,0;150,3;26,4
2005-06-06 05:00:00;3749;5;16,5;20,4;0,0;150,2;66,2
2005-06-06 06:00:00;3750;6;16,5;20,4;0,0;150,1;178,9
2005-06-06 07:00:00;3751;7;17,6;20,4;0,0;149,9;191,5
2005-06-06 08:00:00;3752;8;18,5;20,4;0,0;149,8;192,3
2005-06-06 09:00:00;3753;9;19,8;20,4;0,0;149,6;201,6
2005-06-06 10:00:00;3754;10;21,5;20,4;0,0;149,5;192,3
2005-06-06 11:00:00;3755;11;23,2;20,4;0,0;149,3;186,5
2005-06-06 12:00:00;3756;12;23,7;20,4;0,0;149,0;172,6
2005-06-06 13:00:00;3757;13;24,0;20,4;0,0;148,8;151,7
2005-06-06 14:00:00;3758;14;24,1;20,4;0,0;148,8;138,3
2005-06-06 15:00:00;3759;15;24,3;20,4;0,0;148,7;129,1
2005-06-06 16:00:00;3760;16;24,5;20,4;0,0;148,6;134,1
2005-06-06 17:00:00;3761;17;24,3;20,4;0,0;148,6;166,4
2005-06-06 18:00:00;3762;18;23,1;20,4;0,0;148,3;185,6
2005-06-06 19:00:00;3763;19;22,1;20,4;0,0;148,0;229,6
2005-06-06 20:00:00;3764;20;20,6;20,4;0,0;147,9;235,9
2005-06-06 21:00:00;3765;21;19,5;20,4;0,0;147,9;220,0
2005-06-06 22:00:00;3766;22;18,9;20,4;0,0;147,8;132,4
2005-06-06 23:00:00;3767;23;18,2;20,4;0,0;147,8;83,0
2005-06-07 00:00:00;3768;0;17,9;19,2;0,0;147,6;57,4
2005-06-07 01:00:00;3769;1;16,9;19,2;0,0;147,4;31,0
2005-06-07 02:00:00;3770;2;16,5;19,2;0,0;147,3;12,2
2005-06-07 03:00:00;3771;3;16,7;19,2;0,0;147,2;8,8
2005-06-07 04:00:00;3772;4;15,7;19,2;0,0;147,1;26,4
2005-06-07 05:00:00;3773;5;16,3;19,2;0,0;146,9;66,2
2005-06-07 06:00:00;3774;6;16,0;19,2;0,0;146,9;178,9
2005-06-07 07:00:00;3775;7;16,5;19,2;0,0;146,8;191,5
2005-06-07 08:00:00;3776;8;18,2;19,2;0,0;146,8;192,3
2005-06-07 09:00:00;3777;9;19,2;19,2;0,0;146,7;201,6
2005-06-07 10:00:00;3778;10;20,2;19,2;0,0;146,6;192,3
2005-06-07 11:00:00;3779;11;21,5;19,2;0,0;146,5;186,5
2005-06-07 12:00:00;3780;12;22,3;19,2;0,0;146,5;172,6
2005-06-07 13:00:00;3781;13;22,9;19,2;0,0;146,5;151,7
2005-06-07 14:00:00;3782;14;23,2;19,2;0,0;146,4;138,3
2005-06-07 15:00:00;3783;15;23,7;19,2;0,0;146,4;129,1
2005-06-07 16:00:00;3784;16;23,2;19,2;0,0;146,3;134,1
2005-06-07 17:00:00;3785;17;22,1;19,2;0,0;146,3;166,4
2005-06-07 18:00:00;3786;18;21,5;19,2;0,0;146,2;185,6
2005-06-07 19:00:00;3787;19;20,2;19,2;0,0;146,2;229,6
2005-06-07 20:00:00;3788;20;19,0;19,2;0,0;146,1;235,9
2005-06-07 21:00:00;3789;21;18,0;19,2;0,0;146,0;220,0
2005-06-07 22:00:00;3790;22;17,5;19,2;0,0;145,9;132,4
2005-06-07 23:00:00;3791;23;16,7;19,2;0,0;145,7;83,0
2005-06-08 00:00:00;3792;0;16,1;18,9;0,0;145,7;57,4
2005-06-08 01:00:00;3793;1;15,5;18,9;0,0;145,5;31,0
2005-06-08 02:00:00;3794;2;15,4;18,9;0,0;145,5;12,2
2005-06-08 03:00:00;3795;3;15,9;18,9;0,0;145,4;8,8
2005-06-08 04:00:00;3796;4;15,3;18,9;0,0;145,2;26,4
2005-06-08 05:00:00;3797;5;14,8;18,9;0,0;144,9;66,2
2005-06-08 06:00:00;3798;6;14,9;18,9;0,0;144,8;178,9
2005-06-08 07:00:00;3799;7;16,1;18,9;0,0;144,5;191,5
2005-06-08 08:00:00;3800;8;17,5;18,9;0,0;144,5;192,3
2005-06-08 09:00:00;3801;9;19,7;18,9;0,0;144,4;201,6
2005-06-08 10:00:00;3802;10;20,7;18,9;0,0;144,3;192,3
2005-06-08 11:00:00;3803;11;21,8;18,9;0,0;144,2;186,5
2005-06-08 12:00:00;3804;12;22,4;18,9;0,0;144,0;172,6
2005-06-08 13:00:00;3805;13;22,6;18,9;0,0;144,0;151,7
2005-06-08 14:00:00;3806;14;22,7;18,9;0,0;143,9;138,3
2005-06-08 15:00:00;3807;15;23,1;18,9;0,0;143,9;129,1
2005-06-08 16:00:00;3808;16;23,3;18,9;0,0;143,9;134,1
2005-06-08 17:00:00;3809;17;23,0;18,9;0,0;143,6;166,4
2005-06-08 18:00:00;3810;18;21,4;18,9;0,0;143,4;185,6
2005-06-08 19:00:00;3811;19;19,9;18,9;0,0;143,4;229,6
2005-06-08 20:00:00;3812;20;19,2;18,9;0,0;143,2;235,9
2005-06-08 21:00:00;3813;21;18,2;18,9;0,0;143,0;220,0
2005-06-08 22:00:00;3814;22;16,8;18,9;0,0;142,9;132,4
2005-06-08 23:00:00;3815;23;16,0;18,9;0,0;142,7;83,0
2005-06-09 00:00:00;3816;0;15,4;16,6;0,0;142,5;57,4
2005-06-09 01:00:00;3817;1;15,3;16,6;0,0;142,5;31,0
2005-06-09 02:00:00;3818;2;15,2;16,6;0,0;141,9;12,2
2005-06-09 03:00:00;3819;3;15,1;16,6;0,0;141,6;8,8
2005-06-09 04:00:00;3820;4;14,9;16,6;0,0;141,6;26,4
2005-06-09 05:00:00;3821;5;14,2;16,6;0,0;141,3;66,2
2005-06-09 06:00:00;3822;6;14,5;16,6;0,0;140,8;178,9
2005-06-09 07:00:00;3823;7;15,3;16,6;0,0;140,5;191,5
2005-06-09 08:00:00;3824;8;15,7;16,6;0,0;140,5;192,3
2005-06-09 09:00:00;3825;9;16,5;16,6;0,0;140,4;201,6
2005-06-09 10:00:00;3826;10;17,7;16,6;0,0;140,3;192,3
2005-06-09 11:00:00;3827;11;18,4;16,6;0,0;140,0;186,5
2005-06-09 12:00:00;3828;12;18,9;16,6;0,0;139,9;172,6
2005-06-09 13:00:00;3829;13;19,2;16,6;0,0;139,8;151,7
2005-06-09 14:00:00;3830;14;19,0;16,6;0,0;139,7;138,3
2005-06-09 15:00:00;3831;15;19,3;16,6;0,0;139,6;129,1
2005-06-09 16:00:00;3832;16;19,1;16,6;0,0;139,4;134,1
2005-06-09 17:00:00;3833;17;19,1;16,6;0,0;139,4;166,4
2005-06-09 18:00:00;3834;18;18,1;16,6;0,0;139,1;185,6
2005-06-09 19:00:00;3835;19;17,0;16,6;0,0;139,1;229,6
2005-06-09 20:00:00;3836;20;16,2;16,6;0,0;138,8;235,9
2005-06-09 21:00:00;3837;21;15,2;16,6;0,0;138,7;220,0
2005-06-09 22:00:00;3838;22;14,9;16,6;0,0;138,6;132,4
2005-06-09 23:00:00;3839;23;14,2;16,6;0,0;138,2;83,0
2005-06-10 00:00:00;3840;0;14,0;19,8;0,0;137,9;57,4
2005-06-10 01:00:00;3841;1;14,1;19,8;0,0;137,7;31,0
2005-06-10 02:00:00;3842;2;14,2;19,8;0,0;137,6;12,2
2005-06-10 03:00:00;3843;3;14,3;19,8;0,0;137,5;8,8
2005-06-10 04:00:00;3844;4;15,0;19,8;0,0;137,4;26,4
2005-06-10 05:00:00;3845;5;15,1;19,8;0,0;137,1;66,2
2005-06-10 06:00:00;3846;6;15,3;19,8;0,0;136,9;178,9
2005-06-10 07:00:00;3847;7;16,0;19,8;0,0;136,8;191,5
2005-06-10 08:00:00;3848;8;18,2;19,8;0,0;136,6;192,3
2005-06-10 09:00:00;3849;9;20,6;19,8;0,0;136,3;201,6
2005-06-10 10:00:00;3850;10;21,9;19,8;0,0;136,0;192,3
2005-06-10 11:00:00;3851;11;23,0;19,8;0,0;135,7;186,5
2005-06-10 12:00:00;3852;12;23,8;19,8;0,0;135,7;172,6
2005-06-10 13:00:00;3853;13;24,8;19,8;0,0;135,0;151,7
2005-06-10 14:00:00;3854;14;25,3;19,8;0,0;135,0;138,3
2005-06-10 15:00:00;3855;15;25,2;19,8;0,0;134,9;129,1
2005-06-10 16:00:00;3856;16;25,1;19,8;0,0;134,1;134,1
2005-06-10 17:00:00;3857;17;23,8;19,8;0,0;133,8;166,4
2005-06-10 18:00:00;3858;18;23,0;19,8;0,0;133,7;185,6
2005-06-10 19:00:00;3859;19;21,7;19,8;0,0;133,7;229,6
2005-06-10 20:00:00;3860;20;21,3;19,8;0,0;133,7;235,9
2005-06-10 21:00:00;3861;21;20,2;19,8;0,0;132,7;220,0
2005-06-10 22:00:00;3862;22;19,5;19,8;0,0;132,7;132,4
2005-06-10 23:00:00;3863;23;19,2;19,8;0,0;132,7;83,0
2005-06-11 00:00:00;3864;0;18,2;15,9;0,0;132,4;57,4
2005-06-11 01:00:00;3865;1;17,4;15,9;0,0;131,9;31,0
2005-06-11 02:00:00;3866;2;17,0;15,9;0,0;131,8;12,2
2005-06-11 03:00:00;3867;3;16,6;15,9;0,0;131,7;8,8
2005-06-11 04:00:00;3868;4;17,0;15,9;0,0;131,6;26,4
2005-06-11 05:00:00;3869;5;16,0;15,9;0,0;131,6;66,2
2005-06-11 06:00:00;3870;6;15,8;15,9;0,0;131,5;178,9
2005-06-11 07:00:00;3871;7;15,6;15,9;0,0;131,3;191,5
2005-06-11 08:00:00;3872;8;15,9;15,9;0,0;131,2;192,3
2005-06-11 09:00:00;3873;9;15,7;15,9;0,0;131,1;201,6
2005-06-11 10:00:00;3874;10;15,9;15,9;0,0;131,1;192,3
2005-06-11 11:00:00;3875;11;16,4;15,9;0,0;131,0;186,5
2005-06-11 12:00:00;3876;12;16,3;15,9;0,0;131,0;172,6
2005-06-11 13:00:00;3877;13;16,3;15,9;0,0;130,9;151,7
2005-06-11 14:00:00;3878;14;16,0;15,9;0,0;130,9;138,3
2005-06-11 15:00:00;3879;15;15,8;15,9;0,0;130,9;129,1
2005-06-11 16:00:00;3880;16;15,1;15,9;0,0;130,7;134,1
2005-06-11 17:00:00;3881;17;15,6;15,9;0,0;130,5;166,4
2005-06-11 18:00:00;3882;18;15,2;15,9;0,0;130,1;185,6
2005-06-11 19:00:00;3883;19;15,0;15,9;0,0;130,0;229,6
2005-06-11 20:00:00;3884;20;14,5;15,9;0,0;129,9;235,9
2005-06-11 21:00:00;3885;21;14,7;15,9;0,0;129,6;220,0
2005-06-11 22:00:00;3886;22;14,7;15,9;0,0;129,5;132,4
2005-06-11 23:00:00;3887;23;14,5;15,9;0,0;129,4;83,0
2005-06-12 00:00:00;3888;0;13,9;17,9;0,0;129,3;57,4
2005-06-12 01:00:00;3889;1;13,3;17,9;0,0;129,1;31,0
2005-06-12 02:00:00;3890;2;12,7;17,9;0,0;129,0;12,2
2005-06-12 03:00:00;3891;3;13,2;17,9;0,0;128,8;8,8
2005-06-12 04:00:00;3892;4;13,3;17,9;0,0;128,8;26,4
2005-06-12 05:00:00;3893;5;13,3;17,9;0,0;128,6;66,2
2005-06-12 06:00:00;3894;6;13,5;17,9;0,0;128,5;178,9
2005-06-12 07:00:00;3895;7;14,1;17,9;0,0;128,3;191,5
2005-06-12 08:00:00;3896;8;16,2;17,9;0,0;128,3;192,3
2005-06-12 09:00:00;3897;9;17,5;17,9;0,0;128,2;201,6
2005-06-12 10:00:00;3898;10;19,5;17,9;0,0;128,2;192,3
2005-06-12 11:00:00;3899;11;20,2;17,9;0,0;128,1;186,5
2005-06-12 12:00:00;3900;12;21,0;17,9;0,0;128,1;172,6
2005-06-12 13:00:00;3901;13;21,5;17,9;0,0;127,8;151,7
2005-06-12 14:00:00;3902;14;21,7;17,9;0,0;127,1;138,3
2005-06-12 15:00:00;3903;15;22,3;17,9;0,0;126,8;129,1
2005-06-12 16:00:00;3904;16;22,3;17,9;0,0;126,8;134,1
2005-06-12 17:00:00;3905;17;22,8;17,9;0,0;126,6;166,4
2005-06-12 18:00:00;3906;18;21,7;17,9;0,0;126,3;185,6
2005-06-12 19:00:00;3907;19;20,4;17,9;0,0;126,2;229,6
2005-06-12 20:00:00;3908;20;20,0;17,9;0,0;126,1;235,9
2005-06-12 21:00:00;3909;21;19,2;17,9;0,0;125,8;220,0
2005-06-12 22:00:00;3910;22;18,0;17,9;0,0;125,7;132,4
2005-06-12 23:00:00;3911;23;17,4;17,9;0,0;125,6;83,0
2005-06-13 00:00:00;3912;0;16,8;21,9;0,0;125,3;57,4
2005-06-13 01:00:00;3913;1;16,5;21,9;0,0;125,0;31,0
2005-06-13 02:00:00;3914;2;16,0;21,9;0,0;125,0;12,2
2005-06-13 03:00:00;3915;3;16,4;21,9;0,0;124,8;8,8
2005-06-13 04:00:00;3916;4;16,9;21,9;0,0;124,6;26,4
2005-06-13 05:00:00;3917;5;17,0;21,9;0,0;124,4;66,2
2005-06-13 06:00:00;3918;6;17,6;21,9;0,0;124,1;178,9
2005-06-13 07:00:00;3919;7;18,8;21,9;0,0;123,9;191,5
2005-06-13 08:00:00;3920;8;20,3;21,9;0,0;123,7;192,3
2005-06-13 09:00:00;3921;9;22,5;21,9;0,0;123,6;201,6
2005-06-13 10:00:00;3922;10;23,6;21,9;0,0;123,5;192,3
2005-06-13 11:00:00;3923;11;24,9;21,9;0,0;123,5;186,5
2005-06-13 12:00:00;3924;12;26,3;21,9;0,0;123,2;172,6
2005-06-13 13:00:00;3925;13;27,1;21,9;0,0;123,1;151,7
2005-06-13 14:00:00;3926;14;27,4;21,9;0,0;123,0;138,3
2005-06-13 15:00:00;3927;15;27,8;21,9;0,0;122,8;129,1
2005-06-13 16:00:00;3928;16;27,8;21,9;0,0;122,4;134,1
2005-06-13 17:00:00;3929;17;26,9;21,9;0,0;122,4;166,4
2005-06-13 18:00:00;3930;18;25,7;21,9;0,0;121,9;185,6
2005-06-13 19:00:00;3931;19;24,4;21,9;0,0;121,8;229,6
2005-06-13 20:00:00;3932;20;23,0;21,9;0,0;121,6;235,9
2005-06-13 21:00:00;3933;21;21,9;21,9;0,0;121,4;220,0
2005-06-13 22:00:00;3934;22;20,6;21,9;0,0;120,5;132,4
2005-06-13 23:00:00;3935;23;20,1;21,9;0,0;120,1;83,0
2005-06-14 00:00:00;3936;0;18,6;19,5;0,0;119,7;57,4
2005-06-14 01:00:00;3937;1;17,9;19,5;0,0;119,5;31,0
2005-06-14 02:00:00;3938;2;17,2;19,5;0,0;119,4;12,2
2005-06-14 03:00:00;3939;3;16,4;19,5;0,0;118,2;8,8
2005-06-14 04:00:00;3940;4;15,9;19,5;0,0;118,1;26,4
2005-06-14 05:00:00;3941;5;15,6;19,5;0,0;118,1;66,2
2005-06-14 06:00:00;3942;6;16,2;19,5;0,0;117,9;178,9
2005-06-14 07:00:00;3943;7;17,3;19,5;0,0;117,8;191,5
2005-06-14 08:00:00;3944;8;18,4;19,5;0,0;117,5;192,3
2005-06-14 09:00:00;3945;9;19,9;19,5;0,0;117,5;201,6
2005-06-14 10:00:00;3946;10;21,1;19,5;0,0;117,5;192,3
2005-06-14 11:00:00;3947;11;22,0;19,5;0,0;117,4;186,5
2005-06-14 12:00:00;3948;12;22,8;19,5;0,0;117,1;172,6
2005-06-14 13:00:00;3949;13;22,7;19,5;0,0;116,8;151,7
2005-06-14 14:00:00;3950;14;22,8;19,5;0,0;116,6;138,3
2005-06-14 15:00:00;3951;15;23,3;19,5;0,0;116,4;129,1
2005-06-14 16:00:00;3952;16;23,4;19,5;0,0;116,4;134,1
2005-06-14 17:00:00;3953;17;22,3;19,5;0,0;116,2;166,4
2005-06-14 18:00:00;3954;18;21,7;19,5;0,0;116,1;185,6
2005-06-14 19:00:00;3955;19;21,0;19,5;0,0;116,0;229,6
2005-06-14 20:00:00;3956;20;19,6;19,5;0,0;115,4;235,9
2005-06-14 21:00:00;3957;21;18,1;19,5;0,0;115,3;220,0
2005-06-14 22:00:00;3958;22;16,9;19,5;0,0;114,9;132,4
2005-06-14 23:00:00;3959;23;15,9;19,5;0,0;114,9;83,0
2005-06-15 00:00:00;3960;0;15,6;19,7;0,0;114,7;57,4
2005-06-15 01:00:00;3961;1;14,8;19,7;0,0;114,6;31,0
2005-06-15 02:00:00;3962;2;14,8;19,7;0,0;114,0;12,2
2005-06-15 03:00:00;3963;3;14,6;19,7;0,0;114,0;8,8
2005-06-15 04:00:00;3964;4;14,4;19,7;0,0;113,9;26,4
2005-06-15 05:00:00;3965;5;14,3;19,7;0,0;113,9;66,2
2005-06-15 06:00:00;3966;6;15,4;19,7;0,0;113,9;178,9
2005-06-15 07:00:00;3967;7;16,8;19,7;0,0;113,8;191,5
2005-06-15 08:00:00;3968;8;18,7;19,7;0,0;113,5;192,3
2005-06-15 09:00:00;3969;9;19,9;19,7;0,0;113,0;201,6
2005-06-15 10:00:00;3970;10;21,3;19,7;0,0;112,0;192,3
2005-06-15 11:00:00;3971;11;22,7;19,7;0,0;111,9;186,5
2005-06-15 12:00:00;3972;12;23,2;19,7;0,0;111,8;172,6
2005-06-15 13:00:00;3973;13;23,8;19,7;0,0;111,8;151,7
2005-06-15 14:00:00;3974;14;24,2;19,7;0,0;111,5;138,3
2005-06-15 15:00:00;3975;15;23,8;19,7;0,0;111,5;129,1
2005-06-15 16:00:00;3976;16;23,7;19,7;0,0;111,3;134,1
2005-06-15 17:00:00;3977;17;23,5;19,7;0,0;111,1;166,4
2005-06-15 18:00:00;3978;18;23,2;19,7;0,0;110,9;185,6
2005-06-15 19:00:00;3979;19;22,5;19,7;0,0;110,4;229,6
2005-06-15 20:00:00;3980;20;21,2;19,7;0,0;110,3;235,9
