HOY,HeatingDemand_sum,HeatingEnergy_sum,CoolingDemand_sum,CoolingEnergy_sum,IndoorAir_mean,OutsideTemp_mean,SolarGains_sum,COP_mean,HeatingDemand_kWh_h_sum,CoolingDemand_kWh_h_sum,HeatingDemand_Wh_m2h_sum,CoolingDemand_Wh_m2h_sum,Portfolio ID
82,3440483.884924461,3440483.884924461,0.0,0.0,20.0,-3.72,185951.0490217875,,3440.483884924461,0.0,46.48303790029522,-0.0,ALL_BUILDINGS
83,3224057.612696179,3224057.612696179,0.0,0.0,20.0,-1.56,444771.7196672611,,3224.057612696179,0.0,43.558986821698845,-0.0,ALL_BUILDINGS
84,2996758.6594579,2996758.6594579,0.0,0.0,20.0,0.12,819900.4779582688,,2996.7586594579,0.0,40.48803918425501,-0.0,ALL_BUILDINGS
85,2786174.9445859767,2786174.9445859767,0.0,0.0,20.0,1.65,874786.6499356452,,2786.174944585977,0.0,37.642924622763175,-0.0,ALL_BUILDINGS
86,2628753.3545799386,2628753.3545799386,0.0,0.0,20.0,2.25,836956.9860025535,,2628.753354579939,0.0,35.51606282677018,-0.0,ALL_BUILDINGS
87,2534117.590459433,2534117.590459433,0.0,0.0,20.0,2.05,664365.3492404765,,2534.117590459433,0.0,34.23747587287911,-0.0,ALL_BUILDINGS
88,2471659.808515817,2471659.808515817,0.0,0.0,20.0,2.19,241176.8909900336,,2471.659808515817,0.0,33.393633104722326,-0.0,ALL_BUILDINGS
89,2421718.298736173,2421718.298736173,0.0,0.0,20.0,1.86,231735.3393030736,,2421.718298736173,0.0,32.718892815410925,-0.0,ALL_BUILDINGS
90,2396314.968646543,2396314.968646543,0.0,0.0,20.0,1.68,0.0,,2396.314968646543,0.0,32.37567831569356,-0.0,ALL_BUILDINGS
91,2354968.686301169,2354968.686301169,0.0,0.0,20.0,1.74,0.0,,2354.968686301169,0.0,31.81706479690403,-0.0,ALL_BUILDINGS
92,2297570.931088194,2297570.931088194,0.0,0.0,20.0,2.19,0.0,,2297.570931088194,0.0,31.041586079318012,-0.0,ALL_BUILDINGS
93,2289731.7456422606,2289731.7456422606,0.0,0.0,20.0,1.62,0.0,,2289.7317456422606,0.0,30.935673897666053,-0.0,ALL_BUILDINGS
94,2276624.1598107396,2276624.1598107396,0.0,0.0,20.0,1.29,0.0,,2276.6241598107395,0.0,30.75858241014079,-0.0,ALL_BUILDINGS
95,2260627.420466817,2260627.420466817,0.0,0.0,20.0,1.11,0.0,,2260.627420466817,0.0,30.542456694667187,-0.0,ALL_BUILDINGS
96,2241442.8080971623,2241442.8080971623,0.0,0.0,20.0,1.06,0.0,,2241.4428080971625,0.0,30.28326086823456,-0.0,ALL_BUILDINGS
97,26217.05433202294,26217.05433202294,0.0,0.0,16.161113820114227,1.08,0.0,,26.21705433202294,0.0,0.3542084110579341,-0.0,ALL_BUILDINGS
98,92976.21416003033,92976.21416003033,0.0,0.0,16.062296567714252,0.91,0.0,,92.97621416003032,0.0,1.2561654206735355,-0.0,ALL_BUILDINGS
99,214852.8442285414,214852.8442285414,0.0,0.0,16.01676617651383,0.11,0.0,,214.8528442285414,0.0,2.902793105650832,-0.0,ALL_BUILDINGS
100,342865.86636738974,342865.86636738974,0.0,0.0,16.005668716632854,-0.36,0.0,,342.86586636738974,0.0,4.6323271941216655,-0.0,ALL_BUILDINGS
101,476282.38076316315,476282.38076316315,0.0,0.0,16.00358918248325,-0.9199999999999999,0.0,,476.28238076316313,0.0,6.434865762128991,-0.0,ALL_BUILDINGS
102,592642.9691259085,592642.9691259085,0.0,0.0,16.001998902800135,-1.23,0.0,,592.6429691259084,0.0,8.00696835579799,-0.0,ALL_BUILDINGS
103,725729.0723416652,725729.0723416652,0.0,0.0,16.000701969985617,-1.99,0.0,,725.7290723416652,0.0,9.805042867028101,-0.0,ALL_BUILDINGS
104,3149497.7691349764,3149497.7691349764,0.0,0.0,20.0,-2.25,0.0,,3149.4977691349764,0.0,42.5516378120779,-0.0,ALL_BUILDINGS
105,3109676.4766369644,3109676.4766369644,0.0,0.0,20.0,-2.71,0.0,,3109.6764766369643,0.0,42.01362783722098,-0.0,ALL_BUILDINGS
106,3041729.477150259,3041729.477150259,0.0,0.0,20.0,-2.64,98970.1178536242,,3041.7294771502593,0.0,41.095622388571364,-0.0,ALL_BUILDINGS
107,2985589.354385167,2985589.354385167,0.0,0.0,20.0,-3.03,277744.2542751501,,2985.589354385167,0.0,40.3371350532138,-0.0,ALL_BUILDINGS
108,2935902.787237938,2935902.787237938,0.0,0.0,20.0,-3.23,270663.048463614,,2935.902787237938,0.0,39.665839194523585,-0.0,ALL_BUILDINGS
109,2884263.4332106323,2884263.4332106323,0.0,0.0,20.0,-3.3099999999999996,290127.36984334333,,2884.2634332106322,0.0,38.96815999279388,-0.0,ALL_BUILDINGS
110,2854257.3974413946,2854257.3974413946,0.0,0.0,20.0,-3.85,350678.9572043957,,2854.2573974413945,0.0,38.56276012912624,-0.0,ALL_BUILDINGS
111,2869696.02909713,2869696.02909713,0.0,0.0,20.0,-5.1,340582.1437391632,,2869.69602909713,0.0,38.77134546897532,-0.0,ALL_BUILDINGS
112,2843366.1514204824,2843366.1514204824,0.0,0.0,20.0,-4.97,207410.29989732907,,2843.3661514204823,0.0,38.41561274564631,-0.0,ALL_BUILDINGS
113,2885125.248602156,2885125.248602156,0.0,0.0,20.0,-6.1,103556.37082911652,,2885.1252486021563,0.0,38.97980364492165,-0.0,ALL_BUILDINGS
114,2942487.40480998,2942487.40480998,0.0,0.0,20.0,-7.24,0.0,,2942.48740480998,0.0,39.75480139821282,-0.0,ALL_BUILDINGS
115,2954943.4150102655,2954943.4150102655,0.0,0.0,20.0,-7.390000000000001,0.0,,2954.9434150102657,0.0,39.923089701135375,-0.0,ALL_BUILDINGS
116,2935902.4171806523,2935902.4171806523,0.0,0.0,20.0,-6.880000000000001,0.0,,2935.9024171806523,0.0,39.66583419482372,-0.0,ALL_BUILDINGS
117,2973253.1945192586,2973253.1945192586,0.0,0.0,20.0,-7.609999999999999,0.0,,2973.2531945192586,0.0,40.17046600148426,-0.0,ALL_BUILDINGS
118,3029286.7447271026,3029286.7447271026,0.0,0.0,20.0,-8.64,0.0,,3029.2867447271024,0.0,40.92751347652467,-0.0,ALL_BUILDINGS
119,3099651.7887885617,3099651.7887885617,0.0,0.0,20.0,-9.85,0.0,,3099.6517887885616,0.0,41.87818818373568,-0.0,ALL_BUILDINGS
120,3125476.37512231,3125476.37512231,0.0,0.0,20.0,-10.010000000000002,0.0,,3125.47637512231,0.0,42.227094112512454,-0.0,ALL_BUILDINGS
121,859303.1261357595,859303.1261357595,0.0,0.0,16.000238169761012,-10.7,0.0,,859.3031261357595,0.0,11.609709888493683,-0.0,ALL_BUILDINGS
122,1031943.8171341289,1031943.8171341289,0.0,0.0,16.0,-10.75,0.0,,1031.943817134129,0.0,13.942191031036966,-0.0,ALL_BUILDINGS
123,1155486.9265127634,1155486.9265127634,0.0,0.0,16.0,-10.07,0.0,,1155.4869265127634,0.0,15.611333868976308,-0.0,ALL_BUILDINGS
124,1291412.6145444657,1291412.6145444657,0.0,0.0,16.0,-10.0,0.0,,1291.4126145444657,0.0,17.447772904801074,-0.0,ALL_BUILDINGS
125,1357301.1428052282,1357301.1428052282,0.0,0.0,16.0,-8.73,0.0,,1357.3011428052282,0.0,18.337967150372126,-0.0,ALL_BUILDINGS
126,1422887.5039826273,1422887.5039826273,0.0,0.0,16.0,-7.83,0.0,,1422.8875039826273,0.0,19.22407893415641,-0.0,ALL_BUILDINGS
127,1501599.2526486665,1501599.2526486665,0.0,0.0,16.0,-7.5,0.0,,1501.5992526486666,0.0,20.287522716722577,-0.0,ALL_BUILDINGS
128,3893463.50553179,3893463.50553179,0.0,0.0,20.0,-7.29,0.0,,3893.4635055317904,0.0,52.60306914503222,-0.0,ALL_BUILDINGS
129,3800534.1903499374,3800534.1903499374,0.0,0.0,20.0,-6.890000000000001,0.0,,3800.5341903499375,0.0,51.34753735818841,-0.0,ALL_BUILDINGS
130,3667441.0208056998,3667441.0208056998,0.0,0.0,20.0,-5.85,123091.99943906584,,3667.4410208056997,0.0,49.54936737654612,-0.0,ALL_BUILDINGS
131,3469877.948548413,3469877.948548413,0.0,0.0,20.0,-4.35,570937.6505534289,,3469.877948548413,0.0,46.880169646635565,-0.0,ALL_BUILDINGS
132,3272536.1671968834,3272536.1671968834,0.0,0.0,20.0,-3.0599999999999996,827137.6843997912,,3272.5361671968835,0.0,44.21396169197272,-0.0,ALL_BUILDINGS
133,3045296.512077002,3045296.512077002,0.0,0.0,20.0,-1.23,981683.8873217632,,3045.296512077002,0.0,41.14381520831338,-0.0,ALL_BUILDINGS
134,2849082.309331374,2849082.309331374,0.0,0.0,20.0,0.12,964663.2584170626,,2849.082309331374,0.0,38.4928415290684,-0.0,ALL_BUILDINGS
135,2711515.109763,2711515.109763,0.0,0.0,20.0,0.75,761489.740953968,,2711.515109763,0.0,36.6342246701452,-0.0,ALL_BUILDINGS
136,2580337.5389707773,2580337.5389707773,0.0,0.0,20.0,1.6600000000000001,554039.3497988656,,2580.337538970777,0.0,34.861935597226775,-0.0,ALL_BUILDINGS
137,2521916.571387964,2521916.571387964,0.0,0.0,20.0,1.64,240197.35761607185,,2521.916571387964,0.0,34.07263265579374,-0.0,ALL_BUILDINGS
138,2510002.9694145834,2510002.9694145834,0.0,0.0,20.0,1.06,0.0,,2510.0029694145833,0.0,33.91167261918836,-0.0,ALL_BUILDINGS
139,2431087.027300137,2431087.027300137,0.0,0.0,20.0,1.83,0.0,,2431.087027300137,0.0,32.84547005846227,-0.0,ALL_BUILDINGS
140,2383391.4925885946,2383391.4925885946,0.0,0.0,20.0,1.93,0.0,,2383.3914925885947,0.0,32.20107426361896,-0.0,ALL_BUILDINGS
