Building ID,Building ID [filename],Thermal class,Thermal class index,Thermal capacitance [J/m2K],Annual Solar Gains [kWh],Annual Heating Demand Sim [kWh],Annual Cooling Demand Sim [kWh],Heated area [m2],Internal gains [W/m2],Usage type
DEBW_52210004IZi,DEBW_52210004IZi,heavy,4,260000,8825.887709645376,4492.017976636834,3477.7323104539473,139.8,4.2,residential
DEBW_52210004Ihn,DEBW_52210004Ihn,heavy,4,260000,22822.70167985296,13871.93608251173,9295.794547996677,527.7,4.2,residential
DEBW_52210004IuQ,DEBW_52210004IuQ,heavy,4,260000,13916.624207872106,7395.781504804323,6044.332990283057,311.8,4.2,residential
DEBW_52210004KwN,DEBW_52210004KwN,heavy,4,260000,10874.33791907386,6314.436452922925,4332.758103613483,215.7,4.2,residential
DEBW_52210004L5J,DEBW_52210004L5J,heavy,4,260000,20459.164475647023,12963.378296844721,8789.99699330764,561.8,4.2,residential
DEBW_52210004L7q,DEBW_52210004L7q,heavy,4,260000,9839.49494399565,6484.9959304458425,3795.744640186604,220.3,4.2,residential
DEBW_52210004Lja,DEBW_52210004Lja,heavy,4,260000,19425.03036945552,11368.61240593893,8310.29103575426,472.1,4.2,residential
DEBW_52210004bgQ,DEBW_52210004bgQ,heavy,4,260000,16910.47716704975,9188.700559873434,7443.47915404208,403.9,4.2,residential
DEBW_52210004cUQ,DEBW_52210004cUQ,heavy,4,260000,11556.443693526415,7158.520109468447,4615.946052923504,249.0,4.2,residential
DEBW_52210004caM,DEBW_52210004caM,heavy,4,260000,34901.915315753766,13046.438883825262,18660.4436803905,888.6,4.2,residential
DEBW_52210004d3g,DEBW_52210004d3g,heavy,4,260000,11512.738774938134,8075.713232326547,4857.098515809981,340.8,4.2,residential
DEBW_52210004dF4,DEBW_52210004dF4,heavy,4,260000,9836.52011057277,3516.274104987018,4373.056971990752,136.9,4.2,residential
DEBW_52210004dGw,DEBW_52210004dGw,heavy,4,260000,13907.716525255913,8514.36692175261,6288.9499608478245,410.5,4.2,residential
DEBW_52210004dNl,DEBW_52210004dNl,heavy,4,260000,11991.157567923416,7997.153696858647,4860.177440601846,304.0,4.2,residential
DEBW_52210004dQ2,DEBW_52210004dQ2,heavy,4,260000,8250.795269225191,4665.1482671361155,3527.4278937457207,191.4,4.2,residential
DEBW_52210004dQC,DEBW_52210004dQC,heavy,4,260000,28937.33871791148,19579.169362098713,12477.944578320936,863.1,4.2,residential
