Building ID,Building ID [filename],Thermal class,Thermal class index,Thermal capacitance [J/m2K],Annual Solar Gains [kWh],Annual Heating Demand Sim [kWh],Annual Cooling Demand Sim [kWh],Heated area [m2],Internal gains [W/m2],Usage type
DEBW_52210005em7,DEBW_52210005em7,light,2,110000,42416.85830126803,54556.07577306133,8508.225988681586,831.7,4.2,residential
DEBW_52210005enf,DEBW_52210005enf,light,2,110000,35448.28180981819,50477.847395735655,7128.370416334028,863.9,4.2,residential
DEBW_52210005evc,DEBW_52210005evc,light,2,110000,24408.880376469744,29550.203784316273,5047.482997545262,411.7,4.2,residential
DEBW_52210005fBS,DEBW_52210005fBS,light,2,110000,20738.067145664165,24655.577582658378,4255.807259379764,363.3,4.2,residential
DEBW_52210005fRL,DEBW_52210005fRL,light,2,110000,14264.625727647679,20112.16535042972,2530.226029167319,215.2,4.2,residential
DEBW_52210005fRo,DEBW_52210005fRo,light,2,110000,19569.291958180704,22816.583249125975,4230.901071315309,325.1,4.2,residential
DEBW_52210005fiS,DEBW_52210005fiS,light,2,110000,13566.396997537286,18910.27212623431,2416.6317601192204,208.6,4.2,residential
DEBW_52210005g5H,DEBW_52210005g5H,light,2,110000,6442.507384280168,7968.231295231965,1272.3905131277877,85.5,4.2,residential
DEBW_52210005gBZ,DEBW_52210005gBZ,light,2,110000,18331.4369494814,22361.07081427926,3490.3781235606552,233.5,4.2,residential
DEBW_52210005gOD,DEBW_52210005gOD,light,2,110000,25427.229561659453,30741.20260005181,4967.818739545222,378.2,4.2,residential
DEBW_52210005gvh,DEBW_52210005gvh,light,2,110000,15820.991736817003,23016.085111717504,2924.557426786446,335.5,4.2,residential
DEBW_52210005gwl,DEBW_52210005gwl,light,2,110000,7455.176717965836,6956.136855524154,1813.6914370276247,53.1,4.2,residential
DEBW_52210005gxN,DEBW_52210005gxN,light,2,110000,13489.396051290012,14333.949828874072,2983.1049703464537,194.3,4.2,residential
DEBW_52210005hG5,DEBW_52210005hG5,light,2,110000,16910.01475051923,23905.076436462285,3140.731182282798,324.7,4.2,residential
