Building ID,Building ID [filename],Thermal class,Thermal class index,Usage type,Latitude [deg],Longitude [deg],Heated area [m2],Heated volume [m3],Window area [m2],Window-to-Wall ratio [-],U walls [W/m2K],U windows [W/m2K],Internal gains [W/m2],ACH ventilation [1/h],ACH infiltration [1/h],Ventilation efficiency [-],Thermal capacitance [J/m2K],Heating setpoint day [C],Heating setpoint night [C],Cooling setpoint [C],Summer start day-of-year,Summer end day-of-year,Max heating energy per floor area [W/m2],Max cooling energy per floor area [W/m2]
DEBW_52210004EqD,DEBW_52210004EqD,light,2,residential,48.7732,9.20439,299.0,934.3,77.16999999999999,0.2065301752977385,0.722566917478722,2.5700000000000003,4.2,0.45,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004FOx,DEBW_52210004FOx,light,2,residential,48.77197,9.21242,228.5,714.2,50.15,0.1711545681034777,0.7170940095162099,2.57,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004FT7,DEBW_52210004FT7,light,2,residential,48.77355,9.20728,431.0,1346.7,86.58,0.2142379927251132,0.7006007669365147,2.5699999999999994,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Faf,DEBW_52210004Faf,light,2,residential,48.77325,9.20744,203.9,637.3,69.17,0.20305298693673857,0.7336179611921937,2.57,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Fca,DEBW_52210004Fca,light,2,residential,48.77463,9.20758,74.2,231.8,27.000000000000007,0.1751767988062026,0.7066552418257982,2.5699999999999994,4.2,0.3,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004FnA,DEBW_52210004FnA,light,2,residential,48.77271,9.2114,211.4,660.5,59.93,0.2175080753456974,0.6921515639723986,2.57,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004G6k,DEBW_52210004G6k,light,2,residential,48.77283,9.20734,349.6,1092.5,79.07,0.21310370849504096,0.703751816604941,2.5699999999999994,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004GDQ,DEBW_52210004GDQ,light,2,residential,48.77164,9.20529,408.0,1275.1,72.53,0.21504388045540798,0.6983594343925801,2.5700000000000003,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004GPg,DEBW_52210004GPg,light,2,residential,48.77165,9.20901,338.7,1058.6,67.59,0.21301607311692408,0.7038799012887305,2.5699999999999994,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Gqv,DEBW_52210004Gqv,light,2,residential,48.77244,9.20731,157.9,493.3,45.36,0.17227497151538168,0.7141923390383048,2.57,4.2,0.46,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004H20,DEBW_52210004H20,light,2,residential,48.77459,9.20432,1241.4,3394.4,200.96,0.198602587288881,0.748788391040698,2.5699999999999994,4.2,0.42,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004HIN,DEBW_52210004HIN,light,2,residential,48.77295,9.20828,286.3,894.6,87.36000000000001,0.2999279019466475,0.6920614316925845,2.5699999999999994,4.2,0.44,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004HiD,DEBW_52210004HiD,light,2,residential,48.77309,9.20867,400.2,1250.6,92.15999999999998,0.2104878494427188,0.7109607022392004,2.57,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Hls,DEBW_52210004Hls,light,2,residential,48.77182,9.21298,275.0,859.3,56.02,0.16893848009650184,0.7230688857575838,2.57,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004HpC,DEBW_52210004HpC,light,2,residential,48.7715,9.21319,288.0,900.1,77.13,0.20764012275884344,0.7193246829843702,2.57,4.2,0.41,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004HrR,DEBW_52210004HrR,light,2,residential,48.77163,9.211,466.7,1458.4,101.34999999999998,0.20884419625378636,0.7155899581589958,2.5700000000000003,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004HxR,DEBW_52210004HxR,light,2,residential,48.77285,9.20841,227.6,711.1,60.64,0.21828653707703383,0.6901030063480655,2.5699999999999994,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Hxc,DEBW_52210004Hxc,light,2,residential,48.77323,9.20802,358.6,1120.7,78.17000000000002,0.21137310042723492,0.7084514034752722,2.5699999999999994,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004I04,DEBW_52210004I04,light,2,residential,48.77155,9.2112,376.1,1175.3,89.71000000000001,0.2090216454251031,0.7151395334187262,2.57,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004IZi,DEBW_52210004IZi,light,2,residential,48.77253,9.20949,139.8,436.9,49.190000000000005,0.21173381542699726,0.7072911382821667,2.57,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Ihn,DEBW_52210004Ihn,light,2,residential,48.77212,9.20794,527.7,1649.0,121.92,0.21063543070384577,0.7103970604028906,2.5700000000000003,4.2,0.45,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004IuQ,DEBW_52210004IuQ,light,2,residential,48.77222,9.20957,311.8,974.2,71.56,0.22146570933399357,0.6824562195795073,2.5699999999999994,4.2,0.41,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004KwN,DEBW_52210004KwN,light,2,residential,48.77107,9.20806,215.7,674.0,59.11,0.216821949966987,0.6938694926775011,2.57,4.2,0.45,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004L5J,DEBW_52210004L5J,light,2,residential,48.77099,9.20827,561.8,1755.5,105.28,0.2139272143539309,0.7014927363323742,2.57,4.2,0.44,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004L7q,DEBW_52210004L7q,light,2,residential,48.77128,9.21126,220.3,688.4,50.98,0.1757506808701348,0.7051006788631918,2.5700000000000007,4.2,0.46,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004Lja,DEBW_52210004Lja,light,2,residential,48.7713,9.21027,472.1,1475.3,101.9,0.2118370995572002,0.7071468776841682,2.5700000000000003,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004bgQ,DEBW_52210004bgQ,light,2,residential,48.77271,9.20771,403.9,1262.3,90.33,0.21402170307539212,0.7011929530544256,2.57,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004cUQ,DEBW_52210004cUQ,light,2,residential,48.77146,9.2134,249.0,778.0,59.27,0.16585051906987155,0.7320492945259263,2.569999999999999,4.2,0.45,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004caM,DEBW_52210004caM,light,2,residential,48.77169,9.20599,888.6,2251.2,184.45,0.2989804353816478,0.6950527831829253,2.5700000000000003,4.2,0.41,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004d3g,DEBW_52210004d3g,light,2,residential,48.77165,9.20671,340.8,1065.0,63.010000000000005,0.2183752685936092,0.6899245109055808,2.57,4.2,0.44,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dF4,DEBW_52210004dF4,light,2,residential,48.77298,9.2053,136.9,427.9,53.440000000000005,0.2965758366169044,0.7029475100942127,2.57,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dGw,DEBW_52210004dGw,light,2,residential,48.77258,9.20702,410.5,1282.7,75.28,0.21750939034960992,0.6922065159510092,2.5700000000000003,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dNl,DEBW_52210004dNl,light,2,residential,48.77148,9.20724,304.0,950.1,63.05,0.16447110995174125,0.7361409796893669,2.5700000000000003,4.2,0.44,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dQ2,DEBW_52210004dQ2,light,2,residential,48.77108,9.2117,191.4,598.1,42.5,0.18429382940895883,0.6849693334688759,2.57,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dQC,DEBW_52210004dQC,light,2,residential,48.77239,9.20822,863.1,2697.3,149.29000000000002,0.22223049212539825,0.6805766971201113,2.5699999999999994,4.2,0.44,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004dvl,DEBW_52210004dvl,light,2,residential,48.77232,9.20752,448.1,1400.3,106.72999999999999,0.2105128205128205,0.7108222541831829,2.57,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004e9F,DEBW_52210004e9F,light,2,residential,48.7749,9.2064,496.2,1550.5,113.82000000000001,0.2029998751538283,0.7337917027821682,2.57,4.2,0.44,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004eFK,DEBW_52210004eFK,light,2,residential,48.77434,9.20478,805.1,2515.8,159.88000000000002,0.21177000410612348,0.7073181103279549,2.5699999999999994,4.2,0.42,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004edl,DEBW_52210004edl,light,2,residential,48.77313,9.20783,237.7,743.0,51.34,0.17257722948670545,0.7132810656846104,2.5699999999999994,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004evV,DEBW_52210004evV,light,2,residential,48.77273,9.20456,445.0,1390.7,98.53000000000002,0.20878096327845233,0.7158728730836219,2.5699999999999994,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004ewN,DEBW_52210004ewN__01,light,2,residential,48.77353,9.20447,227.8,712.0,51.96,0.21925900919908856,0.6877687994148584,2.57,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004f3W,DEBW_52210004f3W,light,2,residential,48.77314,9.20391,211.9,662.1,71.51,0.19577298984312977,0.7591152004033276,2.5699999999999994,4.2,0.42,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004fK1,DEBW_52210004fK1,light,2,residential,48.77229,9.20937,272.8,852.6,75.3,0.21800179496829852,0.6908561288297641,2.57,4.2,0.42,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004fgD,DEBW_52210004fgD,light,2,residential,48.7726,9.2088,205.6,642.3,62.81,0.2103412477813871,0.7113590669092861,2.57,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004xfl,DEBW_52210004xfl,light,2,residential,48.77327,9.20391,401.0,1253.1,96.14,0.21059779632428643,0.710651064989681,2.57,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004xqq,DEBW_52210004xqq,light,2,residential,48.77174,9.21166,551.2,1722.5,77.27999999999999,0.22385076615589602,0.6770097485653706,2.5700000000000003,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004xrI,DEBW_52210004xrI,light,2,residential,48.77372,9.20763,297.4,929.4,65.80000000000001,0.22474212719448056,0.6748345603106545,2.5699999999999994,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004xsG,DEBW_52210004xsG,light,2,residential,48.77335,9.2076,162.4,507.4,41.22,0.16641769954378458,0.7303636892638927,2.5700000000000003,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004xx4,DEBW_52210004xx4,light,2,residential,48.7734,9.20691,245.4,766.9,76.39000000000001,0.3057434460676406,0.6746630699248913,2.5699999999999994,4.2,0.47,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004y9B,DEBW_52210004y9B,light,2,residential,48.77213,9.20977,388.6,1214.5,87.64,0.21703276293306262,0.6932775418436173,2.57,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004yBG,DEBW_52210004yBG,light,2,residential,48.77155,9.20933,541.5,1692.3,120.05,0.21106207915047734,0.709358162264797,2.57,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004ylt,DEBW_52210004ylt,light,2,residential,48.77168,9.20994,586.1,1831.4,96.97000000000001,0.21348685658931799,0.7026422834029726,2.5699999999999994,4.2,0.45,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004yr8,DEBW_52210004yr8,light,2,residential,48.77098,9.21145,202.2,631.9,62.279999999999994,0.20838491651888782,0.7170628203961538,2.5700000000000003,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zAp,DEBW_52210004zAp,light,2,residential,48.77278,9.20907,155.0,484.5,35.36,0.21434200157604408,0.7002883061362808,2.5699999999999994,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zCV,DEBW_52210004zCV,light,2,residential,48.77471,9.20457,52.4,96.1,20.14,0.34772099447513816,0.5921111349495817,2.57,4.2,0.45,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zDV,DEBW_52210004zDV,light,2,residential,48.77289,9.20675,191.0,596.9,46.48,0.17594730665859104,0.704557780230175,2.57,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zE4,DEBW_52210004zE4,light,2,residential,48.77372,9.20458,213.3,666.4,50.05,0.21794034400174173,0.6909706480674221,2.5700000000000003,4.2,0.41,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zH7,DEBW_52210004zH7,light,2,residential,48.77272,9.2072,301.4,941.9,64.0,0.2221527994723871,0.6807721575649062,2.57,4.2,0.41,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zVF,DEBW_52210004zVF,light,2,residential,48.77173,9.20884,578.0,1806.2,121.33000000000001,0.20663873560869267,0.7222763207428786,2.57,4.2,0.44,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210004zyP,DEBW_52210004zyP,light,2,residential,48.77158,9.20701,412.4,1288.8,90.25,0.207380684298812,0.7200056750110347,2.57,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100050H1,DEBW_522100050H1,light,2,residential,48.77338,9.20947,53.9,116.1,18.25,0.17123287671232876,0.7168322779672025,2.57,4.2,0.5,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100050Oj,DEBW_522100050Oj,light,2,residential,48.77327,9.20845,216.4,676.1,50.65,0.21337096638301456,0.7028474885844749,2.5700000000000003,4.2,0.42,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100050uW,DEBW_522100050uW,light,2,residential,48.77213,9.21068,367.1,906.4,60.629999999999995,0.1633659364643117,0.7395249962617753,2.57,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100050wu,DEBW_522100050wu,light,2,residential,48.77453,9.20528,430.5,1345.2,96.83000000000001,0.2035954583683768,0.731953125,2.5699999999999994,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100050y5,DEBW_522100050y5,light,2,residential,48.77387,9.20408,244.4,763.7,69.32000000000001,0.20552047199739099,0.725593182946335,2.5699999999999994,4.2,0.42,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_5221000518C,DEBW_5221000518C,light,2,residential,48.77497,9.20527,548.3,1482.5,98.42000000000002,0.18000256049161442,0.7383061049011178,2.57,4.2,0.42,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100051DN,DEBW_522100051DN,light,2,residential,48.77282,9.20901,163.8,511.8,39.17,0.21073868833055362,0.7101623299116734,2.57,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100051Hd,DEBW_522100051Hd,light,2,residential,48.77469,9.20432,311.1,972.2,35.99,0.25946218729723886,0.6136089015997854,2.57,4.2,0.41,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100053Xz,DEBW_522100053Xz,light,2,residential,48.7714,9.21225,69.2,142.7,19.83,0.27001633986928103,0.6532106766256591,2.5700000000000003,4.2,0.41,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100054BV,DEBW_522100054BV,light,2,residential,48.7709,9.20844,216.2,675.7,49.559999999999995,0.22054111783552866,0.6848245135479181,2.5700000000000003,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100054Ih,DEBW_522100054Ih,light,2,residential,48.77124,9.21071,697.1,2178.5,109.72,0.22536252721521585,0.6734692790626361,2.57,4.2,0.46,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005J24,DEBW_52210005J24,light,2,residential,48.77442,9.20422,559.7,1553.9,116.68,0.19413663438820672,0.7654038987569681,2.5700000000000003,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005JLO,DEBW_52210005JLO,light,2,residential,48.77399,9.20412,251.3,785.4,71.78,0.20517364584822065,0.7268137908950205,2.57,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005JMk,DEBW_52210005JMk,light,2,residential,48.77167,9.21199,255.3,797.9,55.55,0.1630993276373352,0.7403489574827155,2.57,4.2,0.48,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005JOp,DEBW_52210005JOp,light,2,residential,48.77364,9.20745,371.7,1161.6,74.66,0.21533225657591137,0.6976965462953854,2.5700000000000003,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005JfZ,DEBW_52210005JfZ,light,2,residential,48.77119,9.20784,400.9,1253.0,90.07,0.21236413363827128,0.7056782405974705,2.57,4.2,0.45,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005Jkv,DEBW_52210005Jkv,light,2,residential,48.7716,9.21262,253.5,792.2,46.419999999999995,0.1400132714001327,0.7430177027583368,2.5700000000000003,4.2,0.38,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005JtI,DEBW_52210005JtI,light,2,residential,48.77207,9.21167,601.6,1880.0,124.79,0.20810819825228472,0.7177965998969665,2.57,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005K5d,DEBW_52210005K5d,light,2,residential,48.77332,9.20673,183.4,573.2,44.14,0.1716908475631102,0.7156184823793715,2.57,4.2,0.41,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005K93,DEBW_52210005K93,light,2,residential,48.77201,9.20813,426.0,1331.4,98.30000000000001,0.2113387655064176,0.7084816853292845,2.57,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005KEF,DEBW_52210005KEF,light,2,residential,48.77072,9.21047,2050.4,6407.4,282.49999999999994,0.21335246582584394,0.7029434577816794,2.57,4.2,0.42,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005KUx,DEBW_52210005KUx,light,2,residential,48.77259,9.20458,352.9,1102.9,91.74000000000001,0.2074298505437855,0.7199818001323626,2.57,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005KXK,DEBW_52210005KXK,light,2,residential,48.77242,9.2042,176.3,550.8,43.449999999999996,0.2073985680190931,0.719765290986825,2.57,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005Kf7,DEBW_52210005Kf7,light,2,residential,48.77332,9.20444,232.7,727.1,76.73999999999998,0.19757981462409882,0.7523707687931525,2.5700000000000003,4.2,0.42,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005KyO,DEBW_52210005KyO,light,2,residential,48.77177,9.21056,406.1,1269.1,97.44000000000001,0.21090452587606334,0.7097498465316144,2.57,4.2,0.45,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005L39,DEBW_52210005L39,light,2,residential,48.7708,9.2117,457.2,1428.9,107.13000000000001,0.20927915608517292,0.7143933884878186,2.57,4.2,0.44,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005L4M,DEBW_52210005L4M,light,2,residential,48.77176,9.2132,226.6,708.0,57.56,0.21251615285213216,0.7051507724062307,2.57,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005LJS,DEBW_52210005LJS,light,2,residential,48.77268,9.2092,300.0,937.3,72.72000000000001,0.2078605116478491,0.7185493401358773,2.569999999999999,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005LZh,DEBW_52210005LZh,light,2,residential,48.77162,9.21017,313.7,980.2,75.4,0.21214934863959936,0.7061984612349576,2.57,4.2,0.46,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005M2x,DEBW_52210005M2x,light,2,residential,48.77144,9.21363,415.8,1299.2,91.99000000000001,0.2167173180672368,0.6940878492424393,2.5699999999999994,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005MRo,DEBW_52210005MRo,light,2,residential,48.77367,9.20401,163.5,511.0,57.42,0.3099093264248704,0.6635555758516759,2.57,4.2,0.38,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005MSz,DEBW_52210005MSz,light,2,residential,48.77345,9.20445,267.2,835.1,59.95,0.22079404832056568,0.684023713042173,2.5700000000000003,4.2,0.45,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005MV3,DEBW_52210005MV3,light,2,residential,48.7729,9.20453,701.9,2193.4,158.60000000000002,0.2025646265454174,0.7351128242092532,2.5699999999999994,4.2,0.42,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005Mki,DEBW_52210005Mki,light,2,residential,48.77148,9.20957,451.2,1409.9,102.59000000000002,0.21109922219021363,0.7091590060981159,2.5699999999999994,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005N87,DEBW_52210005N87,light,2,residential,48.77178,9.20973,297.1,928.5,75.08000000000001,0.21045550105115632,0.7109886026386012,2.57,4.2,0.39,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005PFV,DEBW_52210005PFV,light,2,residential,48.77087,9.20851,220.9,690.4,52.089999999999996,0.21165332574864898,0.7075084030608596,2.57,4.2,0.47,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005PRs,DEBW_52210005PRs,light,2,residential,48.77082,9.20982,364.1,1137.7,136.96999999999997,0.2214229133998286,0.6826100468116911,2.5700000000000007,4.2,0.43,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005Q4u,DEBW_52210005Q4u,light,2,residential,48.77076,9.20896,256.6,802.0,75.84,0.3097533082829603,0.6639910003461406,2.57,4.2,0.46,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005dgg,DEBW_52210005dgg,light,2,residential,48.77374,9.20404,165.1,515.8,44.06,0.2231790092189241,0.678446802478636,2.5699999999999994,4.2,0.45,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005diH,DEBW_52210005diH,light,2,residential,48.77235,9.2092,420.5,1314.0,101.47999999999999,0.21084562642842303,0.7099071446995098,2.57,4.2,0.4,0,0,110000,20.0,16.0,25.0,121,273,inf,-inf
