Building ID,Building ID [filename],Thermal class,Thermal class index,Usage type,Latitude [deg],Longitude [deg],Heated area [m2],Heated volume [m3],Window area [m2],Window-to-Wall ratio [-],U walls [W/m2K],U windows [W/m2K],Internal gains [W/m2],ACH ventilation [1/h],ACH infiltration [1/h],Ventilation efficiency [-],Thermal capacitance [J/m2K],Heating setpoint day [C],Heating setpoint night [C],Cooling setpoint [C],Summer start day-of-year,Summer end day-of-year,Max heating energy per floor area [W/m2],Max cooling energy per floor area [W/m2]
DEBW_52210005M2x,DEBW_52210005M2x,medium,3,residential,48.77144,9.21363,415.8,1299.2,91.99,0.21671731806723676,0.12679560753787802,0.9100000000000001,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005MRo,DEBW_52210005MRo,medium,3,residential,48.77367,9.20401,163.5,511.0,57.42,0.30990932642487046,0.1283222212074162,0.91,4.2,0.38,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005MSz,DEBW_52210005MSz,medium,3,residential,48.77345,9.20445,267.2,835.1,59.95,0.22079404832056573,0.12729881434789134,0.9099999999999999,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005MV3,DEBW_52210005MV3,medium,3,residential,48.7729,9.20453,701.9,2193.4,158.6,0.20256462654541738,0.12474435878953737,0.9100000000000001,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005Mki,DEBW_52210005Mki,medium,3,residential,48.77148,9.20957,451.2,1409.9,102.59,0.2110992221902136,0.12604204969509422,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005N87,DEBW_52210005N87,medium,3,residential,48.77178,9.20973,297.1,928.5,75.08,0.21045550105115626,0.1259505698680699,0.91,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005PFV,DEBW_52210005PFV,medium,3,residential,48.77087,9.20851,220.9,690.4,52.09,0.21165332574864898,0.126124579846957,0.9099999999999999,4.2,0.47,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005PRs,DEBW_52210005PRs,medium,3,residential,48.77082,9.20982,364.1,1137.7,136.96999999999997,0.2214229133998286,0.12736949765941544,0.9100000000000003,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005Q4u,DEBW_52210005Q4u,medium,3,residential,48.77076,9.20896,256.6,802.0,75.84,0.3097533082829603,0.128300449982693,0.9099999999999999,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005dgg,DEBW_52210005dgg,medium,3,residential,48.77374,9.20404,165.1,515.8,44.059999999999995,0.22317900921892408,0.1275776598760682,0.9100000000000001,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005diH,DEBW_52210005diH,medium,3,residential,48.77235,9.2092,420.5,1314.0,101.47999999999999,0.21084562642842303,0.1260046427650245,0.9100000000000001,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005djN,DEBW_52210005djN,medium,3,residential,48.77351,9.20818,440.9,1377.7,92.55000000000001,0.2152075340076735,0.12659623900395162,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005dnU,DEBW_52210005dnU,medium,3,residential,48.77144,9.21143,157.6,492.4,41.540000000000006,0.17248681642652497,0.12582423444890994,0.91,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005doZ,DEBW_52210005doZ,medium,3,residential,48.77143,9.212,324.2,1013.1,77.62,0.20982348011786014,0.12585619586780858,0.9099999999999998,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005eg5,DEBW_52210005eg5,medium,3,residential,48.77305,9.20766,310.4,970.0,74.52000000000001,0.209744152664021,0.1258407927582642,0.91,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005ej5,DEBW_52210005ej5,medium,3,residential,48.77196,9.2092,348.9,1090.4,78.85,0.21947281988476633,0.12713374627208074,0.9100000000000001,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005elC,DEBW_52210005elC,medium,3,residential,48.77167,9.20659,355.5,1111.0,72.02000000000001,0.21319045645610088,0.1263306762663924,0.9099999999999999,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005ela,DEBW_52210005ela,medium,3,residential,48.77139,9.20745,301.5,942.2,79.31,0.2116118359614718,0.12611041906597412,0.91,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005ely,DEBW_52210005ely,medium,3,residential,48.7757,9.20728,99.3,355.9,33.379999999999995,0.18365887207702886,0.12717908835601643,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005em7,DEBW_52210005em7,medium,3,residential,48.7727,9.20857,831.7,2599.0,143.68,0.22482318332603116,0.12776699508605574,0.91,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005enf,DEBW_52210005enf,medium,3,residential,48.77177,9.20479,863.9,2699.8,124.56000000000002,0.21571819472827405,0.12666705922185748,0.91,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005evc,DEBW_52210005evc,medium,3,residential,48.77191,9.20834,411.7,1286.5,81.05000000000001,0.21285815584210943,0.1262806399194379,0.9099999999999998,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005fBS,DEBW_52210005fBS,medium,3,residential,48.77488,9.20451,363.3,936.4,73.41,0.19771074602747107,0.12389870817793631,0.91,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005fRL,DEBW_52210005fRL,medium,3,residential,48.7722,9.20771,215.2,672.4,47.800000000000004,0.1861008370644345,0.12744180458354606,0.9099999999999999,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005fRo,DEBW_52210005fRo,medium,3,residential,48.77226,9.20846,325.1,1016.0,63.080000000000005,0.22880771881461062,0.12819915077845306,0.91,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005fiS,DEBW_52210005fiS,medium,3,residential,48.77207,9.20999,208.6,652.0,45.410000000000004,0.1834747474747475,0.1271521663117073,0.9099999999999998,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005g5H,DEBW_52210005g5H,medium,3,residential,48.77457,9.20455,85.5,196.5,21.11,0.1730327868852459,0.12589049716803022,0.9099999999999999,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005gBZ,DEBW_52210005gBZ,medium,3,residential,48.77191,9.21042,233.5,729.6,64.45,0.21481185214811852,0.12654366824698687,0.91,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005gOD,DEBW_52210005gOD,medium,3,residential,48.77338,9.20832,378.2,1181.8,88.57999999999998,0.2112014496554684,0.12605387404097462,0.9100000000000003,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005gvh,DEBW_52210005gvh,medium,3,residential,48.77201,9.2119,335.5,1048.4,52.059999999999995,0.18332276920909923,0.12713806394365418,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005gwl,DEBW_52210005gwl,medium,3,residential,48.77327,9.20797,53.1,166.0,25.97,0.27004263283768326,0.11037144515380153,0.91,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005gxN,DEBW_52210005gxN,medium,3,residential,48.77206,9.21089,194.3,607.3,50.44,0.30540082344393316,0.12771274032024846,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005hG5,DEBW_52210005hG5,medium,3,residential,48.77162,9.20911,324.7,1014.7,61.88,0.21887379739671758,0.12706495636384935,0.91,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005hJf,DEBW_52210005hJf,medium,3,residential,48.77308,9.20453,181.4,566.8,67.53999999999999,0.20422109337203673,0.12500484302888723,0.91,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005jPg,DEBW_52210005jPg,medium,3,residential,48.77134,9.21221,333.6,1042.4,81.27,0.2068307332094775,0.12541395610052883,0.9099999999999999,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005k39,DEBW_52210005k39,medium,3,residential,48.77126,9.21051,525.2,1641.4,88.31000000000002,0.21937102543720194,0.1271296049802388,0.9099999999999999,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005k3y,DEBW_52210005k3y,medium,3,residential,48.77127,9.21102,326.4,1019.9,71.42999999999999,0.21317933566120512,0.12633564838809994,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005xLD,DEBW_52210005xLD,medium,3,residential,48.77339,9.21124,317.3,991.4,77.39000000000001,0.20547472387425664,0.12520541850002473,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005xM5,DEBW_52210005xM5,medium,3,residential,48.77246,9.2097,380.5,1189.0,92.05,0.20833804857071725,0.1256447508823771,0.91,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005xO2,DEBW_52210005xO2,medium,3,residential,48.77315,9.20728,223.3,697.7,45.24,0.1749419953596288,0.12614455484122344,0.91,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005xRe,DEBW_52210005xRe,medium,3,residential,48.77312,9.20718,76.6,239.3,25.689999999999998,0.2699947451392538,0.11055840568271508,0.9100000000000001,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005xix,DEBW_52210005xix,medium,3,residential,48.7741,9.20416,202.1,631.4,62.170000000000016,0.20720570590587925,0.12547048224047888,0.9099999999999998,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005xzK,DEBW_52210005xzK,medium,3,residential,48.77306,9.2071,230.0,718.7,48.059999999999995,0.17496086497506277,0.12614985027195502,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005y1r,DEBW_52210005y1r,medium,3,residential,48.77128,9.20765,356.9,1115.3,92.66,0.20695970695970695,0.12543343589743589,0.9099999999999999,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005y86,DEBW_52210005y86,medium,3,residential,48.77159,9.21217,283.8,886.7,75.08,0.2105558359975321,0.1259622001695507,0.91,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005yG0,DEBW_52210005yG0,medium,3,residential,48.77255,9.20427,423.5,1323.5,102.5,0.20676160890789527,0.12540338894972256,0.9099999999999999,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005yIg,DEBW_52210005yIg,medium,3,residential,48.77401,9.20477,309.5,967.1,60.85,0.2198417572889194,0.12718723113893254,0.91,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005yi4,DEBW_52210005yi4,medium,3,residential,48.77236,9.20424,136.3,426.0,26.439999999999998,0.22412477748580145,0.12768433799784715,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005yjZ,DEBW_52210005yjZ,medium,3,residential,48.77214,9.20438,423.5,1323.4,93.52999999999999,0.21512029072174432,0.12658793011967692,0.9100000000000001,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005ylp,DEBW_52210005ylp,medium,3,residential,48.77186,9.20845,386.7,1208.5,69.61999999999999,0.21887575452716296,0.12706779440468446,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005ynV,DEBW_52210005ynV,medium,3,residential,48.77266,9.20698,84.6,189.3,26.220000000000002,0.31229156741305386,0.1286305011322241,0.9099999999999999,4.2,0.5,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005yqw,DEBW_52210005yqw,medium,3,residential,48.77135,9.21003,419.1,1309.8,99.48,0.21088781480539304,0.1260081190798376,0.9099999999999999,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005yrw,DEBW_52210005yrw,medium,3,residential,48.77387,9.20468,605.2,1891.1,123.45,0.2165409577267146,0.1267733720275993,0.91,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005zVK,DEBW_52210005zVK,medium,3,residential,48.77229,9.20429,299.3,753.5,79.94000000000001,0.2918689985030487,0.12552935909870924,0.9099999999999999,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005zd7,DEBW_52210005zd7,medium,3,residential,48.77302,9.20822,338.7,1058.5,59.58,0.21659941105900316,0.12678137651821864,0.9100000000000001,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210005zmV,DEBW_52210005zmV,medium,3,residential,48.77198,9.21021,641.1,1555.8,83.86,0.17079081892425815,0.12559780686239833,0.9100000000000003,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100060Iy,DEBW_522100060Iy,medium,3,residential,48.77223,9.21041,385.1,1203.5,85.25000000000001,0.20805876897544787,0.1255983844839447,0.9099999999999998,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100060Oq,DEBW_522100060Oq,medium,3,residential,48.77199,9.21215,294.6,920.8,50.4,0.17753980555164153,0.12646335807050094,0.9100000000000001,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100060XU,DEBW_522100060XU,medium,3,residential,48.7735,9.20928,169.3,529.0,42.870000000000005,0.17874416277518348,0.1266175221659816,0.91,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100060Xf,DEBW_522100060Xf,medium,3,residential,48.77295,9.20886,482.1,1506.6,97.58999999999999,0.2158784232181569,0.12668407212622093,0.9100000000000003,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100060Xq,DEBW_522100060Xq,medium,3,residential,48.77311,9.20421,167.8,524.4,44.510000000000005,0.1732513331516874,0.12592491965143637,0.9099999999999999,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100060vu,DEBW_522100060vu,medium,3,residential,48.77364,9.20801,297.7,930.4,58.26,0.21231778425655978,0.12621072442502154,0.91,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_5221000619W,DEBW_5221000619W,medium,3,residential,48.7722,9.20857,304.2,950.7,58.18,0.2307265228426396,0.12839381338438988,0.9100000000000001,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_5221000629z,DEBW_5221000629z,medium,3,residential,48.77462,9.21298,77.5,350.7,35.07,0.2102391942929081,0.12963819411672173,0.91,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100063eT,DEBW_522100063eT,medium,3,residential,48.77075,9.21102,3143.4,8185.4,290.53,0.1800039652544578,0.11087556586066026,0.91,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_5221000647b,DEBW_5221000647b,medium,3,residential,48.77086,9.20962,334.4,1044.9,75.96,0.20853809196980094,0.1256728953384355,0.91,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522100064GG,DEBW_522100064GG,medium,3,residential,48.77436,9.21289,350.2,1094.3,93.17999999999999,0.20602281772353406,0.12528851471763042,0.9100000000000001,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006GkA,DEBW_52210006GkA,medium,3,residential,48.77294,9.20748,360.6,1126.7,78.03,0.2120034776938543,0.12616830006915136,0.91,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006HCZ,DEBW_52210006HCZ,medium,3,residential,48.77152,9.21291,550.0,1718.8,108.92000000000002,0.21531223436851366,0.12661214165261384,0.9099999999999998,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006HXy,DEBW_52210006HXy,medium,3,residential,48.7726,9.20792,192.3,600.8,46.98000000000001,0.19992340099578707,0.12878757156488552,0.9099999999999997,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006Hkl,DEBW_52210006Hkl,medium,3,residential,48.77298,9.20693,316.7,989.8,57.05,0.17050718790161093,0.12556246261086693,0.91,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006Hwg,DEBW_52210006Hwg,medium,3,residential,48.77168,9.20628,851.2,2105.4,179.73999999999995,0.29834345848687044,0.1266479255831583,0.9100000000000003,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006I2P,DEBW_52210006I2P,medium,3,residential,48.7717,9.20506,311.4,973.1,80.59,0.21598949399656947,0.12670469264856268,0.9100000000000001,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006I2R,DEBW_52210006I2R,medium,3,residential,48.77203,9.20895,581.3,1816.4,122.58000000000001,0.21190747847733638,0.1261546171017266,0.9099999999999999,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006Id7,DEBW_52210006Id7,medium,3,residential,48.77313,9.20484,239.4,748.1,76.6,0.20419587876202916,0.12499924626903172,0.9100000000000003,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006IeR,DEBW_52210006IeR,medium,3,residential,48.77246,9.20445,136.9,428.0,49.56,0.2013570064600008,0.12454577617044697,0.9100000000000001,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006InL,DEBW_52210006InL,medium,3,residential,48.77461,9.20567,246.9,771.5,77.77999999999999,0.20071740084126857,0.12442863606656274,0.91,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006Iok,DEBW_52210006Iok,medium,3,residential,48.77492,9.20467,246.1,769.0,54.54,0.17930762402603806,0.1266768073012569,0.91,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006Isp,DEBW_52210006Isp,medium,3,residential,48.77446,9.2058,212.9,665.2,70.16000000000001,0.21032435997361948,0.12593518073575735,0.9099999999999999,4.2,0.44,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006IxM,DEBW_52210006IxM,medium,3,residential,48.77192,9.20459,1406.2,4394.4,217.87,0.2185211931556037,0.1270242228939239,0.9099999999999999,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006J1X,DEBW_52210006J1X,medium,3,residential,48.77211,9.21095,211.3,660.2,53.95,0.3055964653902798,0.12774528914879793,0.9099999999999999,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006J9b,DEBW_52210006J9b,medium,3,residential,48.77472,9.20611,615.6,1923.8,130.57999999999998,0.21008092411152404,0.12589210545219454,0.9100000000000003,4.2,0.41,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006JsB,DEBW_52210006JsB,medium,3,residential,48.7727,9.20422,434.9,1359.2,92.3,0.21401905998562384,0.12643658844006964,0.9099999999999999,4.2,0.42,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006KHx,DEBW_52210006KHx,medium,3,residential,48.77338,9.20395,399.6,1248.6,96.35,0.21029312264006805,0.12592715038602903,0.91,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006KZK,DEBW_52210006KZK,medium,3,residential,48.7726,9.20936,207.8,649.4,63.720000000000006,0.21989854022155503,0.12718682689037522,0.9099999999999998,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006KbP,DEBW_52210006KbP,medium,3,residential,48.77584,9.2084,285.1,890.8,74.84,0.20735897151723376,0.12549841591686733,0.9099999999999999,4.2,0.4,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006KcE,DEBW_52210006KcE,medium,3,residential,48.77141,9.2098,399.2,1247.5,78.95,0.21762500689122888,0.12691032351788228,0.9100000000000001,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006Krt,DEBW_52210006Krt,medium,3,residential,48.77351,9.20395,166.7,521.1,53.129999999999995,0.3167779632721202,0.1291481604242625,0.9100000000000001,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006NMW,DEBW_52210006NMW,medium,3,residential,48.77126,9.21238,328.3,1026.0,83.72,0.20899173718764827,0.12574038656256328,0.9100000000000001,4.2,0.39,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_52210006NNm,DEBW_52210006NNm,medium,3,residential,48.7708,9.20883,273.0,853.3,57.81,0.32143452877397827,0.1296620076238882,0.91,4.2,0.46,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_5221Us0004K,DEBW_5221Us0004K,medium,3,residential,48.77467,9.20589,298.1,931.6,106.33,0.2960683855877931,0.1262711450215862,0.9099999999999999,4.2,0.45,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
DEBW_522Ue00002q,DEBW_522Ue00002q,medium,3,residential,48.7725,9.20892,238.4,744.9,74.96,0.2110598040319856,0.1260343409674284,0.91,4.2,0.43,0,0,165000,20.0,16.0,25.0,121,273,inf,-inf
